            angle	Ex=2.938(p:Menet,d:DCV)	Ex=2.938(p:KD,d:DCV)	Ex=2.938(p:Varmar,d:DCV)	Ex=2.938(p:BG,d:DCV(re))	Ex=2.938(p:Menet,d:LH)	Ex=2.938(p:Menet,d:DCV(nonREL))	Ex=2.938(p:Menet,d:AC)	Ex=2.938(p:Menet,d:Custom)	
            17.80	         3.920500	         4.990100	         4.726400	         4.656800	         1.886000	         3.784200	         3.720300	         0.801170	
            17.90	         3.795700	         4.846400	         4.584100	         4.517700	         1.808700	         3.660800	         3.598600	         0.765040	
            18.00	         3.673700	         4.705500	         4.444800	         4.381300	         1.733600	         3.540100	         3.479500	         0.730450	
            18.10	         3.554400	         4.567500	         4.308200	         4.247800	         1.660800	         3.422100	         3.363100	         0.697370	
            18.20	         3.437700	         4.432200	         4.174500	         4.117000	         1.590300	         3.306800	         3.249400	         0.665790	
            18.30	         3.323700	         4.299800	         4.043600	         3.988900	         1.521900	         3.194200	         3.138400	         0.635680	
            18.40	         3.212400	         4.170200	         3.915500	         3.863600	         1.455700	         3.084200	         3.030000	         0.607040	
            18.50	         3.103700	         4.043300	         3.790200	         3.741000	         1.391700	         2.976800	         2.924200	         0.579850	
            18.60	         2.997600	         3.919200	         3.667600	         3.621100	         1.329800	         2.872100	         2.821000	         0.554080	
            18.70	         2.894100	         3.797800	         3.547800	         3.503800	         1.270100	         2.769900	         2.720400	         0.529710	
            18.80	         2.793200	         3.679200	         3.430600	         3.389200	         1.212400	         2.670400	         2.622400	         0.506740	
            18.90	         2.694800	         3.563200	         3.316300	         3.277300	         1.156900	         2.573400	         2.526900	         0.485140	
            19.00	         2.599000	         3.450000	         3.204500	         3.168000	         1.103400	         2.478900	         2.433900	         0.464880	
            19.10	         2.505700	         3.339400	         3.095500	         3.061200	         1.051900	         2.387000	         2.343400	         0.445960	
            19.20	         2.414900	         3.231400	         2.989100	         2.957100	         1.002500	         2.297500	         2.255400	         0.428350	
            19.30	         2.326500	         3.126100	         2.885300	         2.855500	         0.955020	         2.210500	         2.169900	         0.412030	
            19.40	         2.240600	         3.023300	         2.784200	         2.756400	         0.909540	         2.126000	         2.086800	         0.396980	
            19.50	         2.157100	         2.923200	         2.685600	         2.659900	         0.866000	         2.043900	         2.006000	         0.383170	
            19.60	         2.076000	         2.825600	         2.589500	         2.565900	         0.824390	         1.964200	         1.927700	         0.370600	
            19.70	         1.997300	         2.730500	         2.496000	         2.474300	         0.784660	         1.886900	         1.851800	         0.359230	
            19.80	         1.920900	         2.637900	         2.405000	         2.385100	         0.746810	         1.811900	         1.778100	         0.349050	
            19.90	         1.846900	         2.547800	         2.316500	         2.298400	         0.710790	         1.739200	         1.706800	         0.340030	
            20.00	         1.775100	         2.460200	         2.230400	         2.214100	         0.676600	         1.668900	         1.637700	         0.332150	
            20.10	         1.705600	         2.374900	         2.146800	         2.132100	         0.644200	         1.600800	         1.570900	         0.325390	
            20.20	         1.638400	         2.292100	         2.065600	         2.052500	         0.613550	         1.535000	         1.506400	         0.319730	
            20.30	         1.573400	         2.211700	         1.986700	         1.975200	         0.584650	         1.471300	         1.444000	         0.315140	
            20.40	         1.510600	         2.133600	         1.910300	         1.900100	         0.557460	         1.409900	         1.383800	         0.311610	
            20.50	         1.449900	         2.057800	         1.836100	         1.827400	         0.531940	         1.350600	         1.325700	         0.309110	
            20.60	         1.391300	         1.984400	         1.764200	         1.756800	         0.508080	         1.293500	         1.269800	         0.307620	
            20.70	         1.334900	         1.913200	         1.694600	         1.688500	         0.485850	         1.238400	         1.215900	         0.307110	
            20.80	         1.280500	         1.844200	         1.627200	         1.622300	         0.465210	         1.185500	         1.164100	         0.307560	
            20.90	         1.228200	         1.777400	         1.562100	         1.558300	         0.446150	         1.134500	         1.114300	         0.308960	
            21.00	         1.177900	         1.712800	         1.499100	         1.496400	         0.428620	         1.085600	         1.066500	         0.311270	
            21.10	         1.129600	         1.650400	         1.438300	         1.436600	         0.412610	         1.038700	         1.020600	         0.314470	
            21.20	         1.083200	         1.590100	         1.379600	         1.378800	         0.398070	         0.993750	         0.976730	         0.318540	
            21.30	         1.038700	         1.531900	         1.322900	         1.323100	         0.385000	         0.950710	         0.934730	         0.323470	
            21.40	         0.996190	         1.475700	         1.268400	         1.269300	         0.373340	         0.909560	         0.894610	         0.329210	
            21.50	         0.955500	         1.421600	         1.215900	         1.217600	         0.363080	         0.870270	         0.856320	         0.335760	
            21.60	         0.916640	         1.369400	         1.165300	         1.167800	         0.354190	         0.832810	         0.819840	         0.343090	
            21.70	         0.879580	         1.319300	         1.116800	         1.119800	         0.346630	         0.797150	         0.785150	         0.351170	
            21.80	         0.844280	         1.271000	         1.070100	         1.073800	         0.340380	         0.763260	         0.752190	         0.359990	
            21.90	         0.810730	         1.224700	         1.025400	         1.029600	         0.335400	         0.731100	         0.720960	         0.369520	
            22.00	         0.778880	         1.180300	         0.982580	         0.987190	         0.331680	         0.700650	         0.691400	         0.379730	
            22.10	         0.748700	         1.137600	         0.941570	         0.946580	         0.329170	         0.671870	         0.663500	         0.390610	
            22.20	         0.720170	         1.096800	         0.902370	         0.907720	         0.327850	         0.644740	         0.637220	         0.402130	
            22.30	         0.693250	         1.057800	         0.864950	         0.870580	         0.327680	         0.619210	         0.612520	         0.414270	
            22.40	         0.667900	         1.020500	         0.829280	         0.835130	         0.328650	         0.595260	         0.589380	         0.427010	
            22.50	         0.644100	         0.984980	         0.795320	         0.801330	         0.330710	         0.572850	         0.567760	         0.440320	
            22.60	         0.621820	         0.951100	         0.763040	         0.769160	         0.333840	         0.551960	         0.547640	         0.454180	
            22.70	         0.601020	         0.918860	         0.732410	         0.738580	         0.338020	         0.532540	         0.528970	         0.468580	
            22.80	         0.581670	         0.888250	         0.703390	         0.709560	         0.343200	         0.514570	         0.511730	         0.483480	
            22.90	         0.563740	         0.859220	         0.675960	         0.682070	         0.349370	         0.498020	         0.495880	         0.498870	
            23.00	         0.547200	         0.831750	         0.650080	         0.656070	         0.356480	         0.482860	         0.481400	         0.514720	
            23.10	         0.532010	         0.805790	         0.625720	         0.631550	         0.364520	         0.469050	         0.468250	         0.531010	
            23.20	         0.518140	         0.781330	         0.602850	         0.608450	         0.373460	         0.456550	         0.456390	         0.547730	
            23.30	         0.505560	         0.758320	         0.581430	         0.586760	         0.383250	         0.445350	         0.445810	         0.564850	
            23.40	         0.494250	         0.736740	         0.561430	         0.566440	         0.393890	         0.435400	         0.436450	         0.582350	
            23.50	         0.484160	         0.716540	         0.542830	         0.547450	         0.405330	         0.426670	         0.428300	         0.600200	
            23.60	         0.475270	         0.697720	         0.525580	         0.529780	         0.417550	         0.419140	         0.421320	         0.618400	
            23.70	         0.467540	         0.680210	         0.509660	         0.513380	         0.430520	         0.412770	         0.415490	         0.636910	
            23.80	         0.460950	         0.664010	         0.495040	         0.498230	         0.444210	         0.407530	         0.410760	         0.655720	
            23.90	         0.455460	         0.649070	         0.481680	         0.484290	         0.458600	         0.403390	         0.407100	         0.674800	
            24.00	         0.451050	         0.635370	         0.469550	         0.471530	         0.473660	         0.400310	         0.404500	         0.694140	
            24.10	         0.447670	         0.622870	         0.458620	         0.459930	         0.489350	         0.398270	         0.402910	         0.713720	
            24.20	         0.445300	         0.611540	         0.448860	         0.449450	         0.505660	         0.397240	         0.402300	         0.733520	
            24.30	         0.443920	         0.601350	         0.440230	         0.440060	         0.522550	         0.397180	         0.402650	         0.753520	
            24.40	         0.443480	         0.592270	         0.432710	         0.431730	         0.540000	         0.398070	         0.403930	         0.773700	
            24.50	         0.443960	         0.584270	         0.426270	         0.424430	         0.557980	         0.399880	         0.406090	         0.794040	
            24.60	         0.445340	         0.577320	         0.420870	         0.418130	         0.576470	         0.402560	         0.409130	         0.814520	
            24.70	         0.447570	         0.571380	         0.416490	         0.412800	         0.595440	         0.406100	         0.412990	         0.835130	
            24.80	         0.450630	         0.566430	         0.413090	         0.408420	         0.614860	         0.410470	         0.417660	         0.855840	
            24.90	         0.454500	         0.562440	         0.410640	         0.404950	         0.634710	         0.415640	         0.423110	         0.876650	
            25.00	         0.459140	         0.559380	         0.409120	         0.402360	         0.654960	         0.421570	         0.429310	         0.897530	
            25.10	         0.464520	         0.557210	         0.408490	         0.400630	         0.675590	         0.428240	         0.436220	         0.918460	
            25.20	         0.470620	         0.555920	         0.408730	         0.399720	         0.696570	         0.435620	         0.443820	         0.939430	
            25.30	         0.477400	         0.555460	         0.409800	         0.399610	         0.717880	         0.443680	         0.452090	         0.960430	
            25.40	         0.484850	         0.555820	         0.411680	         0.400270	         0.739500	         0.452390	         0.460990	         0.981430	
            25.50	         0.492930	         0.556950	         0.414340	         0.401670	         0.761390	         0.461730	         0.470500	         1.002400	
            25.60	         0.501610	         0.558850	         0.417750	         0.403790	         0.783550	         0.471670	         0.480580	         1.023400	
            25.70	         0.510870	         0.561470	         0.421880	         0.406590	         0.805940	         0.482180	         0.491220	         1.044300	
            25.80	         0.520690	         0.564780	         0.426710	         0.410060	         0.828540	         0.493240	         0.502390	         1.065200	
            25.90	         0.531030	         0.568770	         0.432200	         0.414160	         0.851330	         0.504810	         0.514050	         1.086000	
            26.00	         0.541860	         0.573410	         0.438340	         0.418860	         0.874290	         0.516880	         0.526190	         1.106700	
            26.10	         0.553180	         0.578660	         0.445080	         0.424150	         0.897390	         0.529410	         0.538780	         1.127300	
            26.20	         0.564940	         0.584500	         0.452420	         0.429990	         0.920620	         0.542390	         0.551790	         1.147800	
            26.30	         0.577120	         0.590910	         0.460310	         0.436370	         0.943950	         0.555780	         0.565200	         1.168200	
            26.40	         0.589700	         0.597860	         0.468740	         0.443250	         0.967360	         0.569560	         0.578980	         1.188400	
            26.50	         0.602660	         0.605320	         0.477680	         0.450610	         0.990840	         0.583710	         0.593120	         1.208500	
            26.60	         0.615970	         0.613270	         0.487100	         0.458430	         1.014400	         0.598200	         0.607570	         1.228400	
            26.70	         0.629600	         0.621680	         0.496980	         0.466680	         1.037900	         0.613010	         0.622340	         1.248200	
            26.80	         0.643540	         0.630540	         0.507290	         0.475340	         1.061400	         0.628120	         0.637380	         1.267700	
            26.90	         0.657760	         0.639800	         0.518020	         0.484390	         1.085000	         0.643500	         0.652670	         1.287100	
            27.00	         0.672240	         0.649470	         0.529130	         0.493800	         1.108500	         0.659130	         0.668200	         1.306200	
            27.10	         0.686950	         0.659500	         0.540600	         0.503550	         1.131900	         0.674980	         0.683950	         1.325100	
            27.20	         0.701880	         0.669870	         0.552420	         0.513620	         1.155300	         0.691050	         0.699880	         1.343800	
            27.30	         0.717000	         0.680570	         0.564550	         0.523990	         1.178600	         0.707300	         0.715980	         1.362200	
            27.40	         0.732300	         0.691570	         0.576980	         0.534630	         1.201700	         0.723710	         0.732230	         1.380400	
            27.50	         0.747750	         0.702850	         0.589680	         0.545530	         1.224800	         0.740270	         0.748610	         1.398300	
            27.60	         0.763330	         0.714380	         0.602640	         0.556660	         1.247700	         0.756950	         0.765100	         1.416000	
            27.70	         0.779020	         0.726150	         0.615820	         0.568000	         1.270500	         0.773730	         0.781680	         1.433400	
            27.80	         0.794800	         0.738140	         0.629210	         0.579530	         1.293100	         0.790600	         0.798330	         1.450400	
            27.90	         0.810660	         0.750320	         0.642800	         0.591240	         1.315500	         0.807530	         0.815020	         1.467200	
            28.00	         0.826570	         0.762670	         0.656550	         0.603110	         1.337800	         0.824500	         0.831750	         1.483700	
            28.10	         0.842520	         0.775190	         0.670450	         0.615110	         1.359800	         0.841510	         0.848490	         1.499800	
            28.20	         0.858490	         0.787830	         0.684480	         0.627220	         1.381600	         0.858520	         0.865230	         1.515600	
            28.30	         0.874460	         0.800600	         0.698630	         0.639440	         1.403100	         0.875530	         0.881950	         1.531100	
            28.40	         0.890420	         0.813460	         0.712860	         0.651740	         1.424400	         0.892510	         0.898630	         1.546300	
            28.50	         0.906340	         0.826410	         0.727180	         0.664100	         1.445400	         0.909450	         0.915260	         1.561100	
            28.60	         0.922210	         0.839420	         0.741540	         0.676520	         1.466200	         0.926330	         0.931820	         1.575600	
            28.70	         0.938030	         0.852470	         0.755950	         0.688960	         1.486600	         0.943130	         0.948290	         1.589700	
            28.80	         0.953760	         0.865560	         0.770390	         0.701420	         1.506800	         0.959850	         0.964660	         1.603400	
            28.90	         0.969400	         0.878650	         0.784820	         0.713880	         1.526600	         0.976470	         0.980920	         1.616800	
            29.00	         0.984920	         0.891740	         0.799250	         0.726320	         1.546200	         0.992960	         0.997040	         1.629800	
            29.10	         1.000300	         0.904820	         0.813660	         0.738730	         1.565400	         1.009300	         1.013000	         1.642500	
            29.20	         1.015600	         0.917860	         0.828020	         0.751100	         1.584200	         1.025500	         1.028800	         1.654700	
            29.30	         1.030700	         0.930850	         0.842330	         0.763410	         1.602700	         1.041600	         1.044500	         1.666600	
            29.40	         1.045700	         0.943780	         0.856560	         0.775650	         1.620800	         1.057500	         1.060000	         1.678000	
            29.50	         1.060500	         0.956630	         0.870720	         0.787800	         1.638600	         1.073200	         1.075200	         1.689100	
            29.60	         1.075000	         0.969380	         0.884770	         0.799860	         1.656000	         1.088700	         1.090300	         1.699800	
            29.70	         1.089400	         0.982040	         0.898720	         0.811800	         1.673000	         1.103900	         1.105200	         1.710100	
            29.80	         1.103600	         0.994570	         0.912540	         0.823620	         1.689600	         1.119000	         1.119800	         1.719900	
            29.90	         1.117600	         1.007000	         0.926220	         0.835310	         1.705800	         1.133800	         1.134200	         1.729400	
            30.00	         1.131300	         1.019200	         0.939760	         0.846840	         1.721600	         1.148400	         1.148300	         1.738500	
            30.10	         1.144800	         1.031400	         0.953130	         0.858220	         1.736900	         1.162700	         1.162100	         1.747100	
            30.20	         1.158000	         1.043300	         0.966330	         0.869440	         1.751900	         1.176800	         1.175700	         1.755300	
            30.30	         1.171000	         1.055100	         0.979350	         0.880470	         1.766400	         1.190600	         1.189000	         1.763200	
            30.40	         1.183700	         1.066600	         0.992170	         0.891320	         1.780500	         1.204100	         1.202100	         1.770600	
            30.50	         1.196100	         1.078000	         1.004800	         0.901970	         1.794100	         1.217300	         1.214800	         1.777600	
            30.60	         1.208200	         1.089200	         1.017200	         0.912410	         1.807300	         1.230200	         1.227200	         1.784100	
            30.70	         1.220000	         1.100200	         1.029400	         0.922640	         1.820000	         1.242900	         1.239300	         1.790300	
            30.80	         1.231600	         1.110900	         1.041300	         0.932640	         1.832300	         1.255100	         1.251100	         1.796000	
            30.90	         1.242800	         1.121400	         1.053000	         0.942410	         1.844200	         1.267100	         1.262500	         1.801300	
            31.00	         1.253700	         1.131600	         1.064500	         0.951950	         1.855500	         1.278800	         1.273600	         1.806200	
            31.10	         1.264200	         1.141600	         1.075700	         0.961230	         1.866400	         1.290100	         1.284400	         1.810700	
            31.20	         1.274500	         1.151400	         1.086600	         0.970260	         1.876900	         1.301000	         1.294800	         1.814800	
            31.30	         1.284400	         1.160900	         1.097300	         0.979030	         1.886800	         1.311600	         1.304900	         1.818400	
            31.40	         1.293900	         1.170100	         1.107700	         0.987540	         1.896300	         1.321900	         1.314600	         1.821600	
            31.50	         1.303100	         1.179000	         1.117800	         0.995770	         1.905300	         1.331800	         1.324000	         1.824400	
            31.60	         1.312000	         1.187600	         1.127600	         1.003700	         1.913900	         1.341300	         1.332900	         1.826800	
            31.70	         1.320500	         1.196000	         1.137100	         1.011400	         1.921900	         1.350500	         1.341600	         1.828800	
            31.80	         1.328600	         1.204000	         1.146300	         1.018800	         1.929500	         1.359300	         1.349800	         1.830400	
            31.90	         1.336400	         1.211800	         1.155100	         1.025900	         1.936600	         1.367700	         1.357700	         1.831500	
            32.00	         1.343800	         1.219200	         1.163700	         1.032700	         1.943200	         1.375700	         1.365100	         1.832300	
            32.10	         1.350800	         1.226400	         1.172000	         1.039100	         1.949300	         1.383300	         1.372200	         1.832700	
            32.20	         1.357400	         1.233200	         1.179900	         1.045300	         1.954900	         1.390600	         1.378900	         1.832600	
            32.30	         1.363700	         1.239700	         1.187500	         1.051200	         1.960100	         1.397500	         1.385200	         1.832200	
            32.40	         1.369600	         1.245800	         1.194700	         1.056800	         1.964800	         1.403900	         1.391100	         1.831300	
            32.50	         1.375100	         1.251700	         1.201700	         1.062000	         1.969000	         1.410000	         1.396600	         1.830100	
            32.60	         1.380200	         1.257200	         1.208300	         1.066900	         1.972700	         1.415700	         1.401800	         1.828500	
            32.70	         1.385000	         1.262300	         1.214500	         1.071600	         1.975900	         1.421000	         1.406500	         1.826500	
            32.80	         1.389300	         1.267200	         1.220400	         1.075800	         1.978700	         1.425900	         1.410800	         1.824100	
            32.90	         1.393300	         1.271700	         1.226000	         1.079800	         1.981000	         1.430400	         1.414700	         1.821300	
            33.00	         1.396900	         1.275800	         1.231200	         1.083500	         1.982800	         1.434500	         1.418300	         1.818100	
            33.10	         1.400100	         1.279600	         1.236000	         1.086800	         1.984100	         1.438200	         1.421400	         1.814600	
            33.20	         1.402900	         1.283100	         1.240500	         1.089800	         1.985000	         1.441400	         1.424100	         1.810700	
            33.30	         1.405300	         1.286200	         1.244700	         1.092400	         1.985400	         1.444300	         1.426500	         1.806500	
            33.40	         1.407300	         1.289000	         1.248500	         1.094800	         1.985300	         1.446800	         1.428400	         1.801900	
            33.50	         1.409000	         1.291400	         1.251900	         1.096800	         1.984800	         1.448900	         1.429900	         1.796900	
            33.60	         1.410200	         1.293500	         1.255000	         1.098400	         1.983800	         1.450600	         1.431100	         1.791600	
            33.70	         1.411100	         1.295300	         1.257800	         1.099800	         1.982400	         1.451900	         1.431800	         1.785900	
            33.80	         1.411600	         1.296700	         1.260100	         1.100800	         1.980500	         1.452800	         1.432200	         1.779900	
            33.90	         1.411700	         1.297700	         1.262200	         1.101500	         1.978100	         1.453300	         1.432100	         1.773600	
            34.00	         1.411400	         1.298400	         1.263800	         1.101900	         1.975400	         1.453400	         1.431700	         1.766900	
            34.10	         1.410700	         1.298800	         1.265200	         1.102000	         1.972100	         1.453100	         1.430900	         1.759900	
            34.20	         1.409700	         1.298800	         1.266100	         1.101700	         1.968500	         1.452500	         1.429700	         1.752600	
