#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
   Angel	  Ex=1.950(2d5/2)AK  Ex=1.950(2d5/2)QV  Ex=1.950(2d5/2)AM  Ex=1.950(2d5/2)AG  Ex=1.950(2d5/2)AP  Ex=1.950(2d5/2)HK  Ex=1.950(2d5/2)HV  Ex=1.950(2d5/2)HM  Ex=1.950(2d5/2)HG  Ex=1.950(2d5/2)HP  Ex=1.950(2d5/2)BK  Ex=1.950(2d5/2)BV  Ex=1.950(2d5/2)BM  Ex=1.950(2d5/2)BG  Ex=1.950(2d5/2)BP  Ex=1.950(2d5/2)DK  Ex=1.950(2d5/2)DV  Ex=1.950(2d5/2)DM  Ex=1.950(2d5/2)DG  Ex=1.950(2d5/2)DP  Ex=1.950(2d5/2)LK  Ex=1.950(2d5/2)LV  Ex=1.950(2d5/2)LM  Ex=1.950(2d5/2)LG  Ex=1.950(2d5/2)LP  Ex=1.950(2d5/2)QK  Ex=1.950(2d5/2)QV  Ex=1.950(2d5/2)QM  Ex=1.950(2d5/2)QG  Ex=1.950(2d5/2)QP
   5.500	           2.648100           1.213300           1.405800           8.981200           3.552000           3.493900           2.762800           1.734900          12.646000           4.813900           2.237000           1.800600           1.443500           7.236000           2.905300           2.283100           1.718900           1.256800           7.570200           3.032300           0.990810           0.801810           0.421120           6.834900           1.632800           1.531300           1.213300           0.862910           6.929100           2.185900
   6.000	           2.721600           1.279200           1.480500           9.093600           3.633600           3.578200           2.850400           1.823700          12.756000           4.904500           2.298800           1.869100           1.515800           7.334500           2.972000           2.351000           1.788800           1.324500           7.679300           3.108700           1.054000           0.867890           0.487170           6.926400           1.703700           1.594200           1.279200           0.931920           7.016300           2.253600
   6.500	           2.798400           1.349800           1.559900           9.211200           3.718600           3.666400           2.943000           1.918100          12.870000           4.999300           2.363400           1.941400           1.592400           7.437800           3.041500           2.422100           1.862700           1.396400           7.793800           3.188300           1.122200           0.939720           0.559310           7.025000           1.779700           1.661100           1.349800           1.006100           7.108900           2.325500
   7.000	           2.877500           1.424800           1.643300           9.332900           3.805900           3.757500           3.039600           2.017400          12.987000           5.096300           2.430200           2.016900           1.672900           7.543200           3.112700           2.495400           1.939700           1.471900           7.912700           3.270200           1.195000           1.017100           0.637390           7.128700           1.860500           1.731400           1.424800           1.085100           7.206100           2.400200
   7.500	           2.958100           1.503500           1.730000           9.457100           3.894400           3.850600           3.139400           2.120900          13.107000           5.195000           2.498100           2.094800           1.756600           7.650800           3.184800           2.570200           2.019300           1.550500           8.034600           3.353200           1.271900           1.099700           0.721200           7.238000           1.945400           1.804600           1.503500           1.168500           7.307000           2.477800
   8.000	           3.039200           1.585500           1.819200           9.582400           3.983000           3.944400           3.241500           2.227600          13.226000           5.294000           2.566500           2.174300           1.842900           7.758700           3.256800           2.645300           2.100500           1.631500           8.157900           3.436400           1.352500           1.187000           0.810480           7.351700           2.033900           1.879900           1.585500           1.255700           7.410500           2.557200
   8.500	           3.119500           1.670100           1.910200           9.707000           4.070300           4.037900           3.344700           2.336700          13.345000           5.391900           2.634500           2.254700           1.931000           7.865300           3.327600           2.719800           2.182400           1.714000           8.281300           3.518400           1.436200           1.278800           0.904880           7.468500           2.125200           1.956700           1.670100           1.346300           7.515500           2.637500
   9.000	           3.198100           1.756600           2.002000           9.829100           4.155200           4.129800           3.448000           2.447300          13.460000           5.487200           2.701200           2.335100           2.020300           7.969200           3.396300           2.792700           2.264100           1.797400           8.402900           3.598200           1.522500           1.374500           1.004000           7.587400           2.218700           2.034200           1.756600           1.439700           7.620700           2.718000
   9.500	           3.273800           1.844500           2.094000           9.947000           4.236200           4.219000           3.550300           2.558500          13.569000           5.578700           2.765700           2.414700           2.110000           8.068700           3.462000           2.862900           2.344600           1.880800           8.521000           3.674400           1.610800           1.473600           1.107600           7.707300           2.313500           2.111800           1.844500           1.535300           7.724800           2.797700
  10.000	           3.345600           1.933000           2.185200          10.059000           4.312200           4.304200           3.650500           2.669400          13.672000           5.665000           2.827400           2.492800           2.199400           8.162200           3.523500           2.929400           2.423100           1.963500           8.634000           3.745900           1.700400           1.575500           1.215100           7.826800           2.409100           2.188600           1.933000           1.632600           7.826500           2.875800
  10.500	           3.412500           2.021600           2.274800          10.163000           4.382000           4.384400           3.747500           2.779100          13.765000           5.744700           2.885400           2.568700           2.287900           8.248300           3.580200           2.991300           2.498600           2.044800           8.740000           3.811600           1.790900           1.679800           1.326100           7.944500           2.504500           2.264000           2.021600           1.731100           7.924400           2.951400
  11.000	           3.473500           2.109600           2.362300          10.257000           4.444500           4.458500           3.840500           2.886800          13.847000           5.816700           2.939200           2.641700           2.375100           8.325400           3.631200           3.047700           2.570400           2.124000           8.837400           3.870400           1.881700           1.785900           1.440400           8.059300           2.599200           2.337500           2.109600           1.830300           8.017200           3.024000
  11.500	           3.527900           2.196700           2.446900          10.340000           4.498800           4.525700           3.928600           2.991800          13.916000           5.879900           2.988300           2.711300           2.460300           8.392300           3.676000           3.097800           2.637700           2.200500           8.924500           3.921500           1.972300           1.893400           1.557400           8.169800           2.692600           2.408600           2.196700           1.929800           8.103600           3.092800
  12.000	           3.575100           2.282400           2.528100          10.410000           4.544000           4.585100           4.010900           3.093500          13.970000           5.933300           3.032400           2.777200           2.543400           8.447600           3.714100           3.141100           2.700000           2.273900           8.999800           3.964000           2.062400           2.001800           1.677100           8.274700           2.784000           2.476800           2.282400           2.029300           8.182400           3.157400
  12.500	           3.614500           2.366500           2.605500          10.465000           4.579500           4.636300           4.086900           3.191300          14.009000           5.976300           3.071200           2.839100           2.624100           8.490300           3.745200           3.177200           2.756700           2.343800           9.061900           3.997500           2.151700           2.111000           1.799000           8.372800           2.873200           2.542000           2.366500           2.128700           8.252500           3.217300
  13.000	           3.645900           2.448800           2.679000          10.505000           4.605000           4.678700           4.156100           3.284900          14.029000           6.008300           3.104900           2.896900           2.702300           8.519700           3.769400           3.205700           2.807700           2.410100           9.109600           4.021500           2.240100           2.220700           1.923100           8.463200           2.959700           2.604100           2.448800           2.227800           8.312900           3.272400
  13.500	           3.669300           2.529300           2.748300          10.528000           4.620200           4.712300           4.218300           3.374100          14.031000           6.028900           3.133800           2.950900           2.778200           8.535100           3.786700           3.226800           2.852800           2.472700           9.142000           4.035900           2.327500           2.330700           2.049400           8.544800           3.043600           2.663100           2.529300           2.326800           8.362900           3.322800
  14.000	           3.684700           2.608300           2.813700          10.533000           4.625300           4.737000           4.273400           3.458900          14.013000           6.038100           3.158100           3.001200           2.852100           8.536000           3.797600           3.240400           2.892100           2.531700           9.158200           4.040800           2.414100           2.441100           2.177800           8.616900           3.124800           2.719400           2.608300           2.425800           8.401900           3.368500
  14.500	           3.692700           2.686000           2.875300          10.521000           4.620400           4.753200           4.321400           3.539400          13.975000           6.036100           3.178600           3.048500           2.924300           8.522400           3.802700           3.247200           2.925800           2.587400           9.157600           4.036500           2.500200           2.552100           2.308500           8.678800           3.203400           2.773400           2.686000           2.525100           8.429400           3.410000
  15.000	           3.693600           2.762900           2.933500          10.490000           4.606200           4.761300           4.362800           3.615900          13.916000           6.023800           3.196200           3.093200           2.995400           8.495000           3.802800           3.247500           2.954500           2.640200           9.140100           4.023500           2.586000           2.663800           2.441700           8.730800           3.279800           2.825600           2.762900           2.625200           8.445200           3.448100
  15.500	           3.688500           2.839600           2.988800          10.440000           4.583300           4.762000           4.398000           3.688700          13.836000           6.000500           3.211700           3.136200           3.066100           8.452400           3.798900           3.242400           2.978700           2.690800           9.105600           4.002700           2.672200           2.776500           2.577600           8.770500           3.354300           2.876800           2.839600           2.726600           8.449400           3.482600
  16.000	           3.678200           2.916800           3.042000          10.373000           4.552900           4.756100           4.427600           3.758500          13.735000           5.968400           3.226400           3.178500           3.137100           8.397100           3.792300           3.232800           2.999300           2.739800           9.054400           3.975000           2.759300           2.890600           2.716600           8.800000           3.427700           2.928100           2.916800           2.829900           8.442100           3.515500
  16.500	           3.663900           2.995300           3.093800          10.288000           4.516100           4.744800           4.452600           3.825800          13.614000           5.928100           3.241700           3.221200           3.209400           8.329200           3.784400           3.219800           3.017200           2.788000           8.986900           3.941700           2.848100           3.006700           2.858900           8.818500           3.500500           2.980300           2.995300           2.935800           8.423700           3.547400
  17.000	           3.647000           3.076000           3.145100          10.187000           4.474300           4.729400           4.473800           3.891500          13.474000           5.881100           3.258800           3.265300           3.283800           8.249900           3.776600           3.204800           3.033500           2.836300           8.903900           3.904200           2.939200           3.125100           3.005000           8.826400           3.573600           3.034600           3.076000           3.045000           8.394900           3.579600
  17.500	           3.628800           3.159800           3.196800          10.070000           4.429000           4.711000           4.492200           3.956300          13.314000           5.828700           3.279300           3.312200           3.361300           8.160500           3.770500           3.189300           3.049400           2.885800           8.806400           3.863900           3.033400           3.246500           3.155100           8.824000           3.647600           3.092200           3.159800           3.158200           8.356500           3.613100
  18.000	           3.611000           3.247700           3.249900           9.938000           4.381900           4.691300           4.509100           4.021100          13.138000           5.772500           3.304800           3.363000           3.442900           8.062400           3.767900           3.174700           3.066000           2.937200           8.695500           3.822500           3.131500           3.371200           3.309500           8.811900           3.723600           3.154300           3.247700           3.276300           8.309300           3.649500
  18.500	           3.595100           3.340700           3.305300           9.793400           4.334700           4.671700           4.525600           4.086700          12.946000           5.714400           3.336600           3.418900           3.529500           7.957400           3.770500           3.162600           3.084700           2.991800           8.572600           3.781800           3.234400           3.499900           3.468600           8.790600           3.802300           3.222200           3.340700           3.399800           8.254500           3.690200
  19.000	           3.582600           3.439600           3.363900           9.637400           4.289200           4.653900           4.542900           4.154000          12.740000           5.655900           3.376300           3.481200           3.622000           7.847000           3.779800           3.154600           3.106700           3.050300           8.439400           3.743400           3.342600           3.632800           3.632300           8.761000           3.884500           3.296900           3.439600           3.529400           8.193300           3.736300
  19.500	           3.575200           3.545300           3.426700           9.471800           4.247200           4.639200           4.562300           4.223800          12.521000           5.598800           3.425300           3.551000           3.721000           7.733100           3.797600           3.152300           3.133300           3.113700           8.297400           3.709200           3.456800           3.770400           3.800800           8.724000           3.971200           3.379700           3.545300           3.665600           8.126900           3.789300
  20.000	           3.574300           3.658500           3.494400           9.298500           4.210400           4.629300           4.584800           4.296800          12.292000           5.545100           3.484900           3.629300           3.827400           7.617700           3.825300           3.157200           3.165600           3.182800           8.148400           3.680900           3.577500           3.912900           3.974000           8.680300           4.062900           3.471600           3.658500           3.808800           8.056700           3.850300
  20.500	           3.581500           3.779800           3.567700           9.119600           4.180600           4.625700           4.611700           4.373600          12.054000           5.496400           3.556200           3.716900           3.941400           7.502500           3.864500           3.170800           3.204900           3.258300           7.994400           3.660200           3.705100           4.060300           4.151600           8.631000           4.160300           3.573500           3.779800           3.959300           7.984200           3.920600
  21.000	           3.598100           3.909800           3.647300           8.937000           4.159300           4.629600           4.643900           4.454800          11.811000           5.454400           3.640300           3.814700           4.063600           7.389600           3.916300           3.194200           3.252000           3.340800           7.837400           3.648700           3.840000           4.212800           4.333300           8.577200           4.263800           3.686200           3.909800           4.117200           7.910700           4.001200
  21.500	           3.625300           4.048900           3.733600           8.753000           4.148300           4.642500           4.682300           4.540900          11.564000           5.420800           3.737900           3.923200           4.194200           7.280800           3.982000           3.228900           3.307900           3.430800           7.679300           3.647900           3.982200           4.370100           4.518700           8.519700           4.373900           3.810300           4.048900           4.282500           7.837900           4.093000
  22.000	           3.664100           4.197100           3.826900           8.569700           4.148700           4.665300           4.727900           4.632200          11.316000           5.397000           3.849700           4.042900           4.333100           7.178000           4.062400           3.275700           3.373400           3.528600           7.522200           3.659200           4.131600           4.532000           4.707100           8.459800           4.490800           3.946400           4.197100           4.455100           7.767100           4.196800
  22.500	           3.715500           4.354700           3.927400           8.389300           4.162000           4.699200           4.781200           4.728800          11.068000           5.384400           3.976200           4.174000           4.480200           7.083000           4.158300           3.335600           3.449000           3.634300           7.368100           3.683700           4.288200           4.698100           4.897600           8.398300           4.614600           4.094600           4.354700           4.634500           7.699900           4.313200
  23.000	           3.780300           4.521600           4.035200           8.213900           4.189100           4.744900           4.843000           4.830800          10.825000           5.384400           4.117500           4.316500           4.635300           6.997700           4.270300           3.409400           3.535300           3.748000           7.219100           3.722500           4.451400           4.867900           5.089600           8.336500           4.745200           4.255100           4.521600           4.820400           7.637700           4.442600
  23.500	           3.859000           4.697400           4.150300           8.045700           4.231100           4.803300           4.913700           4.938300          10.587000           5.397900           4.273700           4.470400           4.797900           6.923500           4.398700           3.497400           3.632500           3.869600           7.077200           3.776600           4.621000           5.040700           5.282000           8.275100           4.882600           4.427900           4.697400           5.012200           7.582000           4.585200
  24.000	           3.952000           4.882000           4.272300           7.886900           4.288700           4.874900           4.993600           5.051200          10.358000           5.426100           4.444600           4.635400           4.967500           6.862300           4.543500           3.600200           3.741000           3.998900           6.944500           3.846600           4.796300           5.215900           5.473800           8.215800           5.026300           4.612800           4.882000           5.209100           7.534300           4.741300
  24.500	           4.059700           5.074800           4.401200           7.739600           4.362500           4.960100           5.083100           5.169200          10.139000           5.469600           4.629900           4.811100           5.143300           6.815400           4.704900           3.718000           3.860700           4.135500           6.822900           3.933000           4.976600           5.392700           5.663900           8.159100           5.176000           4.809500           5.074800           5.410300           7.495900           4.910800
  25.000	           4.182000           5.275200           4.536400           7.605700           4.453000           5.059100           5.182200           5.292100           9.934300           5.529100           4.829000           4.997000           5.324700           6.784400           4.882400           3.850800           3.991600           4.279100           6.714300           4.036300           5.161000           5.570200           5.851300           8.106300           5.331300           5.017400           5.275200           5.615100           7.468300           5.093400
  25.500	           4.319000           5.482700           4.677600           7.487500           4.560400           5.172300           5.291200           5.419700           9.745200           5.605300           5.041400           5.192500           5.510800           6.770500           5.075800           3.998500           4.133500           4.429200           6.620700           4.156800           5.348900           5.747700           6.034800           8.058600           5.491500           5.236100           5.482700           5.822600           7.452800           5.289000
  26.000	           4.470500           5.696600           4.824300           7.386700           4.684900           5.299600           5.410100           5.551600           9.574300           5.698400           5.266200           5.396800           5.700800           6.775000           5.284500           4.160900           4.286200           4.585200           6.543900           4.294400           5.539300           5.924200           6.213500           8.017000           5.656300           5.464800           5.696600           6.031800           7.450800           5.497100
  26.500	           4.636300           5.916200           4.976000           7.305300           4.826400           5.441000           5.538700           5.687500           9.423800           5.808800           5.502600           5.609300           5.893700           6.799100           5.507900           4.337600           4.449500           4.746700           6.485700           4.449100           5.731300           6.099100           6.386300           7.982700           5.824800           5.702800           5.916200           6.241800           7.463600           5.717300
  27.000	           4.815900           6.140900           5.132300           7.245100           4.985000           5.596400           5.677100           5.827200           9.296200           5.936600           5.749700           5.829000           6.088900           6.844000           5.745100           4.528400           4.622800           4.913000           6.447800           4.620800           5.924100           6.271500           6.552600           7.956900           5.996500           5.949300           6.140900           6.452000           7.492700           5.949000
  27.500	           5.008800           6.369900           5.292600           7.207900           5.160200           5.765500           5.825200           5.970300           9.193500           6.082000           6.006300           6.055200           6.285300           6.910500           5.995200           4.732600           4.805900           5.083600           6.431900           4.809100           6.116900           6.440800           6.711400           7.940800           6.170800           6.203600           6.369900           6.661400           7.539300           6.191600
  28.000	           5.214700           6.602600           5.456500           7.195300           5.351900           5.948200           5.982800           6.116700           9.117800           6.244800           6.271500           6.287100           6.482300           6.999600           6.257500           4.949600           4.998200           5.258000           6.439400           5.013700           6.308900           6.606500           6.862300           7.935500           6.347200           6.464800           6.602600           6.869400           7.604600           6.444500
  28.500	           5.432800           6.838400           5.623600           7.208800           5.559500           6.144000           6.149900           6.266200           9.071000           6.424900           6.544200           6.523800           6.679200           7.112100           6.530800           5.178800           5.199400           5.435600           6.472000           5.234000           6.499400           6.768000           7.004800           7.942300           6.525100           6.732000           6.838400           7.075400           7.689900           6.706800
  29.000	           5.662500           7.076800           5.793500           7.249800           5.782600           6.352700           6.326300           6.418600           9.055200           6.622100           6.823300           6.764600           6.875300           7.248800           6.814200           5.419600           5.409000           5.616200           6.530800           5.469600           6.687800           6.925100           7.138600           7.962700           6.704100           7.004700           7.076800           7.278900           7.796400           6.978400
  29.500	           5.903100           7.317200           5.966000           7.319600           6.020500           6.573800           6.512000           6.574000           9.071900           6.836100           7.107800           7.008700           7.070200           7.410200           7.106600           5.671200           5.626400           5.799200           6.617200           5.719700           6.873600           7.077600           7.263700           7.997200           6.883700           7.281800           7.317200           7.479700           7.925200           7.257800
  30.000	           6.154000           7.559400           6.140800           7.419300           6.272500           6.806800           6.706700           6.732300           9.122600           7.066400           7.396700           7.255500           7.263400           7.596700           7.406900           5.932700           5.851300           5.984400           6.732200           5.983600           7.056400           7.225400           7.380200           8.047500           7.063700           7.562900           7.559400           7.677300           8.077300           7.544900
  30.500	           6.414300           7.802900           6.317600           7.549900           6.538000           7.051200           6.910300           6.893600           9.208700           7.312500           7.688900           7.504300           7.454500           7.808800           7.714100           6.203500           6.083100           6.171400           6.876700           6.260500           7.236000           7.368500           7.488300           8.114500           7.243700           7.847100           7.802900           7.871800           8.253700           7.838800
  31.000	           6.683300           8.047500           6.496300           7.711900           6.816000           7.306600           7.122800           7.057900           9.331200           7.574000           7.983400           7.754600           7.643500           8.046600           8.027000           6.482600           6.321500           6.360100           7.051400           6.549500           7.412100           7.507200           7.588400           8.199400           7.423700           8.133800           8.047500           8.063100           8.455200           8.138900
  31.500	           6.960200           8.292900           6.676800           7.906100           7.105700           7.572200           7.343800           7.225500           9.491100           7.849900           8.279400           8.005800           7.830000           8.310200           8.344600           6.769300           6.565800           6.550300           7.256800           6.849800           7.584700           7.641700           7.681100           8.302900           7.603300           8.422500           8.292900           8.251200           8.682400           8.444100
  32.000	           7.244100           8.539000           6.859000           8.132500           7.406000           7.847400           7.573200           7.396300           9.688500           8.139900           8.575900           8.257400           8.014000           8.599300           8.665700           7.062600           6.815700           6.741800           7.493200           7.160200           7.753700           7.772400           7.767100           8.426100           7.782700           8.712600           8.539000           8.436500           8.935800           8.754800
  32.500	           7.534100           8.785700           7.042900           8.391200           7.716000           8.131700           7.810700           7.570700           9.924100           8.442600           8.872000           8.508900           8.195500           8.913700           8.989400           7.361700           7.070700           6.934400           7.760700           7.479800           7.919200           7.899800           7.847200           8.569500           7.961600           9.003500           8.785700           8.619000           9.215900           9.069200
  33.000	           7.829300           9.032800           7.228300           8.682000           8.034500           8.424000           8.056000           7.748600          10.198000           8.757400           9.166900           8.759900           8.374500           9.252800           9.314500           7.665400           7.330100           7.128200           8.059000           7.807400           8.081500           8.024400           7.922200           8.733600           8.140200           9.294700           9.032800           8.799000           9.522600           9.387000
  33.500	           8.128700           9.280300           7.415200           9.004200           8.360200           8.723700           8.308800           7.930300          10.509000           9.083000           9.459700           9.010000           8.550900           9.615600           9.639900           7.973000           7.593500           7.322900           8.387500           8.141700           8.240600           8.146700           7.993100           8.918800           8.318400           9.585700           9.280300           8.977000           9.855800           9.707500
  34.000	           8.431300           9.528100           7.603400           9.357000           8.692000           9.029800           8.568400           8.115600          10.857000           9.418200           9.749700           9.258700           8.725000          10.001000           9.964400           8.283300           7.860200           7.518400           8.745600           8.481500           8.396800           8.267500           8.060900           9.125100           8.496300           9.876100           9.528100           9.153200          10.215000          10.030000
  34.500	           8.736000           9.776000           7.792800           9.739200           9.028400           9.341400           8.834500           8.304600          11.240000           9.761800          10.036000           9.505500           8.896600          10.409000          10.287000           8.595300           8.129500           7.714600           9.132000           8.825500           8.550400           8.387200           8.126500           9.352500           8.674000          10.165000           9.776000           9.328000          10.600000          10.353000
