#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.950) ELAB= 14.780
   Angel	  Ex=1.950(2d5/2)AK  Ex=1.950(2d5/2)QV  Ex=1.950(2d5/2)AM  Ex=1.950(2d5/2)AG  Ex=1.950(2d5/2)AP  Ex=1.950(2d5/2)HK  Ex=1.950(2d5/2)HV  Ex=1.950(2d5/2)HM  Ex=1.950(2d5/2)HG  Ex=1.950(2d5/2)HP  Ex=1.950(2d5/2)BK  Ex=1.950(2d5/2)BV  Ex=1.950(2d5/2)BM  Ex=1.950(2d5/2)BG  Ex=1.950(2d5/2)BP  Ex=1.950(2d5/2)DK  Ex=1.950(2d5/2)DV  Ex=1.950(2d5/2)DM  Ex=1.950(2d5/2)DG  Ex=1.950(2d5/2)DP  Ex=1.950(2d5/2)LK  Ex=1.950(2d5/2)LV  Ex=1.950(2d5/2)LM  Ex=1.950(2d5/2)LG  Ex=1.950(2d5/2)LP  Ex=1.950(2d5/2)QK  Ex=1.950(2d5/2)QV  Ex=1.950(2d5/2)QM  Ex=1.950(2d5/2)QG  Ex=1.950(2d5/2)QP
  35.000	           9.041700          10.024000           7.983200          10.149000           9.368100           9.657200           9.106300           8.497200          11.658000          10.112000          10.318000           9.750100           9.065900          10.836000          10.607000           8.907900           8.400800           7.911100           9.545500           9.172200           8.701600           8.506400           8.190900           9.600700           8.851300          10.453000          10.024000           9.501700          11.009000          10.677000
  35.500	           9.347300          10.271000           8.174300          10.586000           9.709500           9.976300           9.383000           8.693100          12.108000          10.468000          10.594000           9.991900           9.232700          11.282000          10.922000           9.219800           8.673300           8.107800           9.984300           9.520200           8.850700           8.625700           8.255000           9.869100           9.028300          10.738000          10.271000           9.674400          11.442000          11.000000
  36.000	           9.651600          10.519000           8.365700          11.046000          10.051000          10.297000           9.663900           8.892100          12.589000          10.828000          10.865000          10.230000           9.397100          11.744000          11.232000           9.530000           8.946000           8.304300          10.446000           9.868000           8.997900           8.745600           8.319600          10.157000           9.204900          11.020000          10.519000           9.846500          11.897000          11.322000
  36.500	           9.953200          10.765000           8.557100          11.528000          10.391000          10.619000           9.947900           9.093700          13.097000          11.190000          11.128000          10.465000           9.559000          12.221000          11.536000           9.837300           9.218300           8.500200          10.930000          10.214000           9.143400           8.866600           8.385600          10.463000           9.381100          11.299000          10.765000          10.018000          12.372000          11.641000
  37.000	          10.251000          11.010000           8.748000          12.029000          10.728000          10.940000          10.234000           9.297500          13.630000          11.552000          11.385000          10.696000           9.718100          12.709000          11.833000          10.140000           9.489000           8.695000          11.432000          10.556000           9.287500           8.988800           8.453500          10.786000           9.556700          11.574000          11.010000          10.189000          12.866000          11.957000
  37.500	          10.544000          11.254000           8.937800          12.546000          11.061000          11.259000          10.521000           9.502700          14.184000          11.913000          11.632000          10.921000           9.874300          13.207000          12.120000          10.438000           9.757200           8.888300          11.949000          10.894000           9.430200           9.112800           8.524100          11.125000           9.731600          11.844000          11.254000          10.359000          13.375000          12.269000
  38.000	          10.830000          11.495000           9.125800          13.076000          11.387000          11.574000          10.808000           9.708700          14.757000          12.271000          11.870000          11.141000          10.027000          13.711000          12.398000          10.729000          10.022000           9.079400          12.480000          11.225000           9.571600           9.238500           8.597700          11.477000           9.905600          12.109000          11.495000          10.529000          13.898000          12.575000
  38.500	          11.109000          11.734000           9.311400          13.617000          11.706000          11.884000          11.093000           9.914600          15.345000          12.623000          12.099000          11.354000          10.177000          14.219000          12.665000          11.011000          10.282000           9.267700          13.020000          11.548000           9.711800           9.366200           8.674600          11.842000          10.078000          12.368000          11.734000          10.698000          14.431000          12.875000
  39.000	          11.379000          11.970000           9.493900          14.163000          12.015000          12.188000          11.376000          10.120000          15.944000          12.969000          12.317000          11.560000          10.322000          14.728000          12.921000          11.285000          10.536000           9.452500          13.567000          11.861000           9.850700           9.495800           8.755200          12.216000          10.250000          12.619000          11.970000          10.866000          14.973000          13.168000
  39.500	          11.638000          12.201000           9.672500          14.712000          12.312000          12.484000          11.654000          10.323000          16.549000          13.306000          12.523000          11.759000          10.463000          15.234000          13.164000          11.549000          10.784000           9.633200          14.117000          12.163000           9.988400           9.627200           8.839400          12.598000          10.419000          12.864000          12.201000          11.032000          15.519000          13.452000
  40.000	          11.887000          12.428000           9.846300          15.261000          12.598000          12.770000          11.926000          10.523000          17.158000          13.632000          12.718000          11.949000          10.599000          15.736000          13.393000          11.800000          11.024000           9.808800          14.667000          12.453000          10.125000           9.760300           8.927300          12.985000          10.586000          13.100000          12.428000          11.196000          16.068000          13.727000
  40.500	          12.123000          12.650000          10.015000          15.805000          12.869000          13.046000          12.191000          10.719000          17.766000          13.946000          12.900000          12.131000          10.729000          16.229000          13.607000          12.040000          11.255000           9.978700          15.212000          12.728000          10.259000           9.894900           9.018700          13.374000          10.751000          13.327000          12.650000          11.357000          16.615000          13.991000
  41.000	          12.346000          12.865000          10.176000          16.342000          13.126000          13.309000          12.449000          10.910000          18.368000          14.247000          13.068000          12.302000          10.853000          16.710000          13.807000          12.266000          11.476000          10.142000          15.751000          12.989000          10.393000          10.031000           9.113400          13.765000          10.913000          13.545000          12.865000          11.516000          17.157000          14.245000
  41.500	          12.554000          13.074000          10.331000          16.867000          13.366000          13.560000          12.696000          11.094000          18.962000          14.532000          13.224000          12.464000          10.971000          17.178000          13.991000          12.478000          11.687000          10.298000          16.279000          13.233000          10.524000          10.167000           9.211000          14.153000          11.071000          13.752000          13.074000          11.670000          17.692000          14.486000
  42.000	          12.748000          13.275000          10.478000          17.377000          13.590000          13.796000          12.932000          11.272000          19.542000          14.800000          13.365000          12.614000          11.082000          17.628000          14.159000          12.674000          11.886000          10.447000          16.792000          13.460000          10.653000          10.304000           9.311100          14.536000          11.226000          13.949000          13.275000          11.820000          18.215000          14.714000
  42.500	          12.925000          13.468000          10.616000          17.870000          13.795000          14.016000          13.157000          11.441000          20.105000          15.051000          13.492000          12.753000          11.185000          18.058000          14.310000          12.855000          12.072000          10.586000          17.289000          13.670000          10.780000          10.440000           9.413200          14.913000          11.377000          14.134000          13.468000          11.965000          18.725000          14.929000
  43.000	          13.087000          13.652000          10.744000          18.341000          13.981000          14.220000          13.368000          11.601000          20.647000          15.283000          13.605000          12.881000          11.280000          18.466000          14.444000          13.020000          12.245000          10.717000          17.765000          13.861000          10.905000          10.577000           9.516800          15.280000          11.524000          14.308000          13.652000          12.105000          19.217000          15.130000
  43.500	          13.232000          13.826000          10.863000          18.788000          14.149000          14.407000          13.565000          11.751000          21.166000          15.496000          13.704000          12.996000          11.367000          18.849000          14.561000          13.169000          12.405000          10.837000          18.218000          14.033000          11.027000          10.712000           9.621400          15.635000          11.666000          14.469000          13.826000          12.238000          19.690000          15.316000
  44.000	          13.360000          13.990000          10.971000          19.208000          14.297000          14.577000          13.747000          11.890000          21.658000          15.688000          13.788000          13.099000          11.445000          19.206000          14.662000          13.301000          12.551000          10.948000          18.645000          14.185000          11.146000          10.845000           9.726100          15.977000          11.803000          14.618000          13.990000          12.364000          20.139000          15.488000
  44.500	          13.472000          14.143000          11.068000          19.600000          14.426000          14.729000          13.913000          12.017000          22.119000          15.859000          13.858000          13.190000          11.513000          19.533000          14.746000          13.416000          12.682000          11.048000          19.044000          14.319000          11.262000          10.976000           9.830500          16.303000          11.936000          14.755000          14.143000          12.482000          20.564000          15.644000
  45.000	          13.566000          14.286000          11.154000          19.960000          14.535000          14.862000          14.064000          12.132000          22.548000          16.010000          13.914000          13.268000          11.572000          19.831000          14.813000          13.514000          12.798000          11.137000          19.414000          14.433000          11.375000          11.105000           9.933900          16.612000          12.063000          14.879000          14.286000          12.592000          20.962000          15.786000
  45.500	          13.644000          14.417000          11.229000          20.288000          14.625000          14.978000          14.197000          12.235000          22.942000          16.139000          13.956000          13.333000          11.622000          20.097000          14.864000          13.596000          12.900000          11.215000          19.751000          14.529000          11.485000          11.231000          10.036000          16.901000          12.185000          14.990000          14.417000          12.694000          21.330000          15.912000
  46.000	          13.706000          14.537000          11.291000          20.582000          14.697000          15.075000          14.314000          12.324000          23.300000          16.248000          13.985000          13.386000          11.662000          20.330000          14.900000          13.662000          12.988000          11.281000          20.056000          14.605000          11.591000          11.353000          10.135000          17.171000          12.302000          15.089000          14.537000          12.787000          21.667000          16.024000
  46.500	          13.752000          14.644000          11.343000          20.841000          14.750000          15.154000          14.414000          12.400000          23.620000          16.336000          14.002000          13.427000          11.692000          20.530000          14.921000          13.713000          13.061000          11.337000          20.325000          14.664000          11.693000          11.471000          10.231000          17.418000          12.413000          15.175000          14.644000          12.871000          21.972000          16.120000
  47.000	          13.783000          14.740000          11.382000          21.064000          14.786000          15.216000          14.498000          12.462000          23.900000          16.404000          14.006000          13.456000          11.712000          20.696000          14.928000          13.748000          13.120000          11.381000          20.560000          14.706000          11.792000          11.585000          10.324000          17.644000          12.519000          15.250000          14.740000          12.944000          22.243000          16.202000
  47.500	          13.799000          14.824000          11.411000          21.250000          14.805000          15.260000          14.564000          12.511000          24.141000          16.452000          13.999000          13.474000          11.723000          20.828000          14.922000          13.769000          13.165000          11.414000          20.759000          14.731000          11.887000          11.694000          10.413000          17.846000          12.619000          15.312000          14.824000          13.009000          22.480000          16.271000
  48.000	          13.802000          14.897000          11.428000          21.400000          14.808000          15.289000          14.615000          12.546000          24.341000          16.482000          13.982000          13.480000          11.725000          20.927000          14.903000          13.777000          13.196000          11.437000          20.923000          14.740000          11.979000          11.799000          10.497000          18.024000          12.714000          15.363000          14.897000          13.063000          22.682000          16.326000
  48.500	          13.792000          14.958000          11.435000          21.514000          14.797000          15.301000          14.650000          12.568000          24.501000          16.494000          13.955000          13.476000          11.717000          20.992000          14.873000          13.772000          13.216000          11.449000          21.051000          14.735000          12.066000          11.897000          10.575000          18.179000          12.804000          15.403000          14.958000          13.107000          22.849000          16.368000
  49.000	          13.771000          15.007000          11.431000          21.593000          14.772000          15.299000          14.669000          12.577000          24.621000          16.490000          13.918000          13.462000          11.701000          21.025000          14.833000          13.756000          13.223000          11.452000          21.143000          14.717000          12.149000          11.990000          10.648000          18.310000          12.889000          15.432000          15.007000          13.142000          22.982000          16.398000
  49.500	          13.738000          15.046000          11.417000          21.636000          14.735000          15.283000          14.674000          12.574000          24.701000          16.470000          13.874000          13.439000          11.677000          21.026000          14.783000          13.729000          13.219000          11.445000          21.202000          14.686000          12.228000          12.077000          10.715000          18.416000          12.968000          15.452000          15.046000          13.167000          23.080000          16.417000
  50.000	          13.696000          15.074000          11.395000          21.646000          14.687000          15.254000          14.665000          12.559000          24.743000          16.435000          13.822000          13.407000          11.644000          20.996000          14.725000          13.693000          13.204000          11.429000          21.226000          14.644000          12.303000          12.158000          10.776000          18.500000          13.043000          15.462000          15.074000          13.182000          23.143000          16.425000
