            angle	Ex=2.938(p:Menet,d:DCV)	Ex=2.938(p:KD,d:DCV)	Ex=2.938(p:Varmar,d:DCV)	Ex=2.938(p:BG,d:DCV(re))	Ex=2.938(p:Menet,d:LH)	Ex=2.938(p:Menet,d:DCV(nonREL))	Ex=2.938(p:Menet,d:AC)	Ex=2.938(p:Menet,d:Custom)	
            19.90	         1.206000	         1.369300	         1.316700	         1.280400	         0.971650	         1.191600	         1.233900	         0.710610	
            20.00	         1.214400	         1.378800	         1.326000	         1.289800	         0.976850	         1.199800	         1.242100	         0.713100	
            20.10	         1.222600	         1.388100	         1.335200	         1.299200	         0.981980	         1.208000	         1.250300	         0.715520	
            20.20	         1.230800	         1.397400	         1.344300	         1.308400	         0.987050	         1.216100	         1.258300	         0.717880	
            20.30	         1.238900	         1.406600	         1.353300	         1.317600	         0.992060	         1.224100	         1.266300	         0.720180	
            20.40	         1.246900	         1.415800	         1.362300	         1.326700	         0.996990	         1.232000	         1.274200	         0.722410	
            20.50	         1.254900	         1.424800	         1.371200	         1.335700	         1.001800	         1.239800	         1.282000	         0.724570	
            20.60	         1.262800	         1.433800	         1.379900	         1.344600	         1.006600	         1.247600	         1.289800	         0.726680	
            20.70	         1.270600	         1.442700	         1.388600	         1.353400	         1.011300	         1.255300	         1.297400	         0.728710	
            20.80	         1.278300	         1.451400	         1.397300	         1.362100	         1.016000	         1.262900	         1.305000	         0.730670	
            20.90	         1.286000	         1.460100	         1.405800	         1.370800	         1.020500	         1.270400	         1.312500	         0.732560	
            21.00	         1.293500	         1.468700	         1.414200	         1.379300	         1.025000	         1.277900	         1.319900	         0.734390	
            21.10	         1.301000	         1.477200	         1.422500	         1.387700	         1.029400	         1.285200	         1.327200	         0.736140	
            21.20	         1.308300	         1.485600	         1.430700	         1.396100	         1.033700	         1.292500	         1.334500	         0.737810	
            21.30	         1.315600	         1.493900	         1.438800	         1.404300	         1.037900	         1.299600	         1.341600	         0.739420	
            21.40	         1.322800	         1.502100	         1.446800	         1.412400	         1.042000	         1.306700	         1.348600	         0.740950	
            21.50	         1.329800	         1.510200	         1.454700	         1.420400	         1.046000	         1.313600	         1.355500	         0.742400	
            21.60	         1.336800	         1.518100	         1.462500	         1.428400	         1.050000	         1.320500	         1.362300	         0.743780	
            21.70	         1.343700	         1.526000	         1.470100	         1.436100	         1.053800	         1.327300	         1.369100	         0.745080	
            21.80	         1.350400	         1.533700	         1.477700	         1.443800	         1.057600	         1.333900	         1.375700	         0.746300	
            21.90	         1.357100	         1.541300	         1.485100	         1.451400	         1.061200	         1.340400	         1.382200	         0.747450	
            22.00	         1.363600	         1.548800	         1.492400	         1.458800	         1.064800	         1.346900	         1.388500	         0.748510	
            22.10	         1.370100	         1.556200	         1.499600	         1.466100	         1.068300	         1.353200	         1.394800	         0.749500	
            22.20	         1.376400	         1.563400	         1.506700	         1.473300	         1.071600	         1.359400	         1.401000	         0.750400	
            22.30	         1.382600	         1.570500	         1.513600	         1.480300	         1.074900	         1.365500	         1.407000	         0.751230	
            22.40	         1.388700	         1.577500	         1.520400	         1.487300	         1.078000	         1.371400	         1.412900	         0.751970	
            22.50	         1.394600	         1.584400	         1.527100	         1.494100	         1.081100	         1.377300	         1.418700	         0.752630	
            22.60	         1.400400	         1.591100	         1.533600	         1.500700	         1.084000	         1.383000	         1.424400	         0.753210	
            22.70	         1.406200	         1.597700	         1.540000	         1.507200	         1.086800	         1.388600	         1.429900	         0.753710	
            22.80	         1.411700	         1.604100	         1.546300	         1.513600	         1.089600	         1.394100	         1.435400	         0.754120	
            22.90	         1.417200	         1.610400	         1.552400	         1.519900	         1.092200	         1.399400	         1.440600	         0.754450	
            23.00	         1.422500	         1.616600	         1.558400	         1.526000	         1.094700	         1.404700	         1.445800	         0.754690	
            23.10	         1.427700	         1.622600	         1.564300	         1.532000	         1.097100	         1.409700	         1.450800	         0.754860	
            23.20	         1.432800	         1.628500	         1.570000	         1.537800	         1.099400	         1.414700	         1.455700	         0.754930	
            23.30	         1.437700	         1.634300	         1.575500	         1.543500	         1.101500	         1.419500	         1.460500	         0.754920	
            23.40	         1.442500	         1.639900	         1.580900	         1.549000	         1.103600	         1.424200	         1.465100	         0.754830	
            23.50	         1.447200	         1.645300	         1.586200	         1.554400	         1.105500	         1.428800	         1.469600	         0.754650	
            23.60	         1.451700	         1.650600	         1.591300	         1.559600	         1.107400	         1.433200	         1.474000	         0.754390	
            23.70	         1.456100	         1.655700	         1.596300	         1.564700	         1.109100	         1.437500	         1.478200	         0.754040	
            23.80	         1.460300	         1.660700	         1.601100	         1.569700	         1.110700	         1.441600	         1.482200	         0.753610	
            23.90	         1.464500	         1.665600	         1.605700	         1.574400	         1.112100	         1.445600	         1.486200	         0.753090	
            24.00	         1.468400	         1.670300	         1.610200	         1.579100	         1.113500	         1.449500	         1.489900	         0.752490	
            24.10	         1.472200	         1.674800	         1.614600	         1.583500	         1.114700	         1.453200	         1.493600	         0.751800	
            24.20	         1.475900	         1.679100	         1.618800	         1.587900	         1.115900	         1.456700	         1.497100	         0.751030	
            24.30	         1.479400	         1.683300	         1.622800	         1.592000	         1.116900	         1.460200	         1.500400	         0.750170	
            24.40	         1.482800	         1.687400	         1.626700	         1.596000	         1.117700	         1.463400	         1.503600	         0.749230	
            24.50	         1.486100	         1.691300	         1.630400	         1.599900	         1.118500	         1.466600	         1.506700	         0.748200	
            24.60	         1.489100	         1.695000	         1.634000	         1.603600	         1.119100	         1.469600	         1.509600	         0.747090	
            24.70	         1.492100	         1.698600	         1.637400	         1.607100	         1.119700	         1.472400	         1.512300	         0.745890	
            24.80	         1.494900	         1.702000	         1.640600	         1.610400	         1.120100	         1.475100	         1.514900	         0.744620	
            24.90	         1.497500	         1.705200	         1.643600	         1.613600	         1.120300	         1.477600	         1.517400	         0.743250	
            25.00	         1.500000	         1.708300	         1.646600	         1.616700	         1.120500	         1.480000	         1.519700	         0.741810	
            25.10	         1.502300	         1.711200	         1.649300	         1.619500	         1.120500	         1.482200	         1.521800	         0.740280	
            25.20	         1.504500	         1.713900	         1.651900	         1.622300	         1.120400	         1.484300	         1.523800	         0.738670	
            25.30	         1.506500	         1.716500	         1.654300	         1.624800	         1.120200	         1.486300	         1.525700	         0.736980	
            25.40	         1.508400	         1.718900	         1.656500	         1.627200	         1.119900	         1.488000	         1.527400	         0.735210	
            25.50	         1.510200	         1.721100	         1.658600	         1.629400	         1.119400	         1.489700	         1.528900	         0.733350	
            25.60	         1.511700	         1.723200	         1.660500	         1.631400	         1.118900	         1.491100	         1.530300	         0.731420	
            25.70	         1.513200	         1.725100	         1.662300	         1.633300	         1.118200	         1.492500	         1.531500	         0.729410	
            25.80	         1.514400	         1.726800	         1.663800	         1.635000	         1.117300	         1.493600	         1.532600	         0.727310	
            25.90	         1.515500	         1.728400	         1.665200	         1.636600	         1.116400	         1.494600	         1.533500	         0.725140	
            26.00	         1.516500	         1.729800	         1.666500	         1.638000	         1.115400	         1.495500	         1.534300	         0.722890	
            26.10	         1.517300	         1.731000	         1.667600	         1.639200	         1.114200	         1.496200	         1.534900	         0.720570	
            26.20	         1.517900	         1.732100	         1.668500	         1.640300	         1.112900	         1.496800	         1.535300	         0.718170	
            26.30	         1.518400	         1.732900	         1.669200	         1.641100	         1.111500	         1.497200	         1.535600	         0.715690	
            26.40	         1.518800	         1.733700	         1.669800	         1.641900	         1.109900	         1.497400	         1.535800	         0.713140	
            26.50	         1.519000	         1.734200	         1.670200	         1.642400	         1.108300	         1.497500	         1.535800	         0.710510	
            26.60	         1.519000	         1.734600	         1.670400	         1.642800	         1.106500	         1.497500	         1.535600	         0.707810	
            26.70	         1.518900	         1.734800	         1.670500	         1.643000	         1.104600	         1.497300	         1.535300	         0.705040	
            26.80	         1.518600	         1.734800	         1.670400	         1.643100	         1.102600	         1.496900	         1.534800	         0.702200	
            26.90	         1.518200	         1.734700	         1.670200	         1.643000	         1.100500	         1.496400	         1.534200	         0.699290	
            27.00	         1.517600	         1.734400	         1.669700	         1.642700	         1.098300	         1.495700	         1.533400	         0.696300	
            27.10	         1.516900	         1.734000	         1.669200	         1.642300	         1.095900	         1.494900	         1.532500	         0.693250	
            27.20	         1.516000	         1.733300	         1.668400	         1.641700	         1.093500	         1.493900	         1.531400	         0.690130	
            27.30	         1.515000	         1.732500	         1.667500	         1.640900	         1.090900	         1.492800	         1.530200	         0.686950	
            27.40	         1.513800	         1.731600	         1.666400	         1.640000	         1.088200	         1.491600	         1.528800	         0.683700	
            27.50	         1.512500	         1.730500	         1.665200	         1.638900	         1.085400	         1.490200	         1.527300	         0.680380	
            27.60	         1.511000	         1.729200	         1.663800	         1.637700	         1.082500	         1.488600	         1.525700	         0.677000	
            27.70	         1.509400	         1.727700	         1.662200	         1.636300	         1.079500	         1.486900	         1.523800	         0.673560	
            27.80	         1.507600	         1.726100	         1.660500	         1.634700	         1.076300	         1.485000	         1.521900	         0.670050	
            27.90	         1.505700	         1.724300	         1.658600	         1.633000	         1.073100	         1.483000	         1.519800	         0.666490	
            28.00	         1.503700	         1.722400	         1.656600	         1.631100	         1.069800	         1.480900	         1.517500	         0.662860	
            28.10	         1.501500	         1.720300	         1.654400	         1.629100	         1.066300	         1.478600	         1.515100	         0.659180	
            28.20	         1.499100	         1.718000	         1.652000	         1.626900	         1.062800	         1.476200	         1.512500	         0.655440	
            28.30	         1.496600	         1.715600	         1.649500	         1.624600	         1.059100	         1.473600	         1.509900	         0.651640	
            28.40	         1.494000	         1.713000	         1.646800	         1.622100	         1.055400	         1.470900	         1.507000	         0.647790	
            28.50	         1.491200	         1.710300	         1.644000	         1.619400	         1.051500	         1.468100	         1.504100	         0.643890	
            28.60	         1.488300	         1.707400	         1.641000	         1.616600	         1.047600	         1.465100	         1.500900	         0.639930	
            28.70	         1.485200	         1.704400	         1.637900	         1.613700	         1.043500	         1.461900	         1.497700	         0.635920	
            28.80	         1.482100	         1.701200	         1.634600	         1.610600	         1.039400	         1.458700	         1.494300	         0.631860	
            28.90	         1.478700	         1.697800	         1.631200	         1.607300	         1.035200	         1.455300	         1.490800	         0.627760	
            29.00	         1.475300	         1.694300	         1.627600	         1.603900	         1.030800	         1.451700	         1.487100	         0.623600	
            29.10	         1.471700	         1.690700	         1.623900	         1.600400	         1.026400	         1.448100	         1.483300	         0.619400	
            29.20	         1.467900	         1.686900	         1.620000	         1.596700	         1.021900	         1.444300	         1.479400	         0.615160	
            29.30	         1.464100	         1.682900	         1.616000	         1.592900	         1.017300	         1.440300	         1.475400	         0.610870	
            29.40	         1.460100	         1.678800	         1.611800	         1.588900	         1.012600	         1.436300	         1.471200	         0.606540	
            29.50	         1.456000	         1.674600	         1.607500	         1.584800	         1.007800	         1.432100	         1.466900	         0.602160	
            29.60	         1.451700	         1.670200	         1.603100	         1.580500	         1.002900	         1.427800	         1.462400	         0.597750	
            29.70	         1.447400	         1.665700	         1.598500	         1.576200	         0.997960	         1.423400	         1.457900	         0.593300	
            29.80	         1.442900	         1.661100	         1.593800	         1.571700	         0.992930	         1.418800	         1.453200	         0.588810	
            29.90	         1.438300	         1.656300	         1.589000	         1.567000	         0.987810	         1.414100	         1.448400	         0.584290	
            30.00	         1.433500	         1.651300	         1.584000	         1.562200	         0.982610	         1.409300	         1.443500	         0.579730	
            30.10	         1.428700	         1.646300	         1.578900	         1.557300	         0.977340	         1.404400	         1.438400	         0.575140	
            30.20	         1.423700	         1.641100	         1.573600	         1.552300	         0.971980	         1.399400	         1.433200	         0.570510	
            30.30	         1.418600	         1.635700	         1.568300	         1.547100	         0.966560	         1.394200	         1.428000	         0.565860	
            30.40	         1.413400	         1.630300	         1.562800	         1.541800	         0.961060	         1.389000	         1.422600	         0.561170	
            30.50	         1.408100	         1.624700	         1.557200	         1.536400	         0.955490	         1.383600	         1.417100	         0.556460	
            30.60	         1.402700	         1.618900	         1.551400	         1.530800	         0.949840	         1.378100	         1.411500	         0.551720	
            30.70	         1.397100	         1.613100	         1.545500	         1.525200	         0.944130	         1.372500	         1.405700	         0.546960	
            30.80	         1.391500	         1.607100	         1.539600	         1.519400	         0.938360	         1.366800	         1.399900	         0.542170	
            30.90	         1.385700	         1.601100	         1.533500	         1.513500	         0.932510	         1.361000	         1.394000	         0.537360	
            31.00	         1.379900	         1.594800	         1.527200	         1.507500	         0.926610	         1.355100	         1.387900	         0.532530	
            31.10	         1.373900	         1.588500	         1.520900	         1.501400	         0.920640	         1.349100	         1.381800	         0.527680	
            31.20	         1.367900	         1.582100	         1.514400	         1.495200	         0.914610	         1.343000	         1.375500	         0.522810	
            31.30	         1.361700	         1.575500	         1.507900	         1.488800	         0.908520	         1.336800	         1.369200	         0.517920	
            31.40	         1.355400	         1.568900	         1.501200	         1.482400	         0.902380	         1.330500	         1.362800	         0.513020	
            31.50	         1.349100	         1.562100	         1.494400	         1.475800	         0.896180	         1.324100	         1.356200	         0.508100	
            31.60	         1.342600	         1.555200	         1.487600	         1.469200	         0.889930	         1.317600	         1.349600	         0.503170	
            31.70	         1.336100	         1.548200	         1.480600	         1.462400	         0.883630	         1.311000	         1.342900	         0.498230	
            31.80	         1.329500	         1.541100	         1.473500	         1.455500	         0.877270	         1.304300	         1.336100	         0.493280	
            31.90	         1.322800	         1.533900	         1.466300	         1.448600	         0.870870	         1.297600	         1.329200	         0.488320	
            32.00	         1.316000	         1.526600	         1.459000	         1.441500	         0.864420	         1.290700	         1.322200	         0.483350	
            32.10	         1.309100	         1.519200	         1.451700	         1.434400	         0.857930	         1.283800	         1.315200	         0.478370	
            32.20	         1.302100	         1.511700	         1.444200	         1.427200	         0.851400	         1.276800	         1.308000	         0.473390	
            32.30	         1.295100	         1.504100	         1.436600	         1.419800	         0.844820	         1.269700	         1.300800	         0.468400	
            32.40	         1.288000	         1.496500	         1.429000	         1.412400	         0.838200	         1.262500	         1.293500	         0.463410	
            32.50	         1.280800	         1.488700	         1.421300	         1.404900	         0.831550	         1.255300	         1.286100	         0.458420	
            32.60	         1.273500	         1.480800	         1.413400	         1.397300	         0.824860	         1.248000	         1.278700	         0.453430	
            32.70	         1.266100	         1.472900	         1.405500	         1.389700	         0.818130	         1.240600	         1.271200	         0.448440	
            32.80	         1.258700	         1.464900	         1.397600	         1.381900	         0.811380	         1.233200	         1.263600	         0.443460	
            32.90	         1.251200	         1.456800	         1.389500	         1.374100	         0.804590	         1.225600	         1.255900	         0.438470	
            33.00	         1.243700	         1.448600	         1.381400	         1.366200	         0.797770	         1.218100	         1.248200	         0.433490	
            33.10	         1.236100	         1.440300	         1.373200	         1.358300	         0.790930	         1.210400	         1.240400	         0.428520	
            33.20	         1.228400	         1.432000	         1.364900	         1.350200	         0.784060	         1.202700	         1.232600	         0.423550	
            33.30	         1.220600	         1.423600	         1.356500	         1.342100	         0.777160	         1.194900	         1.224700	         0.418590	
            33.40	         1.212900	         1.415100	         1.348100	         1.334000	         0.770240	         1.187100	         1.216700	         0.413650	
            33.50	         1.205000	         1.406500	         1.339600	         1.325700	         0.763310	         1.179200	         1.208700	         0.408710	
            33.60	         1.197100	         1.397900	         1.331100	         1.317400	         0.756350	         1.171300	         1.200700	         0.403780	
            33.70	         1.189100	         1.389200	         1.322500	         1.309100	         0.749380	         1.163300	         1.192500	         0.398870	
            33.80	         1.181100	         1.380500	         1.313800	         1.300700	         0.742390	         1.155300	         1.184400	         0.393970	
            33.90	         1.173100	         1.371700	         1.305100	         1.292200	         0.735390	         1.147200	         1.176200	         0.389080	
            34.00	         1.165000	         1.362800	         1.296300	         1.283700	         0.728370	         1.139100	         1.167900	         0.384210	
            34.10	         1.156800	         1.353900	         1.287500	         1.275100	         0.721350	         1.130900	         1.159600	         0.379360	
            34.20	         1.148600	         1.344900	         1.278600	         1.266500	         0.714310	         1.122700	         1.151200	         0.374530	
            34.30	         1.140400	         1.335900	         1.269700	         1.257800	         0.707270	         1.114500	         1.142900	         0.369710	
            34.40	         1.132100	         1.326800	         1.260700	         1.249100	         0.700230	         1.106200	         1.134400	         0.364920	
            34.50	         1.123800	         1.317700	         1.251700	         1.240300	         0.693180	         1.097900	         1.126000	         0.360150	
            34.60	         1.115500	         1.308500	         1.242600	         1.231500	         0.686120	         1.089500	         1.117500	         0.355400	
            34.70	         1.107100	         1.299300	         1.233500	         1.222700	         0.679070	         1.081100	         1.109000	         0.350670	
            34.80	         1.098700	         1.290000	         1.224300	         1.213800	         0.672010	         1.072700	         1.100400	         0.345970	
            34.90	         1.090200	         1.280800	         1.215200	         1.204900	         0.664960	         1.064300	         1.091900	         0.341300	
            35.00	         1.081800	         1.271400	         1.205900	         1.195900	         0.657920	         1.055800	         1.083200	         0.336650	
            35.10	         1.073300	         1.262100	         1.196700	         1.186900	         0.650880	         1.047300	         1.074600	         0.332020	
            35.20	         1.064800	         1.252700	         1.187400	         1.177900	         0.643840	         1.038800	         1.066000	         0.327430	
            35.30	         1.056300	         1.243200	         1.178100	         1.168900	         0.636810	         1.030200	         1.057300	         0.322860	
            35.40	         1.047700	         1.233800	         1.168800	         1.159800	         0.629800	         1.021700	         1.048600	         0.318320	
            35.50	         1.039100	         1.224300	         1.159400	         1.150700	         0.622790	         1.013100	         1.039900	         0.313820	
            35.60	         1.030600	         1.214800	         1.150000	         1.141600	         0.615800	         1.004500	         1.031200	         0.309340	
            35.70	         1.022000	         1.205300	         1.140600	         1.132500	         0.608820	         0.995950	         1.022500	         0.304900	
            35.80	         1.013400	         1.195700	         1.131200	         1.123400	         0.601860	         0.987350	         1.013700	         0.300490	
            35.90	         1.004700	         1.186100	         1.121800	         1.114200	         0.594910	         0.978730	         1.005000	         0.296120	
            36.00	         0.996120	         1.176500	         1.112400	         1.105000	         0.587990	         0.970110	         0.996230	         0.291780	
            36.10	         0.987490	         1.166900	         1.102900	         1.095800	         0.581080	         0.961480	         0.987470	         0.287470	
