#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
   Angel	  Ex=2.530(2d5/2)AK  Ex=2.530(2d5/2)QV  Ex=2.530(2d5/2)AM  Ex=2.530(2d5/2)AG  Ex=2.530(2d5/2)AP  Ex=2.530(2d5/2)HK  Ex=2.530(2d5/2)HV  Ex=2.530(2d5/2)HM  Ex=2.530(2d5/2)HG  Ex=2.530(2d5/2)HP  Ex=2.530(2d5/2)BK  Ex=2.530(2d5/2)BV  Ex=2.530(2d5/2)BM  Ex=2.530(2d5/2)BG  Ex=2.530(2d5/2)BP  Ex=2.530(2d5/2)DK  Ex=2.530(2d5/2)DV  Ex=2.530(2d5/2)DM  Ex=2.530(2d5/2)DG  Ex=2.530(2d5/2)DP  Ex=2.530(2d5/2)LK  Ex=2.530(2d5/2)LV  Ex=2.530(2d5/2)LM  Ex=2.530(2d5/2)LG  Ex=2.530(2d5/2)LP  Ex=2.530(2d5/2)QK  Ex=2.530(2d5/2)QV  Ex=2.530(2d5/2)QM  Ex=2.530(2d5/2)QG  Ex=2.530(2d5/2)QP
   9.500	           2.424100           1.424000           1.691400           7.201400           3.028300           3.251300           2.645400           2.089300          10.251000           4.178400           2.023400           1.734400           1.732500           5.751500           2.431000           2.077100           1.646900           1.506900           6.118000           2.567300           1.556900           1.431100           1.121000           7.387900           2.165800           1.663600           1.424000           1.303300           6.408900           2.162500
  10.000	           2.556400           1.545600           1.818400           7.408300           3.174400           3.402800           2.797200           2.239600          10.464000           4.341900           2.140700           1.857600           1.859400           5.937000           2.557700           2.200200           1.768400           1.623300           6.315600           2.704200           1.683700           1.557800           1.249400           7.569500           2.303400           1.784400           1.545600           1.430400           6.575100           2.291000
  10.500	           2.685000           1.669000           1.944700           7.613200           3.316300           3.550600           2.947500           2.389600          10.675000           4.501000           2.255300           1.979800           1.985900           6.120200           2.681100           2.319900           1.888600           1.739200           6.511900           2.837200           1.812800           1.688500           1.382400           7.755200           2.443000           1.905400           1.669000           1.559600           6.743300           2.419200
  11.000	           2.808300           1.793000           2.069100           7.813500           3.452100           3.693100           3.094900           2.538000          10.880000           4.653900           2.365900           2.099800           2.111100           6.299200           2.799500           2.434800           2.006000           1.853400           6.704700           2.964600           1.943100           1.822400           1.519400           7.943100           2.583300           2.025100           1.793000           1.690200           6.911700           2.545600
  11.500	           2.924800           1.916800           2.190400           8.007000           3.580100           3.828500           3.237800           2.683500          11.077000           4.798500           2.471200           2.216500           2.234000           6.471600           2.911800           2.543400           2.119500           1.964900           6.891700           3.084800           2.073500           1.958600           1.659600           8.131400           2.723200           2.142600           1.916800           1.821000           7.078400           2.669000
  12.000	           3.033300           2.039200           2.307800           8.191200           3.698800           3.955300           3.374800           2.824900          11.264000           4.933200           2.570300           2.328900           2.353700           6.635700           3.016600           2.644400           2.227700           2.072600           7.070700           3.196300           2.203100           2.096300           1.802300           8.318100           2.861500           2.256600           2.039200           1.951400           7.241600           2.788100
  12.500	           3.132500           2.159500           2.420200           8.363900           3.806900           4.072200           3.504800           2.961200          11.437000           5.056400           2.662400           2.436300           2.469600           6.789400           3.113000           2.736700           2.329800           2.175900           7.239600           3.297900           2.331000           2.234600           1.946900           8.501500           2.997200           2.366400           2.159500           2.080600           7.399400           2.901800
  13.000	           3.221500           2.277000           2.527200           8.523100           3.903200           4.178100           3.626600           3.091700          11.595000           5.166900           2.746800           2.538100           2.581400           6.931200           3.200300           2.819500           2.424900           2.274200           7.396300           3.388300           2.456600           2.372800           2.092900           8.679700           3.129400           2.471200           2.277000           2.208300           7.550000           3.009400
  13.500	           3.299700           2.391400           2.628300           8.666900           3.986900           4.272300           3.739600           3.215900          11.736000           5.263500           2.823300           2.633900           2.688700           7.059600           3.278100           2.892200           2.512600           2.367000           7.539100           3.467000           2.579400           2.510700           2.239900           8.851000           3.257400           2.570600           2.391400           2.334000           7.692000           3.110200
  14.000	           3.366900           2.502400           2.723300           8.793700           4.057500           4.354200           3.843200           3.333400          11.857000           5.345700           2.892000           2.723900           2.791700           7.173500           3.346200           2.954600           2.592400           2.454400           7.666600           3.533400           2.699000           2.647700           2.388000           9.013900           3.380900           2.664300           2.502400           2.457800           7.823900           3.203900
  14.500	           3.422900           2.610000           2.812400           8.902300           4.114800           4.423600           3.937300           3.444100          11.958000           5.413100           2.953100           2.808000           2.890600           7.272000           3.404800           3.006500           2.664500           2.536300           7.777300           3.587400           2.815400           2.783900           2.536900           9.167100           3.499400           2.752500           2.610000           2.579900           7.944500           3.290200
  15.000	           3.468100           2.714500           2.896000           8.992200           4.159000           4.480700           4.021900           3.548400          12.037000           5.466000           3.007200           2.887000           2.986100           7.355000           3.454500           3.048400           2.729100           2.613300           7.871000           3.629200           2.928700           2.919100           2.686900           9.310000           3.613100           2.835500           2.714500           2.700500           8.053000           3.369500
  15.500	           3.503100           2.816500           2.974500           9.060900           4.190700           4.526100           4.097300           3.646700          12.091000           5.503600           3.055300           2.961600           3.078900           7.420700           3.496000           3.080900           2.786700           2.686000           7.945300           3.659300           3.039300           3.053800           2.838400           9.439600           3.722000           2.913800           2.816500           2.820400           8.148700           3.442300
  16.000	           3.529000           2.916600           3.049100           9.110100           4.210600           4.560500           4.164400           3.739700          12.123000           5.527900           3.098600           3.032700           3.170100           7.470900           3.530600           3.105100           2.838200           2.755300           8.001500           3.678600           3.147700           3.188300           2.991800           9.557400           3.826700           2.988300           2.916600           2.940300           8.231300           3.509300
  16.500	           3.546900           3.015800           3.120600           9.138900           4.219900           4.585000           4.223900           3.828400          12.132000           5.539400           3.138500           3.101700           3.260900           7.505300           3.559600           3.122000           2.884700           2.822300           8.039100           3.688200           3.254700           3.323000           3.147600           9.662000           3.927700           3.060200           3.015800           3.061200           8.300400           3.571500
  17.000	           3.558400           3.115200           3.190300           9.147700           4.220100           4.601100           4.277000           3.913800          12.116000           5.539500           3.176700           3.170000           3.352600           7.524700           3.584700           3.133300           2.927300           2.888200           8.058400           3.689600           3.361100           3.458800           3.306500           9.753200           4.025900           3.130800           3.115200           3.184300           8.356400           3.630200
  17.500	           3.565100           3.216100           3.259700           9.137100           4.212800           4.610300           4.325100           3.997300          12.078000           5.529800           3.215000           3.239100           3.446700           7.530000           3.607800           3.140600           2.967700           2.954400           8.059800           3.684400           3.468000           3.596300           3.469300           9.830800           4.122100           3.201500           3.216100           3.310600           8.399400           3.686800
  18.000	           3.568800           3.319800           3.330100           9.108100           4.199800           4.614500           4.369700           4.080300          12.017000           5.511900           3.255400           3.310800           3.544800           7.522400           3.630700           3.145900           3.007300           3.022400           8.044400           3.674500           3.576300           3.736300           3.636700           9.895100           4.217400           3.273900           3.319800           3.441600           8.430200           3.742900
  18.500	           3.571700           3.427600           3.403100           9.061700           4.183300           4.615500           4.412300           4.164100          11.936000           5.488100           3.299900           3.386600           3.648200           7.503200           3.655700           3.150900           3.047900           3.093700           8.013000           3.661900           3.687200           3.879700           3.809200           9.945700           4.312800           3.349700           3.427600           3.578300           8.449400           3.800100
  19.000	           3.575700           3.541000           3.480100           8.999300           4.165400           4.615500           4.454500           4.250100          11.834000           5.460300           3.350400           3.468400           3.758600           7.474000           3.684800           3.157900           3.091000           3.169700           7.967100           3.648700           3.801700           4.027000           3.987600           9.983700           4.409400           3.430600           3.541000           3.722200           8.457900           3.860300
  19.500	           3.582900           3.661300           3.562500           8.922400           4.148100           4.616500           4.498200           4.339800          11.714000           5.430800           3.408900           3.557700           3.877300           7.436400           3.720000           3.168800           3.138500           3.252100           7.907900           3.637000           3.920800           4.179200           4.172200          10.009000           4.508400           3.518100           3.661300           3.874200           8.456700           3.925100
  20.000	           3.595300           3.789600           3.651700           8.832600           4.133700           4.620500           4.544800           4.434300          11.578000           5.401600           3.477300           3.656000           4.005400           7.392200           3.763500           3.185600           3.191900           3.341900           7.837000           3.629000           4.045500           4.336500           4.363500          10.023000           4.610500           3.613900           3.789600           4.035400           8.447000           3.996200
  20.500	           3.614800           3.927100           3.748900           8.731700           4.124200           4.629400           4.596000           4.535000          11.426000           5.375100           3.557300           3.764700           4.144000           7.343100           3.817000           3.210300           3.252800           3.440500           7.756100           3.626800           4.176500           4.499600           4.561500          10.025000           4.716900           3.719500           3.927100           4.206500           8.430000           4.075200
  21.000	           3.643300           4.074700           3.855100           8.621400           4.121700           4.645300           4.653200           4.642800          11.263000           5.353300           3.650400           3.885000           4.293900           7.290800           3.882400           3.244500           3.322400           3.548800           7.666900           3.632200           4.314500           4.668700           4.766200          10.016000           4.828100           3.836000           4.074700           4.388200           8.406800           4.163600
  21.500	           3.682300           4.233100           3.970900           8.503800           4.128100           4.669800           4.717600           4.758500          11.088000           5.338100           3.757900           4.017800           4.455600           7.237100           3.961200           3.290000           3.402200           3.667600           7.571200           3.647200           4.459800           4.843700           4.977400           9.997500           4.944800           3.964600           4.233100           4.580800           8.378600           4.262700
  22.000	           3.733300           4.402800           4.097100           8.380600           4.145000           4.704400           4.790400           4.882600          10.905000           5.331500           3.880700           4.163700           4.629500           7.183700           4.054500           3.348100           3.492900           3.797500           7.470600           3.673400           4.612600           5.024600           5.194500           9.969400           5.067400           4.106200           4.402800           4.784500           8.346700           4.373500
  22.500	           3.797600           4.584200           4.234000           8.253900           4.173900           4.750500           4.872400           5.015700          10.715000           5.335200           4.019700           4.323200           4.815600           7.132100           4.163500           3.420000           3.595400           3.938800           7.367000           3.712300           4.773000           5.211000           5.416800           9.932500           5.196200           4.261500           4.584200           4.999000           8.312400           4.497000
  23.000	           3.876000           4.777100           4.381600           8.125400           4.216300           4.809400           4.964500           5.157900          10.522000           5.350600           4.175200           4.496500           5.013500           7.084000           4.288900           3.506700           3.710400           4.091500           7.262100           3.765100           4.940800           5.402300           5.643400           9.887800           5.331100           4.430700           4.777100           5.224200           8.276700           4.633900
  23.500	           3.969400           4.981600           4.539800           7.996900           4.273000           4.881800           5.067200           5.309100          10.326000           5.379000           4.347600           4.683500           5.222800           7.040600           4.431200           3.608800           3.838100           4.255500           7.157500           3.832800           5.115500           5.598000           5.873200           9.835400           5.472100           4.614000           4.981600           5.459300           8.241000           4.784500
  24.000	           4.078300           5.197100           4.708200           7.870900           4.345100           4.968700           5.180700           5.469000          10.131000           5.421700           4.536600           4.883700           5.442800           7.003700           4.590700           3.726900           3.978600           4.430500           7.055500           3.916400           5.296700           5.797000           6.105000           9.777000           5.618900           4.811500           5.197100           5.703400           8.206300           4.949100
  24.500	           4.203000           5.423100           4.886400           7.748500           4.433200           5.070300           5.305300           5.637400           9.938400           5.479400           4.742000           5.096800           5.672300           6.974300           4.767200           3.861200           4.131900           4.615900           6.957100           4.016300           5.483400           5.998500           6.337200           9.712700           5.771100           5.022700           5.423100           5.955700           8.173800           5.127800
  25.000	           4.343500           5.658800           5.073600           7.631900           4.537600           5.187200           5.441000           5.813600           9.750900           5.553000           4.963100           5.321700           5.910400           6.953600           4.960600           4.011700           4.297800           4.810900           6.864300           4.132900           5.675000           6.201400           6.568600           9.643400           5.928100           5.247300           5.658800           6.214800           8.144700           5.320400
  25.500	           4.499700           5.903400           5.268900           7.522800           4.658800           5.319300           5.587600           5.996900           9.570600           5.643000           5.199300           5.557800           6.155600           6.942800           5.170300           4.178300           4.475800           5.014700           6.778800           4.266600           5.870400           6.404400           6.797500           9.570300           6.089300           5.484400           5.903400           6.479500           8.120200           5.526600
  26.000	           4.671400           6.155900           5.471500           7.423200           4.796800           5.466800           5.745000           6.186600           9.400000           5.749700           5.449400           5.803800           6.406700           6.943100           5.395800           4.360600           4.665500           5.226200           6.702300           4.417300           6.068600           6.606500           7.022500           9.494300           6.254000           5.733500           6.155900           6.748500           8.101400           5.745900
  26.500	           4.858200           6.415300           5.680400           7.334800           4.951500           5.629500           5.912700           6.381800           9.241200           5.873500           5.712500           6.058700           6.662100           6.955600           5.636200           4.558300           4.866100           5.444400           6.636400           4.584900           6.268700           6.806600           7.242000           9.416600           6.421500           5.993500           6.415300           7.020200           8.089800           5.977800
  27.000	           5.059500           6.680500           5.894500           7.259400           5.122800           5.807200           6.090500           6.581800           9.096700           6.014600           5.987300           6.321200           6.920400           6.981300           5.890700           4.770800           5.077100           5.668300           6.582900           4.769200           6.469600           7.003600           7.454900           9.338400           6.591200           6.263500           6.680500           7.293400           8.086500           6.221600
  27.500	           5.274800           6.950400           6.112800           7.199000           5.310500           5.999500           6.277900           6.785800           8.969000           6.172900           6.272600           6.590100           7.180100           7.021400           6.158200           4.997300           5.297700           5.896800           6.543400           4.969800           6.670300           7.196500           7.659700           9.261300           6.762500           6.542500           6.950400           7.566700           8.093100           6.476600
  28.000	           5.503400           7.224200           6.334300           7.155400           5.514100           6.206100           6.474600           6.992900           8.860300           6.348600           6.567100           6.864200           7.439900           7.077000           6.437700           5.237300           5.527200           6.128900           6.519900           5.186400           6.870100           7.384500           7.855500           9.186700           6.934700           6.829600           7.224200           7.838700           8.111000           6.742200
  28.500	           5.744700           7.500800           6.558300           7.130400           5.733300           6.426500           6.680200           7.202500           8.773000           6.541300           6.869600           7.142400           7.698600           7.149000           6.728200           5.489900           5.764800           6.363500           6.513800           5.418500           7.068200           7.567100           8.041500           9.116100           7.107500           7.123700           7.500800           8.108500           8.141700           7.017700
  29.000	           5.997800           7.779500           6.783800           7.126300           5.967700           6.660400           6.894300           7.414100           8.709900           6.751300           7.178900           7.423600           7.955000           7.239100           7.028500           5.754400           6.009900           6.599900           6.527500           5.665700           7.264000           7.743600           8.216900           9.052400           7.280500           7.424000           7.779500           8.374900           8.187000           7.302300
  29.500	           6.262300           8.059500           7.010100           7.144100           6.216800           6.907400           7.116700           7.627100           8.672600           6.978000           7.493700           7.706900           8.208100           7.347600           7.337800           6.030000           6.261900           6.837200           6.562000           5.927300           7.457100           7.913900           8.381600           8.996000           7.453500           7.729600           8.059500           8.637200           8.248400           7.595500
  30.000	           6.537200           8.340300           7.236900           7.186300           6.480000           7.166900           7.347100           7.841300           8.663900           7.221500           7.813000           7.991400           8.457200           7.476200           7.655000           6.316100           6.520300           7.074900           6.619500           6.202800           7.647100           8.077900           8.535200           8.950000           7.626500           8.039700           8.340300           8.894800           8.327700           7.896700
  30.500	           6.822100           8.621400           7.463400           7.254400           6.757000           7.438700           7.585500           8.056400           8.686000           7.481500           8.135800           8.276300           8.701600           7.625800           7.979200           6.611900           6.784500           7.312400           6.701600           6.491700           7.834100           8.235800           8.678100           8.916200           7.799400           8.353800           8.621400           9.147100           8.426800           8.205400
  31.000	           7.116200           8.902700           7.689600           7.350200           7.047100           7.722200           7.831600           8.272300           8.740800           7.757600           8.461100           8.561200           8.940800           7.797600           8.309500           6.916800           7.054100           7.549400           6.809900           6.793400           8.018100           8.387800           8.810500           8.896900           7.972600           8.671200           8.902700           9.394000           8.547300           8.521100
  31.500	           7.419000           9.183800           7.915200           7.475000           7.349800           8.017200           8.085500           8.489100           8.830400           8.049500           8.788200           8.845500           9.174700           7.992400           8.645000           7.229900           7.328800           7.785600           6.945900           7.107300           8.199200           8.534700           8.933100           8.894200           8.146400           8.991600           9.183800           9.635400           8.690900           8.843400
  32.000	           7.729800           9.464800           8.140100           7.630500           7.664600           8.323100           8.347000           8.706800           8.956300           8.357100           9.116200           9.128800           9.403000           8.211500           8.985100           7.550800           7.608300           8.020800           7.111200           7.432700           8.377900           8.676900           9.046700           8.910600           8.321200           9.314400           9.464800           9.871400           8.859400           9.172100
  32.500	           8.048000           9.745800           8.364300           7.817700           7.990800           8.639600           8.616200           8.925600           9.120300           8.679800           9.444600           9.411000           9.625800           8.455400           9.329000           7.878700           7.892200           8.255000           7.306800           7.769100           8.554600           8.815500           9.152300           8.947800           8.497500           9.639400           9.745800          10.102000           9.054300           9.506700
  33.000	           8.373100          10.027000           8.587900           8.037600           8.327700           8.966200           8.893100           9.145900           9.323600           9.017000           9.772700           9.691800           9.843400           8.724800           9.676100           8.213100           8.180500           8.488300           7.533700           8.115800           8.730000           8.951400           9.251200           9.008000           8.675900           9.966300          10.027000          10.328000           9.276900           9.847000
  33.500	           8.704400          10.308000           8.811100           8.290900           8.674700           9.302300           9.177600           9.367900           9.566900           9.368000          10.100000           9.971100          10.056000           9.020100          10.026000           8.553200           8.472800           8.720600           7.792700           8.471900           8.904700           9.085600           9.344500           9.092900           8.857100          10.295000          10.308000          10.550000           9.528600          10.193000
  34.000	           9.041200          10.590000           9.034000           8.578100           9.030900           9.647400           9.469600           9.591900           9.850900           9.732300          10.426000          10.249000          10.264000           9.341700          10.377000           8.898300           8.768900           8.952200           8.084300           8.836700           9.079500           9.219200           9.433800           9.204200           9.041700          10.625000          10.590000          10.768000           9.810100          10.544000
  34.500	           9.382800          10.873000           9.256800           8.899200           9.395500          10.001000           9.768900           9.818100          10.176000          10.109000          10.751000          10.525000          10.467000           9.689500          10.729000           9.247800           9.068500           9.183200           8.408600           9.209300           9.254900           9.353400           9.520300           9.343200           9.230400          10.957000          10.873000          10.983000          10.122000          10.899000
