#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.530) ELAB= 14.780
   Angel	  Ex=2.530(2d5/2)AK  Ex=2.530(2d5/2)QV  Ex=2.530(2d5/2)AM  Ex=2.530(2d5/2)AG  Ex=2.530(2d5/2)AP  Ex=2.530(2d5/2)HK  Ex=2.530(2d5/2)HV  Ex=2.530(2d5/2)HM  Ex=2.530(2d5/2)HG  Ex=2.530(2d5/2)HP  Ex=2.530(2d5/2)BK  Ex=2.530(2d5/2)BV  Ex=2.530(2d5/2)BM  Ex=2.530(2d5/2)BG  Ex=2.530(2d5/2)BP  Ex=2.530(2d5/2)DK  Ex=2.530(2d5/2)DV  Ex=2.530(2d5/2)DM  Ex=2.530(2d5/2)DG  Ex=2.530(2d5/2)DP  Ex=2.530(2d5/2)LK  Ex=2.530(2d5/2)LV  Ex=2.530(2d5/2)LM  Ex=2.530(2d5/2)LG  Ex=2.530(2d5/2)LP  Ex=2.530(2d5/2)QK  Ex=2.530(2d5/2)QV  Ex=2.530(2d5/2)QM  Ex=2.530(2d5/2)QG  Ex=2.530(2d5/2)QP
  35.000	           9.728400          11.157000           9.479600           9.254100           9.767500          10.362000          10.075000          10.047000          10.542000          10.497000          11.073000          10.800000          10.667000          10.063000          11.082000           9.600800           9.371300           9.413600           8.765600           9.588700           9.431900           9.489400           9.605400           9.511100           9.423600          11.290000          11.157000          11.196000          10.466000          11.259000
  35.500	          10.077000          11.442000           9.702400           9.642300          10.146000          10.730000          10.389000          10.278000          10.948000          10.896000          11.393000          11.073000          10.863000          10.462000          11.435000           9.956600           9.676900           9.643500           9.154800           9.973800           9.611000           9.628000           9.690700           9.708700           9.622000          11.624000          11.442000          11.407000          10.840000          11.623000
  36.000	          10.428000          11.728000           9.925400          10.063000          10.529000          11.104000          10.708000          10.512000          11.393000          11.303000          11.709000          11.345000          11.056000          10.886000          11.787000          10.314000           9.984900           9.873000           9.575300          10.363000           9.792900           9.770400           9.777300           9.936300           9.825900          11.958000          11.728000          11.616000          11.246000          11.991000
  36.500	          10.781000          12.016000          10.148000          10.514000          10.916000          11.482000          11.033000          10.748000          11.876000          11.719000          12.022000          11.614000          11.245000          11.334000          12.136000          10.672000          10.295000          10.102000          10.026000          10.756000           9.978100           9.917400           9.866600          10.194000          10.036000          12.293000          12.016000          11.825000          11.682000          12.361000
  37.000	          11.134000          12.306000          10.371000          10.994000          11.306000          11.864000          11.363000          10.987000          12.395000          12.140000          12.331000          11.881000          11.433000          11.803000          12.484000          11.030000          10.606000          10.330000          10.505000          11.151000          10.167000          10.070000           9.959500          10.482000          10.252000          12.628000          12.306000          12.033000          12.147000          12.734000
  37.500	          11.485000          12.596000          10.594000          11.502000          11.697000          12.248000          11.698000          11.229000          12.948000          12.566000          12.635000          12.146000          11.618000          12.293000          12.827000          11.387000          10.917000          10.558000          11.011000          11.547000          10.360000          10.228000          10.057000          10.799000          10.474000          12.962000          12.596000          12.241000          12.641000          13.108000
  38.000	          11.835000          12.888000          10.816000          12.035000          12.087000          12.633000          12.035000          11.471000          13.531000          12.995000          12.933000          12.409000          11.800000          12.801000          13.166000          11.741000          11.228000          10.784000          11.541000          11.941000          10.557000          10.393000          10.160000          11.144000          10.702000          13.295000          12.888000          12.449000          13.161000          13.482000
  38.500	          12.181000          13.180000          11.037000          12.589000          12.474000          13.018000          12.374000          11.715000          14.142000          13.425000          13.225000          12.668000          11.980000          13.325000          13.500000          12.091000          11.538000          11.009000          12.093000          12.333000          10.759000          10.564000          10.269000          11.517000          10.935000          13.626000          13.180000          12.658000          13.705000          13.856000
  39.000	          12.522000          13.472000          11.256000          13.163000          12.858000          13.400000          12.714000          11.959000          14.778000          13.853000          13.510000          12.923000          12.157000          13.862000          13.826000          12.436000          11.845000          11.231000          12.664000          12.720000          10.964000          10.742000          10.384000          11.914000          11.175000          13.955000          13.472000          12.866000          14.271000          14.228000
  39.500	          12.857000          13.764000          11.472000          13.752000          13.236000          13.778000          13.053000          12.203000          15.434000          14.279000          13.787000          13.173000          12.331000          14.409000          14.145000          12.774000          12.148000          11.451000          13.251000          13.102000          11.174000          10.927000          10.506000          12.335000          11.419000          14.279000          13.764000          13.074000          14.856000          14.597000
  40.000	          13.184000          14.055000          11.686000          14.353000          13.607000          14.150000          13.390000          12.445000          16.107000          14.699000          14.055000          13.418000          12.502000          14.965000          14.455000          13.105000          12.448000          11.667000          13.850000          13.476000          11.388000          11.118000          10.634000          12.776000          11.668000          14.600000          14.055000          13.281000          15.458000          14.962000
  40.500	          13.502000          14.343000          11.895000          14.964000          13.969000          14.515000          13.723000          12.685000          16.793000          15.112000          14.314000          13.658000          12.668000          15.524000          14.755000          13.426000          12.741000          11.879000          14.458000          13.840000          11.604000          11.315000          10.769000          13.235000          11.920000          14.915000          14.343000          13.488000          16.072000          15.322000
  41.000	          13.810000          14.629000          12.100000          15.578000          14.319000          14.872000          14.051000          12.922000          17.486000          15.516000          14.563000          13.890000          12.831000          16.085000          15.043000          13.736000          13.027000          12.086000          15.071000          14.194000          11.823000          11.518000          10.909000          13.710000          12.176000          15.223000          14.629000          13.693000          16.696000          15.675000
  41.500	          14.106000          14.911000          12.299000          16.194000          14.658000          15.217000          14.372000          13.153000          18.183000          15.908000          14.800000          14.115000          12.988000          16.643000          15.320000          14.035000          13.306000          12.287000          15.686000          14.535000          12.045000          11.725000          11.056000          14.197000          12.433000          15.524000          14.911000          13.895000          17.325000          16.020000
  42.000	          14.389000          15.187000          12.491000          16.807000          14.982000          15.550000          14.684000          13.379000          18.880000          16.287000          15.026000          14.332000          13.140000          17.195000          15.583000          14.320000          13.575000          12.482000          16.298000          14.862000          12.267000          11.937000          11.207000          14.693000          12.691000          15.816000          15.187000          14.094000          17.957000          16.356000
  42.500	          14.658000          15.457000          12.675000          17.412000          15.291000          15.869000          14.987000          13.597000          19.571000          16.651000          15.238000          14.539000          13.285000          17.739000          15.832000          14.592000          13.833000          12.668000          16.904000          15.173000          12.490000          12.151000          11.362000          15.195000          12.949000          16.099000          15.457000          14.289000          18.588000          16.681000
  43.000	          14.911000          15.721000          12.851000          18.007000          15.583000          16.173000          15.278000          13.807000          20.252000          16.997000          15.437000          14.736000          13.424000          18.270000          16.066000          14.848000          14.080000          12.847000          17.500000          15.468000          12.713000          12.368000          11.520000          15.700000          13.205000          16.372000          15.721000          14.480000          19.212000          16.994000
  43.500	          15.148000          15.976000          13.018000          18.587000          15.857000          16.460000          15.556000          14.007000          20.919000          17.326000          15.622000          14.922000          13.554000          18.786000          16.284000          15.087000          14.314000          13.016000          18.082000          15.745000          12.934000          12.585000          11.681000          16.204000          13.460000          16.632000          15.976000          14.664000          19.828000          17.294000
  44.000	          15.368000          16.221000          13.174000          19.150000          16.112000          16.729000          15.819000          14.197000          21.567000          17.634000          15.793000          15.096000          13.676000          19.283000          16.485000          15.310000          14.535000          13.175000          18.647000          16.004000          13.153000          12.803000          11.843000          16.704000          13.711000          16.881000          16.221000          14.842000          20.431000          17.581000
  44.500	          15.571000          16.457000          13.320000          19.691000          16.347000          16.979000          16.068000          14.375000          22.193000          17.921000          15.948000          15.259000          13.789000          19.758000          16.670000          15.516000          14.742000          13.323000          19.192000          16.242000          13.369000          13.020000          12.005000          17.197000          13.959000          17.116000          16.457000          15.013000          21.017000          17.852000
  45.000	          15.755000          16.681000          13.454000          20.207000          16.562000          17.209000          16.299000          14.540000          22.793000          18.187000          16.088000          15.408000          13.892000          20.209000          16.836000          15.703000          14.934000          13.460000          19.713000          16.461000          13.581000          13.234000          12.167000          17.679000          14.201000          17.337000          16.681000          15.175000          21.584000          18.107000
  45.500	          15.920000          16.893000          13.575000          20.696000          16.756000          17.418000          16.514000          14.692000          23.363000          18.429000          16.212000          15.544000          13.986000          20.634000          16.986000          15.872000          15.110000          13.585000          20.208000          16.659000          13.789000          13.445000          12.326000          18.149000          14.437000          17.543000          16.893000          15.327000          22.128000          18.346000
  46.000	          16.067000          17.093000          13.684000          21.155000          16.929000          17.607000          16.710000          14.829000          23.901000          18.647000          16.321000          15.666000          14.068000          21.029000          17.117000          16.022000          15.271000          13.698000          20.674000          16.836000          13.991000          13.652000          12.482000          18.602000          14.665000          17.735000          17.093000          15.470000          22.645000          18.567000
  46.500	          16.195000          17.279000          13.781000          21.582000          17.081000          17.774000          16.887000          14.952000          24.403000          18.842000          16.414000          15.775000          14.139000          21.394000          17.231000          16.154000          15.416000          13.799000          21.109000          16.992000          14.187000          13.853000          12.634000          19.037000          14.887000          17.910000          17.279000          15.601000          23.134000          18.771000
  47.000	          16.304000          17.451000          13.864000          21.974000          17.211000          17.919000          17.045000          15.059000          24.868000          19.012000          16.491000          15.869000          14.200000          21.727000          17.326000          16.267000          15.544000          13.886000          21.511000          17.128000          14.376000          14.048000          12.780000          19.452000          15.099000          18.071000          17.451000          15.722000          23.592000          18.957000
  47.500	          16.395000          17.608000          13.933000          22.332000          17.321000          18.043000          17.183000          15.151000          25.293000          19.159000          16.553000          15.950000          14.248000          22.026000          17.405000          16.362000          15.656000          13.961000          21.878000          17.243000          14.557000          14.236000          12.921000          19.843000          15.303000          18.215000          17.608000          15.830000          24.017000          19.125000
  48.000	          16.468000          17.751000          13.989000          22.652000          17.411000          18.146000          17.302000          15.227000          25.676000          19.281000          16.600000          16.016000          14.285000          22.290000          17.466000          16.440000          15.752000          14.023000          22.209000          17.338000          14.730000          14.416000          13.054000          20.210000          15.496000          18.343000          17.751000          15.927000          24.407000          19.274000
  48.500	          16.523000          17.878000          14.033000          22.935000          17.481000          18.227000          17.401000          15.287000          26.017000          19.380000          16.633000          16.068000          14.311000          22.519000          17.512000          16.500000          15.832000          14.072000          22.503000          17.414000          14.895000          14.587000          13.180000          20.551000          15.680000          18.455000          17.878000          16.010000          24.760000          19.406000
  49.000	          16.561000          17.990000          14.063000          23.180000          17.532000          18.289000          17.481000          15.331000          26.314000          19.456000          16.652000          16.107000          14.325000          22.713000          17.541000          16.544000          15.897000          14.109000          22.760000          17.471000          15.050000          14.748000          13.296000          20.864000          15.852000          18.551000          17.990000          16.081000          25.076000          19.520000
  49.500	          16.584000          18.087000          14.080000          23.386000          17.565000          18.330000          17.542000          15.359000          26.567000          19.509000          16.657000          16.132000          14.328000          22.870000          17.555000          16.573000          15.946000          14.133000          22.979000          17.510000          15.196000          14.900000          13.404000          21.148000          16.014000          18.632000          18.087000          16.138000          25.354000          19.616000
  50.000	          16.592000          18.169000          14.086000          23.554000          17.580000          18.352000          17.585000          15.373000          26.776000          19.542000          16.650000          16.144000          14.319000          22.993000          17.555000          16.586000          15.982000          14.146000          23.161000          17.533000          15.332000          15.040000          13.501000          21.404000          16.165000          18.698000          18.169000          16.183000          25.593000          19.695000
