#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
   Angel	  Ex=1.590(2d5/2)AK  Ex=1.590(2d5/2)QV  Ex=1.590(2d5/2)AM  Ex=1.590(2d5/2)AG  Ex=1.590(2d5/2)AP  Ex=1.590(2d5/2)HK  Ex=1.590(2d5/2)HV  Ex=1.590(2d5/2)HM  Ex=1.590(2d5/2)HG  Ex=1.590(2d5/2)HP  Ex=1.590(2d5/2)BK  Ex=1.590(2d5/2)BV  Ex=1.590(2d5/2)BM  Ex=1.590(2d5/2)BG  Ex=1.590(2d5/2)BP  Ex=1.590(2d5/2)DK  Ex=1.590(2d5/2)DV  Ex=1.590(2d5/2)DM  Ex=1.590(2d5/2)DG  Ex=1.590(2d5/2)DP  Ex=1.590(2d5/2)LK  Ex=1.590(2d5/2)LV  Ex=1.590(2d5/2)LM  Ex=1.590(2d5/2)LG  Ex=1.590(2d5/2)LP  Ex=1.590(2d5/2)QK  Ex=1.590(2d5/2)QV  Ex=1.590(2d5/2)QM  Ex=1.590(2d5/2)QG  Ex=1.590(2d5/2)QP
   5.500	           3.314700           1.562800           1.731800          11.231000           4.466700           4.156200           3.369200           2.059500          15.152000           5.749800           2.873700           2.374400           1.777800           9.311600           3.763700           2.931500           2.290100           1.576100           9.609700           3.912700           1.158600           0.920710           0.490340           7.376300           1.858700           1.924600           1.562800           1.074700           8.147700           2.711400
   6.000	           3.369100           1.619600           1.796500          11.315000           4.525500           4.220400           3.441800           2.137400          15.230000           5.816400           2.917300           2.428300           1.838400           9.381600           3.808400           2.981700           2.347100           1.634500           9.693600           3.967800           1.211100           0.980380           0.551420           7.454300           1.917100           1.974800           1.619600           1.135600           8.220300           2.764100
   6.500	           3.425000           1.679900           1.864700          11.401000           4.585500           4.286800           3.517700           2.219700          15.310000           5.884600           2.962100           2.484500           1.902200           9.452500           3.853800           3.033300           2.406400           1.696000           9.779900           4.024000           1.267200           1.044600           0.617660           7.536800           1.979100           2.027500           1.679900           1.200700           8.295800           2.818900
   7.000	           3.481700           1.743100           1.935800          11.487000           4.645700           4.354300           3.596100           2.305700          15.388000           5.953400           3.007300           2.542400           1.968800           9.523100           3.899100           3.085600           2.467500           1.760100           9.867200           4.080500           1.326500           1.113200           0.688890           7.621700           2.044100           2.082300           1.743100           1.269600           8.373000           2.875400
   7.500	           3.538100           1.808900           2.009100          11.572000           4.705200           4.422100           3.676200           2.394800          15.465000           6.021600           3.052400           2.601300           2.037600           9.592000           3.943400           3.137700           2.529600           1.826300           9.954300           4.136300           1.388700           1.185800           0.764910           7.709400           2.111800           2.138500           1.808900           1.341800           8.451100           2.932800
   8.000	           3.593600           1.876600           2.084000          11.655000           4.763000           4.489100           3.757000           2.486100          15.538000           6.088200           3.096600           2.660600           2.108100           9.657900           3.986000           3.188700           2.592100           1.893800          10.040000           4.190400           1.453400           1.262000           0.845480           7.798600           2.181600           2.195600           1.876600           1.416900           8.528900           2.990400
   8.500	           3.647100           1.945800           2.159800          11.734000           4.817800           4.554600           3.837700           2.579000          15.606000           6.152000           3.139300           2.719500           2.179600           9.719300           4.026100           3.238000           2.654000           1.962100          10.121000           4.241900           1.520100           1.341400           0.930340           7.888000           2.252900           2.253000           1.945800           1.494500           8.605300           3.047700
   9.000	           3.697900           2.016000           2.235800          11.807000           4.868800           4.617300           3.917400           2.672700          15.667000           6.211900           3.179800           2.777600           2.251600           9.774900           4.062800           3.284500           2.714600           2.030500          10.199000           4.289600           1.588500           1.423800           1.019200           7.976700           2.325100           2.310300           2.016000           1.574300           8.679000           3.103800
   9.500	           3.744900           2.086600           2.311400          11.872000           4.914900           4.676500           3.995200           2.766500          15.720000           6.266600           3.217600           2.834100           2.323500           9.823300           4.095500           3.327500           2.773200           2.098400          10.269000           4.332700           1.658100           1.508600           1.111800           8.063500           2.397600           2.366800           2.086600           1.655700           8.749000           3.158100
  10.000	           3.787600           2.157200           2.385800          11.929000           4.955100           4.731300           4.070100           2.859600          15.762000           6.315300           3.252100           2.888500           2.395000           9.863200           4.123500           3.366300           2.829000           2.165200          10.332000           4.370300           1.728500           1.595500           1.207800           8.147400           2.470000           2.422200           2.157200           1.738400           8.813900           3.210100
  10.500	           3.825000           2.227400           2.458500          11.975000           4.988500           4.780700           4.141500           2.951300          15.792000           6.356900           3.282900           2.940300           2.465500           9.893200           4.146200           3.400200           2.881400           2.230300          10.385000           4.401400           1.799300           1.684200           1.307000           8.227100           2.541700           2.475900           2.227400           1.822100           8.872700           3.259200
  11.000	           3.856600           2.296800           2.529000          12.009000           5.014400           4.824200           4.208500           3.041100          15.808000           6.390500           3.309600           2.989200           2.534600           9.912300           4.163300           3.428500           2.929800           2.293200          10.428000           4.425400           1.870400           1.774300           1.409100           8.301700           2.612400           2.527700           2.296800           1.906400           8.924200           3.304900
  11.500	           3.881900           2.365100           2.596800          12.030000           5.032200           4.861000           4.270600           3.128300          15.810000           6.415300           3.332100           3.034800           2.602200           9.919400           4.174400           3.450900           2.973600           2.353600          10.458000           4.441700           1.941400           1.865500           1.513900           8.370000           2.681500           2.577200           2.365100           1.991200           8.967600           3.346900
  12.000	           3.900500           2.432300           2.661500          12.036000           5.041200           4.890800           4.327200           3.212600          15.795000           6.430900           3.350300           3.077000           2.668000           9.913800           4.179400           3.467000           3.012500           2.411200          10.475000           4.449800           2.012200           1.957700           1.621300           8.431200           2.749000           2.624500           2.432300           2.076300           9.001800           3.385100
  12.500	           3.912300           2.498100           2.722900          12.026000           5.041300           4.913300           4.378000           3.293600          15.762000           6.436800           3.364200           3.115800           2.732100           9.894800           4.178300           3.476600           3.046300           2.465700          10.478000           4.449500           2.082900           2.050600           1.731100           8.484400           2.814500           2.669500           2.498100           2.161600           9.026200           3.419200
  13.000	           3.917100           2.562700           2.780800          12.000000           5.032300           4.928200           4.422600           3.371100          15.711000           6.432700           3.374300           3.151300           2.794400           9.861800           4.171400           3.479600           3.074900           2.517000          10.465000           4.440600           2.153400           2.144400           1.843400           8.529000           2.878200           2.712400           2.562700           2.247300           9.040100           3.449400
  13.500	           3.915200           2.626200           2.835400          11.957000           5.014300           4.935700           4.461200           3.445000          15.641000           6.418700           3.380800           3.183800           2.855100           9.814800           4.159100           3.476400           3.098300           2.565300          10.436000           4.423300           2.223900           2.238900           1.958100           8.564300           2.940000           2.753400           2.626200           2.333500           9.043200           3.476000
  14.000	           3.906800           2.689000           2.886600          11.897000           4.987600           4.936000           4.493600           3.515300          15.551000           6.394800           3.384300           3.213600           2.914600           9.753700           4.141800           3.467200           3.116700           2.610600          10.392000           4.397800           2.294800           2.334400           2.075400           8.590000           3.000200           2.793000           2.689000           2.420300           9.035100           3.499300
  14.500	           3.892500           2.751300           2.934800          11.818000           4.952600           4.929500           4.520100           3.582100          15.441000           6.361600           3.385700           3.241500           2.973300           9.678700           4.120600           3.452600           3.130500           2.653300          10.330000           4.364700           2.366300           2.431100           2.195300           8.605800           3.059200           2.831700           2.751300           2.508200           9.015900           3.519800
  15.000	           3.873000           2.813900           2.980300          11.722000           4.910000           4.916700           4.541100           3.645700          15.312000           6.319500           3.385800           3.267900           3.031600           9.590300           4.096100           3.433300           3.140200           2.693800          10.253000           4.324700           2.439000           2.529100           2.318000           8.612200           3.117200           2.870200           2.813900           2.597500           8.985600           3.538300
  15.500	           3.849000           2.877100           3.023700          11.609000           4.860800           4.898400           4.557200           3.706500          15.162000           6.269400           3.385600           3.293800           3.090200           9.489200           4.069700           3.410000           3.146500           2.732600          10.159000           4.278600           2.513400           2.629000           2.443900           8.607500           3.175000           2.909400           2.877100           2.688800           8.944600           3.555700
  16.000	           3.821700           2.941900           3.065400          11.479000           4.805900           4.875600           4.568900           3.764800          14.993000           6.212200           3.386300           3.320000           3.149700           9.376300           4.042500           3.384000           3.150100           2.770300          10.050000           4.227500           2.590200           2.731000           2.573000           8.593800           3.233200           2.950100           2.941900           2.782400           8.893400           3.572800
  16.500	           3.792000           3.008800           3.106100          11.334000           4.746700           4.849200           4.577100           3.821300          14.806000           6.149200           3.389000           3.347600           3.210900           9.252800           4.015800           3.356200           3.152000           2.807700           9.926400           4.172800           2.669900           2.835600           2.705700           8.570800           3.292400           2.993300           3.008800           2.879000           8.832700           3.590700
  17.000	           3.761400           3.078700           3.146600          11.173000           4.684400           4.820500           4.582600           3.876600          14.602000           6.081500           3.395200           3.377500           3.274500           9.120100           3.991200           3.327900           3.153200           2.845400           9.788900           4.115600           2.753400           2.943300           2.842100           8.539200           3.353400           3.040100           3.078700           2.979200           8.763400           3.610600
  17.500	           3.731100           3.152400           3.187600          10.999000           4.620500           4.790600           4.586500           3.931200          14.382000           6.010500           3.406100           3.410900           3.341200           8.979500           3.970200           3.300600           3.154700           2.884300           9.638900           4.057500           2.841300           3.054500           2.982500           8.499600           3.417000           3.091400           3.152400           3.083500           8.686400           3.633700
  18.000	           3.702400           3.230800           3.229900          10.814000           4.556700           4.760900           4.589600           3.985800          14.147000           5.937900           3.423100           3.448700           3.411900           8.832800           3.954200           3.275400           3.157600           2.925100           9.477700           4.000100           2.934200           3.169600           3.127000           8.452900           3.484100           3.148400           3.230800           3.192400           8.603000           3.661200
  18.500	           3.676800           3.314500           3.274200          10.617000           4.494500           4.732700           4.593000           4.041000          13.900000           5.865100           3.447400           3.492200           3.487100           8.681700           3.944800           3.254000           3.163100           2.968600           9.307000           3.944900           3.032900           3.289000           3.275800           8.399900           3.555400           3.212100           3.314500           3.306400           8.514300           3.694300
  19.000	           3.655800           3.404300           3.321200          10.412000           4.435500           4.707400           4.597800           4.097500          13.641000           5.793900           3.480300           3.542200           3.567500           8.528000           3.943600           3.237500           3.172200           3.015600           9.128400           3.893600           3.137800           3.413000           3.428700           8.341600           3.631600           3.283400           3.404300           3.425800           8.421700           3.734200
  19.500	           3.640600           3.501000           3.371700          10.201000           4.381500           4.686400           4.604900           4.155900          13.374000           5.725700           3.523000           3.599700           3.653700           8.373700           3.951900           3.227600           3.186100           3.066700           8.943800           3.847800           3.249500           3.541800           3.585700           8.279100           3.713500           3.363400           3.501000           3.551100           8.326700           3.782000
  20.000	           3.632600           3.605000           3.426300           9.984500           4.333900           4.670800           4.615500           4.216600          13.099000           5.662200           3.576600           3.665600           3.746200           8.220800           3.971100           3.225400           3.205800           3.122700           8.755100           3.809000           3.368300           3.675600           3.746600           8.213500           3.801500           3.452800           3.605000           3.682300           8.230800           3.838900
  20.500	           3.633000           3.716800           3.485500           9.765700           4.294400           4.662000           4.630300           4.280300          12.820000           5.605000           3.641900           3.740500           3.845100           8.071100           4.002400           3.232100           3.232200           3.184100           8.564300           3.778900           3.494500           3.814300           3.911000           8.146000           3.896400           3.552300           3.716800           3.819700           8.135400           3.905800
  21.000	           3.643100           3.836800           3.549800           9.546600           4.264400           4.661100           4.650400           4.347100          12.538000           5.555700           3.719800           3.825000           3.950800           7.926800           4.047000           3.249000           3.266300           3.251300           8.373400           3.758800           3.628100           3.958000           4.078700           8.077600           3.998300           3.662500           3.836800           3.963100           8.042200           3.983600
  21.500	           3.663800           3.965200           3.619500           9.329400           4.245300           4.669200           4.676400           4.417600          12.256000           5.515500           3.810900           3.919700           4.063400           7.789700           4.105600           3.277100           3.308800           3.324700           8.184600           3.750100           3.769300           4.106400           4.248900           8.009600           4.107600           3.783800           3.965200           4.112500           7.952600           4.072900
  22.000	           3.696000           4.102200           3.695000           9.116200           4.238400           4.687300           4.709200           4.491800          11.977000           5.485900           3.915600           4.024800           4.182800           7.661600           4.179200           3.317200           3.360400           3.404600           7.999900           3.753900           3.917800           4.259200           4.421100           7.943100           4.224400           3.916500           4.102200           4.267500           7.868200           4.174500
  22.500	           3.740600           4.247600           3.776300           8.909300           4.244700           4.716100           4.749300           4.570000          11.703000           5.468100           4.034300           4.140500           4.308900           7.544600           4.268400           3.370000           3.421600           3.491000           7.821500           3.771500           4.073400           4.416000           4.594600           7.879300           4.348700           4.060800           4.247600           4.427900           7.790500           4.288600
  23.000	           3.798100           4.401400           3.863500           8.710900           4.265200           4.756400           4.797300           4.652300          11.436000           5.463100           4.167000           4.266700           4.441400           7.440300           4.373400           3.436200           3.492900           3.584100           7.651500           3.803600           4.235700           4.576200           4.768500           7.819300           4.480500           4.216700           4.401400           4.593100           7.721100           4.415700
  23.500	           3.869000           4.563400           3.956700           8.523200           4.300800           4.808800           4.853600           4.738600          11.178000           5.471900           4.313700           4.403500           4.579900           7.350300           4.494500           3.516300           3.574600           3.683800           7.491800           3.851100           4.404000           4.739400           4.942000           7.764000           4.619500           4.384000           4.563400           4.762500           7.661400           4.555900
  24.000	           3.953800           4.733100           4.055700           8.348300           4.352100           4.873700           4.918600           4.829000          10.933000           5.495500           4.474100           4.550600           4.723900           7.276300           4.631800           3.610500           3.666900           3.790000           7.344700           3.914500           4.577800           4.904800           5.114100           7.715000           4.765300           4.562400           4.733100           4.935700           7.612800           4.709200
  24.500	           4.052400           4.910200           4.160400           8.188400           4.419600           4.951600           4.992500           4.923300          10.703000           5.534300           4.647900           4.707600           4.873000           7.219800           4.785200           3.719000           3.769900           3.902400           7.211900           3.994400           4.756400           5.071600           5.284000           7.672900           4.917500           4.751500           4.910200           5.111900           7.576700           4.875500
  25.000	           4.165200           5.094200           4.270500           8.045300           4.503700           5.042500           5.075600           5.021500          10.489000           5.589100           4.834500           4.874100           5.026500           7.182100           4.954400           3.841800           3.883600           4.020800           7.095500           4.091100           4.939000           5.239300           5.450600           7.638800           5.075500           4.950900           5.094200           5.290300           7.554500           5.054500
  25.500	           4.291900           5.284500           4.385800           7.921200           4.604600           5.146600           5.168000           5.123400          10.295000           5.660200           5.033400           5.049500           5.183900           7.164500           5.138800           3.978800           4.007900           4.144800           6.997300           4.204700           5.124700           5.406900           5.613200           7.613800           5.238900           5.159900           5.284500           5.470300           7.547400           5.245800
  26.000	           4.432300           5.480600           4.506000           7.817700           4.722400           5.264100           5.269800           5.228800          10.122000           5.748000           5.243700           5.233200           5.344400           7.168200           5.338100           4.129800           4.142700           4.274200           6.919000           4.335200           5.312600           5.573800           5.770900           7.598900           5.407000           5.377800           5.480600           5.651300           7.556800           5.449200
  26.500	           4.586300           5.681800           4.630900           7.736800           4.857000           5.394700           5.381000           5.337800           9.972600           5.852700           5.464600           5.424700           5.507400           7.194200           5.551400           4.294500           4.287600           4.408600           6.862200           4.482600           5.501900           5.739200           5.922900           7.595000           5.579100           5.604100           5.681800           5.832400           7.583800           5.663900
  27.000	           4.753500           5.887600           4.760000           7.679900           5.008200           5.538400           5.501600           5.450100           9.848800           5.974300           5.695200           5.623100           5.672400           7.243400           5.778000           4.472300           4.442500           4.547500           6.828700           4.646500           5.691800           5.902500           6.068600           7.603000           5.754500           5.837800           5.887600           6.013200           7.629600           5.889400
  27.500	           4.933300           6.097400           4.893200           7.648700           5.175800           5.694900           5.631700           5.565700           9.752700           6.112800           5.934700           5.827900           5.838700           7.316700           6.016900           4.662900           4.607000           4.690800           6.819700           4.826700           5.881300           6.063100           6.207300           7.623700           5.932600           6.078200           6.097400           6.193000           7.695200           6.125100
  28.000	           5.125300           6.310500           5.030200           7.644600           5.359400           5.864000           5.771200           5.684600           9.685900           6.268100           6.181900           6.038200           6.005800           7.414700           6.267400           4.865700           4.780700           4.837900           6.836600           5.022600           6.069700           6.220400           6.338800           7.658200           6.112700           6.324500           6.310500           6.371400           7.781700           6.370300
  28.500	           5.328800           6.526600           5.170800           7.668700           5.558300           6.045300           5.919900           5.806800           9.649900           6.439900           6.435800           6.253400           6.173300           7.537900           6.528200           5.079900           4.963200           4.988600           6.880600           5.233800           6.256300           6.374100           6.462600           7.707000           6.294200           6.576000           6.526600           6.548000           7.889900           6.624100
  29.000	           5.543200           6.745200           5.314700           7.722200           5.772100           6.238400           6.077900           5.932300           9.646300           6.627800           6.695500           6.472900           6.340600           7.686800           6.798400           5.304900           5.154100           5.142700           6.952700           5.459500           6.440400           6.523800           6.578700           7.771300           6.476500           6.831800           6.745200           6.722400           8.020800           6.886000
  29.500	           5.767800           6.965700           5.461700           7.805900           5.999900           6.442900           6.244900           6.061200           9.676600           6.831500           6.959800           6.695800           6.507600           7.861600           7.076800           5.539900           5.353000           5.299800           7.053800           5.698900           6.621400           6.669200           6.687100           7.851200           6.659000           7.091100           6.965700           6.894600           8.175000           7.155000
  30.000	           6.001800           7.187800           5.611800           7.920600           6.241000           6.658200           6.421000           6.193700           9.741600           7.050400           7.227900           6.921700           6.673700           8.062400           7.362400           5.784100           5.559400           5.459800           7.184500           5.951300           6.798900           6.810300           6.787800           7.947700           6.841300           7.353400           7.187800           7.064400           8.353200           7.430400
  30.500	           6.244500           7.411200           5.764700           8.066600           6.494500           6.883900           6.605800           6.329800           9.842000           7.283800           7.498600           7.149800           6.839000           8.289200           7.653900           6.036700           5.772800           5.622400           7.345400           6.215700           6.972400           6.946900           6.881100           8.061200           7.022800           7.617800           7.411200           7.231700           8.555900           7.711500
  31.000	           6.494900           7.635600           5.920400           8.244400           6.759300           7.119200           6.799300           6.469800           9.978700           7.531000           7.771000           7.379600           7.003100           8.541600           7.950100           6.296700           5.992700           5.787500           7.536600           6.491100           7.141800           7.079300           6.967500           8.192000           7.203200           7.883600           7.635600           7.396700           8.783200           7.997400
  31.500	           6.752100           7.860700           6.078800           8.453800           7.034600           7.363600           7.001100           6.613700          10.152000           7.791200           8.044100           7.610400           7.165900           8.819300           8.250000           6.563300           6.218600           5.954900           7.758200           6.776400           7.306600           7.207400           7.047400           8.340600           7.382200           8.150300           7.860700           7.559400           9.035500           8.287200
  32.000	           7.015300           8.086400           6.239700           8.694600           7.319000           7.616300           7.210900           6.761700          10.361000           8.063400           8.316900           7.841800           7.327400           9.121500           8.552200           6.835400           6.449800           6.124400           8.010000           7.070400           7.466700           7.331700           7.121500           8.507100           7.559300           8.417200           8.086400           7.720000           9.312700           8.580300
  32.500	           7.283500           8.312300           6.403100           8.966400           7.611500           7.876400           7.428400           6.913900          10.607000           8.346600           8.588600           8.073200           7.487500           9.447500           8.855500           7.112200           6.685800           6.295900           8.291400           7.372000           7.622200           7.452200           7.190400           8.691400           7.734500           8.683700           8.312300           7.878800           9.614400           8.875600
  33.000	           7.555500           8.538200           6.568800           9.268200           7.910600           8.143200           7.653200           7.070400          10.888000           8.639600           8.858100           8.304000           7.646200           9.796100           9.158800           7.392400           6.926000           6.469200           8.601800           7.679800           7.772900           7.569400           7.254900           8.893300           7.907300           8.949200           8.538200           8.035900           9.940400           9.172500
  33.500	           7.830400           8.764000           6.736500           9.599000           8.215200           8.415600           7.884700           7.231100          11.204000           8.941200           9.124600           8.533700           7.803300          10.166000           9.460900           7.675100           7.169600           6.644000           8.940100           7.992500           7.918900           7.683700           7.315600           9.112600           8.077600           9.213200           8.764000           8.191700          10.290000           9.469900
  34.000	           8.107100           8.989400           6.906200           9.957500           8.523600           8.692800           8.122300           7.396000          11.552000           9.250100           9.387200           8.761700           7.958800          10.556000           9.760400           7.959100           7.415900           6.820200           9.305000           8.308700           8.060200           7.795400           7.373500           9.348700           8.245200           9.474900           8.989400           8.346300          10.662000           9.767200
  34.500	           8.384300           9.214200           7.077400          10.342000           8.834500           8.973600           8.365300           7.564900          11.933000           9.564800           9.645000           8.987400           8.112700          10.964000          10.056000           8.243300           7.664100           6.997400           9.694900           8.626900           8.196900           7.904800           7.429300           9.600900           8.409900           9.733900           9.214200           8.500000          11.055000          10.063000
