#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.590) ELAB= 14.780
   Angel	  Ex=1.590(2d5/2)AK  Ex=1.590(2d5/2)QV  Ex=1.590(2d5/2)AM  Ex=1.590(2d5/2)AG  Ex=1.590(2d5/2)AP  Ex=1.590(2d5/2)HK  Ex=1.590(2d5/2)HV  Ex=1.590(2d5/2)HM  Ex=1.590(2d5/2)HG  Ex=1.590(2d5/2)HP  Ex=1.590(2d5/2)BK  Ex=1.590(2d5/2)BV  Ex=1.590(2d5/2)BM  Ex=1.590(2d5/2)BG  Ex=1.590(2d5/2)BP  Ex=1.590(2d5/2)DK  Ex=1.590(2d5/2)DV  Ex=1.590(2d5/2)DM  Ex=1.590(2d5/2)DG  Ex=1.590(2d5/2)DP  Ex=1.590(2d5/2)LK  Ex=1.590(2d5/2)LV  Ex=1.590(2d5/2)LM  Ex=1.590(2d5/2)LG  Ex=1.590(2d5/2)LP  Ex=1.590(2d5/2)QK  Ex=1.590(2d5/2)QV  Ex=1.590(2d5/2)QM  Ex=1.590(2d5/2)QG  Ex=1.590(2d5/2)QP
  35.000	           8.661000           9.438100           7.249900          10.750000           9.146300           9.256900           8.613000           7.737700          12.343000           9.883800           9.897200           9.210300           8.264800          11.388000          10.347000           8.526500           7.913400           7.175200          10.108000           8.945500           8.329200           8.012400           7.483700           9.868300           8.571500           9.989600           9.438100           8.653000          11.469000          10.357000
  35.500	           8.935800           9.660800           7.423200          11.181000           9.457400           9.541500           8.864400           7.913900          12.781000          10.205000          10.143000           9.429800           8.414900          11.827000          10.632000           8.807500           8.162900           7.353400          10.542000           9.263100           8.457200           8.118600           7.537400          10.150000           8.729800          10.241000           9.660800           8.805300          11.901000          10.648000
  36.000	           9.207700           9.881900           7.596900          11.630000           9.766300           9.826100           9.118700           8.093100          13.244000          10.528000          10.381000           9.645200           8.562900          12.277000          10.909000           9.085000           8.411500           7.531400          10.995000           9.578100           8.581000           8.223600           7.591200          10.444000           8.884800          10.488000           9.881900           8.957000          12.349000          10.935000
  36.500	           9.475200          10.101000           7.770400          12.096000          10.071000          10.109000           9.374700           8.274800          13.729000          10.850000          10.611000           9.855800           8.708400          12.737000          11.178000           9.358000           8.658500           7.708600          11.464000           9.888900           8.700800           8.327600           7.645500          10.750000           9.036100          10.731000          10.101000           9.108200          12.812000          11.217000
  37.000	           9.737200          10.318000           7.943200          12.576000          10.371000          10.390000           9.631300           8.458400          14.233000          11.170000          10.833000          10.061000           8.851200          13.203000          11.438000           9.625100           8.902700           7.884700          11.947000          10.194000           8.816700           8.431100           7.701000          11.065000           9.183700          10.967000          10.318000           9.258700          13.287000          11.493000
  37.500	           9.992500          10.531000           8.114500          13.067000          10.663000          10.667000           9.887500           8.643000          14.752000          11.486000          11.044000          10.260000           8.990900          13.673000          11.687000           9.885100           9.143100           8.058800          12.439000          10.492000           8.928800           8.534000           7.758000          11.389000           9.327200          11.197000          10.531000           9.408400          13.772000          11.762000
  38.000	          10.240000          10.741000           8.283600          13.565000          10.947000          10.939000          10.142000           8.828000          15.284000          11.796000          11.245000          10.453000           9.127100          14.145000          11.924000          10.137000           9.378600           8.230400          12.940000          10.780000           9.037200           8.636600           7.816900          11.719000           9.466600          11.419000          10.741000           9.557000          14.263000          12.024000
  38.500	          10.478000          10.947000           8.449800          14.067000          11.221000          11.203000          10.393000           9.012400          15.824000          12.098000          11.435000          10.637000           9.259300          14.614000          12.148000          10.379000           9.608200           8.398700          13.444000          11.059000           9.142100           8.738900           7.878000          12.052000           9.601600          11.635000          10.947000           9.704300          14.759000          12.276000
  39.000	          10.706000          11.149000           8.612300          14.569000          11.483000          11.460000          10.640000           9.195200          16.370000          12.391000          11.613000          10.814000           9.387000          15.079000          12.359000          10.611000           9.830900           8.563000          13.949000          11.326000           9.243400           8.840800           7.941200          12.388000           9.732100          11.841000          11.149000           9.849900          15.257000          12.520000
  39.500	          10.922000          11.345000           8.770200          15.069000          11.732000          11.708000          10.881000           9.375500          16.916000          12.674000          11.779000          10.982000           9.509800          15.536000          12.556000          10.832000          10.046000           8.722500          14.451000          11.580000           9.341400           8.942400           8.006800          12.724000           9.857900          12.039000          11.345000           9.993300          15.753000          12.752000
  40.000	          11.126000          11.535000           8.922800          15.562000          11.967000          11.945000          11.115000           9.552200          17.459000          12.944000          11.933000          11.141000           9.627100          15.982000          12.737000          11.040000          10.251000           8.876500          14.948000          11.820000           9.435900           9.043600           8.074700          13.057000           9.978800          12.228000          11.535000          10.134000          16.244000          12.974000
  40.500	          11.317000          11.718000           9.069200          16.046000          12.187000          12.170000          11.341000           9.724300          17.995000          13.200000          12.072000          11.289000           9.738400          16.415000          12.903000          11.234000          10.447000           9.024300          15.435000          12.044000           9.527300           9.144300           8.144800          13.386000          10.095000          12.407000          11.718000          10.272000          16.728000          13.183000
  41.000	          11.494000          11.895000           9.208700          16.517000          12.391000          12.383000          11.558000           9.890700          18.520000          13.441000          12.199000          11.427000           9.843100          16.831000          13.053000          11.415000          10.632000           9.165100          15.910000          12.253000           9.615400           9.244200           8.216800          13.709000          10.206000          12.575000          11.895000          10.406000          17.201000          13.380000
  41.500	          11.656000          12.063000           9.340500          16.971000          12.577000          12.582000          11.764000          10.050000          19.032000          13.666000          12.311000          11.554000           9.940800          17.228000          13.187000          11.581000          10.806000           9.298300          16.369000          12.444000           9.700300           9.343200           8.290600          14.022000          10.311000          12.733000          12.063000          10.535000          17.660000          13.564000
  42.000	          11.803000          12.224000           9.463900          17.406000          12.746000          12.766000          11.958000          10.203000          19.525000          13.874000          12.410000          11.670000          10.031000          17.604000          13.304000          11.732000          10.967000           9.423100          16.810000          12.618000           9.782200           9.441000           8.365700          14.325000          10.412000          12.880000          12.224000          10.660000          18.103000          13.734000
  42.500	          11.935000          12.375000           9.578300          17.819000          12.897000          12.935000          12.140000          10.346000          19.997000          14.064000          12.494000          11.774000          10.113000          17.956000          13.404000          11.867000          11.116000           9.539100          17.229000          12.774000           9.861100           9.537500           8.441900          14.615000          10.507000          13.015000          12.375000          10.779000          18.528000          13.891000
  43.000	          12.051000          12.517000           9.683100          18.206000          13.029000          13.088000          12.309000          10.480000          20.445000          14.235000          12.565000          11.865000          10.187000          18.282000          13.488000          11.987000          11.251000           9.645700          17.625000          12.911000           9.937100           9.632300           8.518800          14.891000          10.597000          13.139000          12.517000          10.893000          18.930000          14.033000
  43.500	          12.150000          12.649000           9.777800          18.567000          13.142000          13.225000          12.463000          10.604000          20.866000          14.387000          12.622000          11.945000          10.252000          18.581000          13.555000          12.091000          11.372000           9.742600          17.994000          13.030000          10.010000           9.725400           8.595900          15.151000          10.683000          13.252000          12.649000          11.000000          19.309000          14.161000
  44.000	          12.234000          12.772000           9.862100          18.898000          13.237000          13.346000          12.602000          10.717000          21.257000          14.520000          12.665000          12.013000          10.309000          18.850000          13.606000          12.179000          11.480000           9.829200          18.334000          13.130000          10.081000           9.816300           8.672800          15.393000          10.763000          13.353000          12.772000          11.100000          19.662000          14.275000
  44.500	          12.302000          12.884000           9.935600          19.198000          13.313000          13.450000          12.727000          10.819000          21.615000          14.633000          12.696000          12.069000          10.356000          19.088000          13.641000          12.251000          11.574000           9.905500          18.645000          13.213000          10.149000           9.905000           8.749000          15.616000          10.838000          13.442000          12.884000          11.192000          19.987000          14.375000
  45.000	          12.355000          12.985000           9.998200          19.466000          13.372000          13.537000          12.836000          10.908000          21.940000          14.727000          12.713000          12.112000          10.394000          19.295000          13.662000          12.308000          11.654000           9.971200          18.923000          13.277000          10.214000           9.991200           8.824100          15.820000          10.909000          13.520000          12.985000          11.277000          20.283000          14.461000
  45.500	          12.392000          13.076000          10.050000          19.699000          13.413000          13.608000          12.929000          10.986000          22.230000          14.801000          12.719000          12.144000          10.423000          19.470000          13.668000          12.351000          11.720000          10.026000          19.169000          13.324000          10.278000          10.075000           8.897600          16.003000          10.976000          13.587000          13.076000          11.354000          20.548000          14.534000
  46.000	          12.416000          13.157000          10.091000          19.898000          13.437000          13.663000          13.007000          11.051000          22.482000          14.858000          12.713000          12.165000          10.443000          19.611000          13.660000          12.379000          11.772000          10.071000          19.381000          13.354000          10.339000          10.155000           8.969200          16.164000          11.039000          13.643000          13.157000          11.422000          20.781000          14.593000
  46.500	          12.425000          13.227000          10.120000          20.062000          13.445000          13.702000          13.070000          11.104000          22.697000          14.896000          12.697000          12.174000          10.454000          19.719000          13.640000          12.394000          11.811000          10.105000          19.558000          13.369000          10.398000          10.233000           9.038300          16.303000          11.097000          13.689000          13.227000          11.482000          20.981000          14.640000
  47.000	          12.422000          13.287000          10.139000          20.191000          13.438000          13.726000          13.117000          11.144000          22.874000          14.916000          12.670000          12.173000          10.456000          19.795000          13.608000          12.395000          11.838000          10.129000          19.701000          13.369000          10.455000          10.307000           9.104500          16.421000          11.153000          13.725000          13.287000          11.533000          21.148000          14.675000
  47.500	          12.407000          13.336000          10.148000          20.284000          13.417000          13.735000          13.149000          11.171000          23.012000          14.921000          12.635000          12.162000          10.449000          19.838000          13.565000          12.385000          11.852000          10.143000          19.810000          13.354000          10.511000          10.378000           9.167500          16.516000          11.205000          13.751000          13.336000          11.576000          21.282000          14.699000
  48.000	          12.380000          13.376000          10.147000          20.343000          13.383000          13.731000          13.168000          11.187000          23.112000          14.910000          12.591000          12.142000          10.435000          19.849000          13.513000          12.364000          11.855000          10.147000          19.884000          13.327000          10.565000          10.445000           9.227000          16.589000          11.255000          13.769000          13.376000          11.610000          21.382000          14.712000
  48.500	          12.343000          13.406000          10.136000          20.368000          13.338000          13.715000          13.172000          11.190000          23.175000          14.884000          12.540000          12.113000          10.412000          19.829000          13.452000          12.333000          11.847000          10.142000          19.925000          13.289000          10.617000          10.509000           9.282500          16.641000          11.302000          13.778000          13.406000          11.635000          21.450000          14.715000
  49.000	          12.298000          13.426000          10.117000          20.360000          13.282000          13.686000          13.164000          11.183000          23.201000          14.846000          12.482000          12.076000          10.382000          19.779000          13.384000          12.293000          11.828000          10.129000          19.933000          13.240000          10.668000          10.569000           9.333800          16.672000          11.346000          13.780000          13.426000          11.652000          21.485000          14.710000
  49.500	          12.244000          13.438000          10.089000          20.320000          13.217000          13.647000          13.144000          11.164000          23.192000          14.795000          12.419000          12.032000          10.345000          19.700000          13.309000          12.244000          11.801000          10.107000          19.910000          13.181000          10.718000          10.626000           9.380500          16.682000          11.389000          13.774000          13.438000          11.660000          21.489000          14.697000
  50.000	          12.184000          13.442000          10.053000          20.251000          13.144000          13.598000          13.112000          11.135000          23.148000          14.734000          12.351000          11.981000          10.302000          19.595000          13.229000          12.189000          11.766000          10.078000          19.856000          13.115000          10.766000          10.679000           9.422500          16.673000          11.430000          13.763000          13.442000          11.661000          21.463000          14.676000
