#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 2.340) ELAB= 14.780
   Angel	  Ex=2.340(2d5/2)AK  Ex=2.340(2d5/2)QV  Ex=2.340(2d5/2)AM  Ex=2.340(2d5/2)AG  Ex=2.340(2d5/2)AP  Ex=2.340(2d5/2)HK  Ex=2.340(2d5/2)HV  Ex=2.340(2d5/2)HM  Ex=2.340(2d5/2)HG  Ex=2.340(2d5/2)HP  Ex=2.340(2d5/2)BK  Ex=2.340(2d5/2)BV  Ex=2.340(2d5/2)BM  Ex=2.340(2d5/2)BG  Ex=2.340(2d5/2)BP  Ex=2.340(2d5/2)DK  Ex=2.340(2d5/2)DV  Ex=2.340(2d5/2)DM  Ex=2.340(2d5/2)DG  Ex=2.340(2d5/2)DP  Ex=2.340(2d5/2)LK  Ex=2.340(2d5/2)LV  Ex=2.340(2d5/2)LM  Ex=2.340(2d5/2)LG  Ex=2.340(2d5/2)LP  Ex=2.340(2d5/2)QK  Ex=2.340(2d5/2)QV  Ex=2.340(2d5/2)QM  Ex=2.340(2d5/2)QG  Ex=2.340(2d5/2)QP
  27.500	           5.154000           6.730500           5.809100           7.063000           5.221600           5.892800           6.098400           6.485600           8.904000           6.108000           6.151200           6.380800           6.853200           6.838200           6.062500           4.875900           5.101400           5.595200           6.364900           4.875700           6.452600           6.919600           7.322400           8.677800           6.527500           6.399800           6.730500           7.240200           7.756300           6.344400
  28.000	           5.374800           6.988900           6.009300           7.030800           5.421100           6.091000           6.280400           6.670000           8.807800           6.279000           6.435700           6.639600           7.089900           6.906000           6.336200           5.108100           5.317300           5.806000           6.352600           5.088400           6.649000           7.098400           7.501000           8.625500           6.700200           6.677700           6.988900           7.488400           7.790100           6.605300
  28.500	           5.608300           7.250300           6.212200           7.020200           5.636600           6.303000           6.471700           6.857200           8.736000           6.467400           6.728200           6.902700           7.325800           6.993100           6.621100           5.353000           5.541700           6.019600           6.360800           5.316800           6.844000           7.272300           7.670300           8.580600           6.874100           6.962400           7.250300           7.734300           7.839800           6.875900
  29.000	           5.853800           7.514000           6.417100           7.033400           5.867600           6.528400           6.672000           7.046700           8.691400           6.673300           7.027500           7.169300           7.560000           7.100900           6.916200           5.609700           5.774000           6.235400           6.391600           5.560500           7.037000           7.440900           7.829700           8.545500           7.048700           7.253200           7.514000           7.977300           7.906900           7.156300
  29.500	           6.110600           7.779400           6.623600           7.071500           6.113500           6.766800           6.881000           7.238200           8.675500           6.896200           7.332400           7.438600           7.791700           7.229900           7.220400           5.877700           6.013700           6.452800           6.446100           5.818900           7.227400           7.603900           7.979100           8.520600           7.223700           7.549200           7.779400           8.216700           7.992900           7.445000
  30.000	           6.378000           8.046100           6.831200           7.136400           6.373900           7.017900           7.098600           7.431600           8.690700           7.136000           7.642000           7.709800           8.020300           7.381300           7.532800           6.156100           6.260200           6.671200           6.526000           6.091400           7.415000           7.761300           8.118500           8.508600           7.399100           7.849700           8.046100           8.452000           8.099400           7.741900
  30.500	           6.655300           8.313700           7.039500           7.229500           6.648100           7.281000           7.324700           7.626800           8.738800           7.392300           7.955100           7.982200           8.245200           7.555900           7.852400           6.444200           6.513100           6.890200           6.632900           6.377500           7.599700           7.913300           8.247900           8.511000           7.574800           8.154000           8.313700           8.682900           8.227700           8.046300
  31.000	           6.941900           8.582000           7.248300           7.352200           6.935600           7.555900           7.559100           7.823700           8.821700           7.664900           8.271000           8.255300           8.466200           7.754500           8.178200           6.741400           6.772000           7.109600           6.767900           6.676300           7.781400           8.060200           8.367900           8.529700           7.750800           8.461700           8.582000           8.909200           8.379500           8.357700
  31.500	           7.237100           8.850600           7.457600           7.505600           7.235600           7.842100           7.801800           8.022500           8.940800           7.953000           8.588700           8.528400           8.682900           7.977600           8.509400           7.046700           7.036600           7.329100           6.932300           6.987300           7.960200           8.202300           8.479000           8.566400           7.927400           8.772100           8.850600           9.131000           8.556000           8.675400
  32.000	           7.540100           9.119700           7.667100           7.690700           7.547400           8.139000           8.052600           8.223200           9.097400           8.256600           8.907400           8.801300           8.895400           8.226100           8.845000           7.359600           7.306300           7.548600           7.127000           7.309600           8.136400           8.340400           8.582100           8.623000           8.104800           9.084800           9.119700           9.348400           8.758500           8.999600
  32.500	           7.850300           9.389100           7.876900           7.908300           7.870200           8.446000           8.311500           8.426100           9.292600           8.574700           9.226400           9.073600           9.103600           8.500100           9.184200           7.679200           7.580900           7.768000           7.352900           7.642400           8.310300           8.475200           8.678000           8.700800           8.283300           9.399500           9.389100           9.561700           8.988100           9.329200
  33.000	           8.166900           9.659000           8.087000           8.159000           8.203200           8.762700           8.578300           8.631300           9.527200           8.906700           9.545000           9.345100           9.307500           8.799800           9.526200           8.004900           7.860000           7.987300           7.610500           7.984900           8.482300           8.607300           8.767900           8.801400           8.463300           9.715700           9.659000           9.771200           9.245700           9.664000
  33.500	           8.489100           9.929300           8.297400           8.442700           8.545500           9.088400           8.852900           8.839100           9.801500           9.251700           9.862400           9.615400           9.507500           9.125100           9.870000           8.335600           8.143300           8.206500           7.900000           8.336100           8.652900           8.737800           8.852900           8.925900           8.645200          10.033000           9.929300           9.977400           9.532000          10.003000
  34.000	           8.816100          10.200000           8.508300           8.759600           8.896000           9.422200           9.134900           9.049600          10.116000           9.608900          10.178000           9.884400           9.703700           9.476000          10.215000           8.670800           8.430300           8.425500           8.221400           8.695000           8.822600           8.867500           8.934200           9.075600           8.829300          10.352000          10.200000          10.181000           9.847400          10.347000
  34.500	           9.147100          10.472000           8.719600           9.109300           9.253700           9.763500           9.424100           9.263000          10.469000           9.977300          10.492000          10.152000           9.896300           9.851900          10.560000           9.009400           8.720700           8.644400           8.574400           9.060500           8.992000           8.997300           9.013100           9.251100           9.016100          10.671000          10.472000          10.382000          10.192000          10.694000
  35.000	           9.481100          10.745000           8.931200           9.491100           9.617400          10.111000           9.720100           9.479300          10.862000          10.356000          10.802000          10.418000          10.086000          10.252000          10.904000           9.350500           9.013900           8.863300           8.958400           9.431500           9.161600           9.128200           9.090800           9.453100           9.205900          10.990000          10.745000          10.581000          10.566000          11.044000
  35.500	           9.817100          11.018000           9.143300           9.903800           9.985900          10.465000          10.022000           9.698700          11.292000          10.743000          11.109000          10.682000          10.272000          10.675000          11.247000           9.693200           9.309500           9.081900           9.372500           9.806600           9.331800           9.261000           9.168400           9.681800           9.399000          11.309000          11.018000          10.778000          10.969000          11.397000
  36.000	          10.154000          11.292000           9.355600          10.346000          10.358000          10.823000          10.330000           9.920900          11.759000          11.137000          11.412000          10.943000          10.455000          11.121000          11.588000          10.036000           9.606700           9.300200           9.815400          10.185000           9.503200           9.396400           9.247200           9.937100           9.595600          11.627000          11.292000          10.975000          11.400000          11.752000
  36.500	          10.491000          11.567000           9.568000          10.816000          10.732000          11.184000          10.643000          10.146000          12.260000          11.537000          11.710000          11.202000          10.636000          11.587000          11.924000          10.379000           9.904800           9.518000          10.285000          10.564000           9.676100           9.535200           9.328200          10.219000           9.795900          11.945000          11.567000          11.171000          11.858000          12.108000
  37.000	          10.827000          11.843000           9.780200          11.312000          11.106000          11.547000          10.959000          10.373000          12.793000          11.941000          12.002000          11.458000          10.814000          12.071000          12.257000          10.720000          10.203000           9.735000          10.780000          10.944000           9.850900           9.678000           9.412300          10.526000           9.999800          12.261000          11.843000          11.366000          12.342000          12.463000
  37.500	          11.160000          12.118000           9.991700          11.831000          11.479000          11.910000          11.279000          10.602000          13.356000          12.348000          12.288000          11.711000          10.989000          12.572000          12.584000          11.058000          10.501000           9.950900          11.298000          11.322000          10.028000           9.825200           9.500300          10.858000          10.207000          12.575000          12.118000          11.562000          12.850000          12.818000
  38.000	          11.489000          12.394000          10.202000          12.371000          11.849000          12.273000          11.600000          10.833000          13.945000          12.755000          12.568000          11.960000          11.162000          13.086000          12.904000          11.391000          10.797000          10.165000          11.837000          11.696000          10.207000           9.977100           9.592800          11.213000          10.418000          12.886000          12.394000          11.757000          13.379000          13.172000
  38.500	          11.813000          12.669000          10.411000          12.929000          12.215000          12.634000          11.922000          11.064000          14.557000          13.161000          12.839000          12.204000          11.331000          13.613000          13.217000          11.719000          11.091000          10.377000          12.393000          12.067000          10.388000          10.134000           9.690300          11.590000          10.633000          13.193000          12.669000          11.952000          13.929000          13.522000
  39.000	          12.131000          12.943000          10.617000          13.501000          12.575000          12.990000          12.243000          11.295000          15.189000          13.563000          13.102000          12.443000          11.498000          14.148000          13.521000          12.041000          11.380000          10.587000          12.963000          12.430000          10.571000          10.296000           9.793200          11.986000          10.850000          13.496000          12.943000          12.146000          14.495000          13.869000
  39.500	          12.440000          13.215000          10.821000          14.083000          12.927000          13.341000          12.563000          11.525000          15.836000          13.960000          13.355000          12.677000          11.660000          14.689000          13.815000          12.354000          11.666000          10.793000          13.544000          12.786000          10.756000          10.462000           9.901500          12.400000          11.070000          13.794000          13.215000          12.340000          15.075000          14.211000
  40.000	          12.741000          13.484000          11.021000          14.674000          13.270000          13.685000          12.878000          11.753000          16.495000          14.350000          13.599000          12.904000          11.819000          15.233000          14.098000          12.658000          11.945000          10.995000          14.133000          13.132000          10.943000          10.634000          10.015000          12.830000          11.291000          14.086000          13.484000          12.532000          15.666000          14.546000
  40.500	          13.031000          13.750000          11.216000          15.268000          13.601000          14.020000          13.189000          11.978000          17.162000          14.730000          13.831000          13.123000          11.973000          15.776000          14.369000          12.951000          12.217000          11.193000          14.726000          13.467000          11.132000          10.809000          10.135000          13.272000          11.514000          14.372000          13.750000          12.723000          16.264000          14.874000
  41.000	          13.310000          14.012000          11.405000          15.862000          13.920000          14.345000          13.493000          12.198000          17.831000          15.099000          14.052000          13.335000          12.122000          16.316000          14.628000          13.232000          12.481000          11.384000          15.320000          13.789000          11.321000          10.989000          10.259000          13.723000          11.737000          14.649000          14.012000          12.911000          16.867000          15.194000
  41.500	          13.575000          14.268000          11.589000          16.452000          14.225000          14.657000          13.789000          12.414000          18.500000          15.455000          14.261000          13.538000          12.266000          16.848000          14.873000          13.501000          12.736000          11.569000          15.910000          14.097000          11.511000          11.172000          10.387000          14.182000          11.960000          14.917000          14.268000          13.097000          17.471000          15.503000
  42.000	          13.827000          14.519000          11.765000          17.035000          14.515000          14.957000          14.075000          12.622000          19.162000          15.796000          14.457000          13.732000          12.403000          17.371000          15.103000          13.755000          12.981000          11.747000          16.494000          14.389000          11.700000          11.357000          10.520000          14.645000          12.183000          15.176000          14.519000          13.279000          18.071000          15.802000
  42.500	          14.063000          14.762000          11.933000          17.607000          14.787000          15.241000          14.351000          12.824000          19.815000          16.121000          14.639000          13.915000          12.533000          17.880000          15.318000          13.994000          13.214000          11.917000          17.067000          14.665000          11.889000          11.544000          10.656000          15.109000          12.403000          15.425000          14.762000          13.457000          18.666000          16.089000
  43.000	          14.284000          14.998000          12.092000          18.163000          15.043000          15.510000          14.614000          13.016000          20.454000          16.428000          14.807000          14.088000          12.656000          18.373000          15.517000          14.218000          13.435000          12.078000          17.625000          14.924000          12.077000          11.732000          10.795000          15.571000          12.621000          15.662000          14.998000          13.629000          19.250000          16.363000
  43.500	          14.488000          15.225000          12.241000          18.702000          15.279000          15.761000          14.864000          13.198000          21.074000          16.716000          14.961000          14.249000          12.771000          18.847000          15.699000          14.425000          13.643000          12.230000          18.167000          15.163000          12.263000          11.921000          10.935000          16.028000          12.836000          15.888000          15.225000          13.795000          19.821000          16.624000
  44.000	          14.675000          15.441000          12.380000          19.219000          15.496000          15.995000          15.099000          13.370000          21.673000          16.984000          15.100000          14.397000          12.877000          19.299000          15.864000          14.615000          13.837000          12.372000          18.688000          15.384000          12.446000          12.109000          11.077000          16.477000          13.047000          16.100000          15.441000          13.954000          20.375000          16.869000
  44.500	          14.844000          15.648000          12.508000          19.711000          15.693000          16.210000          15.318000          13.530000          22.246000          17.230000          15.224000          14.534000          12.973000          19.726000          16.012000          14.787000          14.017000          12.502000          19.185000          15.585000          12.626000          12.295000          11.218000          16.916000          13.254000          16.300000          15.648000          14.106000          20.909000          17.100000
  45.000	          14.996000          15.843000          12.625000          20.176000          15.870000          16.405000          15.521000          13.678000          22.790000          17.454000          15.333000          14.657000          13.061000          20.127000          16.143000          14.942000          14.182000          12.622000          19.657000          15.766000          12.802000          12.479000          11.359000          17.342000          13.455000          16.486000          15.843000          14.250000          21.421000          17.314000
  45.500	          15.129000          16.026000          12.729000          20.611000          16.026000          16.580000          15.707000          13.812000          23.302000          17.656000          15.427000          14.768000          13.138000          20.498000          16.257000          15.079000          14.331000          12.730000          20.099000          15.926000          12.974000          12.659000          11.497000          17.752000          13.650000          16.658000          16.026000          14.384000          21.907000          17.512000
  46.000	          15.244000          16.197000          12.822000          21.015000          16.162000          16.735000          15.875000          13.932000          23.780000          17.834000          15.506000          14.865000          13.205000          20.839000          16.353000          15.198000          14.465000          12.826000          20.511000          16.067000          13.142000          12.836000          11.633000          18.144000          13.838000          16.815000          16.197000          14.509000          22.364000          17.694000
  46.500	          15.342000          16.355000          12.901000          21.385000          16.278000          16.870000          16.024000          14.038000          24.221000          17.990000          15.571000          14.949000          13.261000          21.148000          16.432000          15.299000          14.584000          12.910000          20.890000          16.187000          13.303000          13.007000          11.765000          18.516000          14.019000          16.958000          16.355000          14.623000          22.791000          17.859000
  47.000	          15.422000          16.499000          12.969000          21.720000          16.373000          16.984000          16.155000          14.129000          24.623000          18.123000          15.621000          15.019000          13.306000          21.424000          16.495000          15.383000          14.686000          12.982000          21.234000          16.288000          13.459000          13.173000          11.892000          18.867000          14.193000          17.086000          16.499000          14.727000          23.186000          18.007000
  47.500	          15.485000          16.630000          13.023000          22.018000          16.449000          17.079000          16.268000          14.205000          24.985000          18.233000          15.656000          15.076000          13.341000          21.666000          16.542000          15.450000          14.774000          13.041000          21.543000          16.369000          13.609000          13.333000          12.014000          19.195000          14.359000          17.200000          16.630000          14.820000          23.547000          18.138000
  48.000	          15.531000          16.747000          13.065000          22.280000          16.507000          17.153000          16.362000          14.266000          25.306000          18.321000          15.679000          15.120000          13.365000          21.873000          16.573000          15.501000          14.846000          13.089000          21.816000          16.432000          13.752000          13.485000          12.130000          19.497000          14.517000          17.299000          16.747000          14.901000          23.872000          18.252000
  48.500	          15.561000          16.850000          13.095000          22.504000          16.546000          17.209000          16.437000          14.313000          25.584000          18.388000          15.689000          15.152000          13.379000          22.045000          16.590000          15.537000          14.904000          13.125000          22.053000          16.477000          13.888000          13.630000          12.238000          19.775000          14.666000          17.384000          16.850000          14.970000          24.162000          18.350000
  49.000	          15.577000          16.940000          13.113000          22.691000          16.568000          17.246000          16.495000          14.345000          25.819000          18.433000          15.686000          15.171000          13.382000          22.182000          16.592000          15.558000          14.947000          13.149000          22.252000          16.506000          14.016000          13.767000          12.340000          20.025000          14.806000          17.455000          16.940000          15.028000          24.414000          18.433000
  49.500	          15.578000          17.015000          13.119000          22.840000          16.574000          17.265000          16.535000          14.362000          26.012000          18.459000          15.672000          15.178000          13.374000          22.285000          16.582000          15.565000          14.976000          13.162000          22.414000          16.518000          14.137000          13.895000          12.433000          20.249000          14.938000          17.513000          17.015000          15.074000          24.629000          18.500000
  50.000	          15.567000          17.077000          13.114000          22.952000          16.565000          17.268000          16.559000          14.365000          26.163000          18.465000          15.647000          15.174000          13.357000          22.353000          16.559000          15.559000          14.993000          13.164000          22.540000          16.516000          14.250000          14.014000          12.517000          20.445000          15.060000          17.557000          17.077000          15.108000          24.807000          18.552000
