#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.800) ELAB= 14.780
   Angel	  Ex=1.800(2d5/2)AK  Ex=1.800(2d5/2)QV  Ex=1.800(2d5/2)AM  Ex=1.800(2d5/2)AG  Ex=1.800(2d5/2)AP  Ex=1.800(2d5/2)HK  Ex=1.800(2d5/2)HV  Ex=1.800(2d5/2)HM  Ex=1.800(2d5/2)HG  Ex=1.800(2d5/2)HP  Ex=1.800(2d5/2)BK  Ex=1.800(2d5/2)BV  Ex=1.800(2d5/2)BM  Ex=1.800(2d5/2)BG  Ex=1.800(2d5/2)BP  Ex=1.800(2d5/2)DK  Ex=1.800(2d5/2)DV  Ex=1.800(2d5/2)DM  Ex=1.800(2d5/2)DG  Ex=1.800(2d5/2)DP  Ex=1.800(2d5/2)LK  Ex=1.800(2d5/2)LV  Ex=1.800(2d5/2)LM  Ex=1.800(2d5/2)LG  Ex=1.800(2d5/2)LP  Ex=1.800(2d5/2)QK  Ex=1.800(2d5/2)QV  Ex=1.800(2d5/2)QM  Ex=1.800(2d5/2)QG  Ex=1.800(2d5/2)QP
  35.000	           8.882200           9.772800           7.663500          10.413000           9.276800           9.490300           8.895100           8.166400          11.963000          10.020000          10.142000           9.519100           8.718200          11.078000          10.499000           8.747900           8.191100           7.590500           9.789700           9.078500           8.542400           8.294200           7.884100           9.708500           8.731600          10.258000           9.772800           9.132800          11.209000          10.543000
  35.500	           9.175200          10.010000           7.847000          10.850000           9.606000           9.795200           9.161400           8.353900          12.411000          10.362000          10.405000           9.751800           8.877900          11.523000          10.802000           9.047200           8.454100           7.779200          10.230000           9.414300           8.682800           8.408100           7.943700           9.984800           8.901200          10.529000          10.010000           9.296800          11.644000          10.853000
  36.000	           9.466100          10.246000           8.030800          11.308000           9.934300          10.101000           9.431300           8.544400          12.888000          10.707000          10.663000           9.980800           9.035300          11.983000          11.099000           9.343900           8.716900           7.967800          10.691000           9.748800           8.820300           8.521800           8.003500          10.278000           9.069000          10.797000          10.246000           9.460000          12.099000          11.161000
  36.500	           9.753600          10.481000           8.214600          11.787000          10.260000          10.407000           9.703700           8.737500          13.389000          11.052000          10.913000          10.206000           9.190200          12.456000          11.389000           9.636900           8.978700           8.155700          11.171000          10.080000           8.955100           8.635600           8.064400          10.586000           9.235000          11.060000          10.481000           9.622800          12.572000          11.465000
  37.000	          10.037000          10.715000           8.397700          12.281000          10.582000          10.711000           9.977600           8.932600          13.913000          11.397000          11.154000          10.426000           9.342300          12.937000          11.670000           9.925000           9.238400           8.342500          11.667000          10.408000           9.087300           8.750000           8.126900          10.908000           9.399100          11.319000          10.715000           9.784900          13.060000          11.764000
  37.500	          10.314000          10.946000           8.579500          12.790000          10.898000          11.012000          10.252000           9.129000          14.456000          11.739000          11.387000          10.640000           9.491400          13.426000          11.942000          10.207000           9.495100           8.527500          12.177000          10.729000           9.217000           8.865100           8.191500          11.243000           9.560900          11.572000          10.946000           9.946400          13.562000          12.059000
  38.000	          10.584000          11.174000           8.759400          13.309000          11.207000          11.309000          10.525000           9.326000          15.014000          12.077000          11.609000          10.848000           9.637200          13.919000          12.203000          10.481000           9.747500           8.710200          12.697000          11.042000           9.344400           8.981000           8.258700          11.588000           9.720300          11.819000          11.174000          10.107000          14.074000          12.346000
  38.500	          10.845000          11.399000           8.936700          13.835000          11.506000          11.600000          10.796000           9.522700          15.584000          12.409000          11.822000          11.050000           9.779200          14.413000          12.452000          10.747000           9.994800           8.889900          13.225000          11.346000           9.469500           9.097900           8.328600          11.941000           9.877200          12.060000          11.399000          10.267000          14.594000          12.626000
  39.000	          11.097000          11.620000           9.110600          14.366000          11.796000          11.884000          11.064000           9.718200          16.163000          12.732000          12.023000          11.244000           9.916900          14.905000          12.689000          11.003000          10.236000           9.065900          13.756000          11.640000           9.592300           9.215600           8.401600          12.301000          10.031000          12.292000          11.620000          10.425000          15.119000          12.898000
  39.500	          11.338000          11.837000           9.280200          14.896000          12.073000          12.160000          11.326000           9.911400          16.746000          13.046000          12.212000          11.429000          10.050000          15.393000          12.912000          11.248000          10.470000           9.237400          14.288000          11.922000           9.712900           9.334300           8.477700          12.665000          10.182000          12.517000          11.837000          10.581000          15.647000          13.161000
  40.000	          11.568000          12.048000           9.444900          15.423000          12.337000          12.425000          11.582000          10.101000          17.329000          13.349000          12.388000          11.606000          10.178000          15.873000          13.121000          11.481000          10.695000           9.403700          14.817000          12.190000           9.831200           9.453700           8.556800          13.031000          10.329000          12.733000          12.048000          10.735000          16.173000          13.413000
  40.500	          11.785000          12.253000           9.603700          15.944000          12.587000          12.679000          11.831000          10.287000          17.908000          13.638000          12.552000          11.773000          10.300000          16.342000          13.315000          11.701000          10.911000           9.564000          15.340000          12.444000           9.947100           9.573600           8.638800          13.396000          10.473000          12.939000          12.253000          10.886000          16.695000          13.654000
  41.000	          11.988000          12.452000           9.755800          16.454000          12.820000          12.921000          12.071000          10.468000          18.480000          13.913000          12.703000          11.931000          10.416000          16.797000          13.493000          11.908000          11.117000           9.717600          15.853000          12.682000          10.061000           9.693800           8.723500          13.759000          10.613000          13.135000          12.452000          11.034000          17.209000          13.883000
  41.500	          12.176000          12.643000           9.900500          16.950000          13.038000          13.149000          12.300000          10.641000          19.040000          14.173000          12.839000          12.077000          10.525000          17.236000          13.656000          12.100000          11.311000           9.863800          16.353000          12.904000          10.172000           9.814000           8.810600          14.117000          10.749000          13.321000          12.643000          11.177000          17.713000          14.099000
  42.000	          12.349000          12.827000          10.037000          17.430000          13.237000          13.362000          12.519000          10.808000          19.585000          14.415000          12.962000          12.213000          10.627000          17.656000          13.801000          12.277000          11.494000          10.002000          16.837000          13.108000          10.280000           9.933900           8.899800          14.467000          10.880000          13.496000          12.827000          11.316000          18.204000          14.303000
  42.500	          12.507000          13.002000          10.165000          17.889000          13.419000          13.561000          12.725000          10.966000          20.111000          14.640000          13.071000          12.336000          10.721000          18.053000          13.930000          12.438000          11.664000          10.131000          17.302000          13.294000          10.386000          10.053000           8.990500          14.808000          11.007000          13.660000          13.002000          11.450000          18.679000          14.492000
  43.000	          12.648000          13.167000          10.283000          18.326000          13.582000          13.743000          12.918000          11.115000          20.614000          14.845000          13.165000          12.448000          10.806000          18.427000          14.042000          12.583000          11.821000          10.251000          17.744000          13.462000          10.490000          10.171000           9.082400          15.137000          11.129000          13.812000          13.167000          11.578000          19.134000          14.668000
  43.500	          12.774000          13.323000          10.391000          18.737000          13.726000          13.908000          13.096000          11.253000          21.092000          15.032000          13.245000          12.548000          10.884000          18.775000          14.138000          12.712000          11.964000          10.361000          18.162000          13.611000          10.590000          10.288000           9.174900          15.453000          11.246000          13.952000          13.323000          11.700000          19.567000          14.829000
  44.000	          12.882000          13.469000          10.489000          19.120000          13.851000          14.056000          13.260000          11.381000          21.542000          15.198000          13.311000          12.636000          10.952000          19.095000          14.217000          12.824000          12.093000          10.461000          18.553000          13.741000          10.688000          10.403000           9.267400          15.753000          11.359000          14.080000          13.469000          11.814000          19.976000          14.975000
  44.500	          12.974000          13.605000          10.575000          19.473000          13.956000          14.187000          13.408000          11.497000          21.960000          15.344000          13.364000          12.711000          11.011000          19.384000          14.279000          12.921000          12.208000          10.551000          18.915000          13.852000          10.783000          10.515000           9.359400          16.036000          11.466000          14.195000          13.605000          11.921000          20.359000          15.107000
  45.000	          13.050000          13.729000          10.651000          19.794000          14.043000          14.300000          13.540000          11.601000          22.345000          15.469000          13.402000          12.774000          11.061000          19.643000          14.326000          13.001000          12.308000          10.630000          19.246000          13.944000          10.875000          10.626000           9.450300          16.300000          11.568000          14.299000          13.729000          12.021000          20.713000          15.224000
  45.500	          13.110000          13.843000          10.716000          20.082000          14.112000          14.396000          13.656000          11.693000          22.695000          15.575000          13.428000          12.825000          11.101000          19.870000          14.357000          13.065000          12.394000          10.698000          19.545000          14.018000          10.964000          10.733000           9.539600          16.544000          11.666000          14.390000          13.843000          12.111000          21.038000          15.326000
  46.000	          13.155000          13.945000          10.769000          20.335000          14.162000          14.474000          13.756000          11.771000          23.008000          15.660000          13.442000          12.863000          11.132000          20.064000          14.373000          13.114000          12.466000          10.754000          19.809000          14.074000          11.050000          10.837000           9.626700          16.768000          11.759000          14.470000          13.945000          12.193000          21.330000          15.414000
  46.500	          13.185000          14.036000          10.810000          20.553000          14.195000          14.535000          13.840000          11.837000          23.283000          15.726000          13.443000          12.890000          11.154000          20.224000          14.376000          13.148000          12.524000          10.800000          20.040000          14.113000          11.133000          10.937000           9.711100          16.969000          11.847000          14.538000          14.036000          12.267000          21.590000          15.489000
  47.000	          13.200000          14.116000          10.841000          20.736000          14.212000          14.580000          13.907000          11.889000          23.519000          15.773000          13.434000          12.906000          11.166000          20.351000          14.365000          13.169000          12.569000          10.836000          20.235000          14.136000          11.214000          11.033000           9.792200          17.149000          11.930000          14.595000          14.116000          12.331000          21.817000          15.550000
  47.500	          13.202000          14.185000          10.861000          20.882000          14.213000          14.609000          13.959000          11.929000          23.716000          15.802000          13.414000          12.911000          11.169000          20.445000          14.342000          13.176000          12.600000          10.860000          20.395000          14.143000          11.291000          11.126000           9.869500          17.305000          12.009000          14.642000          14.185000          12.385000          22.010000          15.598000
  48.000	          13.192000          14.243000          10.870000          20.993000          14.199000          14.622000          13.995000          11.955000          23.873000          15.813000          13.384000          12.905000          11.164000          20.506000          14.308000          13.170000          12.619000          10.875000          20.520000          14.136000          11.366000          11.214000           9.942700          17.438000          12.084000          14.677000          14.243000          12.431000          22.168000          15.635000
  48.500	          13.170000          14.290000          10.869000          21.068000          14.173000          14.622000          14.016000          11.969000          23.992000          15.809000          13.346000          12.890000          11.149000          20.534000          14.264000          13.153000          12.626000          10.880000          20.610000          14.116000          11.437000          11.297000          10.011000          17.549000          12.155000          14.703000          14.290000          12.467000          22.292000          15.659000
  49.000	          13.137000          14.327000          10.858000          21.109000          14.134000          14.608000          14.023000          11.971000          24.071000          15.789000          13.300000          12.866000          11.127000          20.530000          14.211000          13.126000          12.622000          10.875000          20.666000          14.083000          11.506000          11.376000          10.075000          17.636000          12.222000          14.720000          14.327000          12.493000          22.382000          15.673000
  49.500	          13.095000          14.354000          10.838000          21.116000          14.084000          14.581000          14.017000          11.961000          24.112000          15.754000          13.247000          12.833000          11.097000          20.496000          14.149000          13.089000          12.607000          10.861000          20.689000          14.040000          11.572000          11.449000          10.133000          17.702000          12.285000          14.728000          14.354000          12.511000          22.439000          15.678000
  50.000	          13.044000          14.371000          10.809000          21.092000          14.024000          14.543000          13.998000          11.940000          24.117000          15.707000          13.187000          12.792000          11.059000          20.433000          14.081000          13.044000          12.583000          10.839000          20.679000          13.987000          11.635000          11.518000          10.185000          17.745000          12.344000          14.729000          14.371000          12.519000          22.464000          15.672000
