#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
   Angel	  Ex=0.000(2d5/2)AK  Ex=0.000(2d5/2)QV  Ex=0.000(2d5/2)AM  Ex=0.000(2d5/2)AG  Ex=0.000(2d5/2)AP  Ex=0.000(2d5/2)HK  Ex=0.000(2d5/2)HV  Ex=0.000(2d5/2)HM  Ex=0.000(2d5/2)HG  Ex=0.000(2d5/2)HP  Ex=0.000(2d5/2)BK  Ex=0.000(2d5/2)BV  Ex=0.000(2d5/2)BM  Ex=0.000(2d5/2)BG  Ex=0.000(2d5/2)BP  Ex=0.000(2d5/2)DK  Ex=0.000(2d5/2)DV  Ex=0.000(2d5/2)DM  Ex=0.000(2d5/2)DG  Ex=0.000(2d5/2)DP  Ex=0.000(2d5/2)LK  Ex=0.000(2d5/2)LV  Ex=0.000(2d5/2)LM  Ex=0.000(2d5/2)LG  Ex=0.000(2d5/2)LP  Ex=0.000(2d5/2)QK  Ex=0.000(2d5/2)QV  Ex=0.000(2d5/2)QM  Ex=0.000(2d5/2)QG  Ex=0.000(2d5/2)QP
  35.000	           6.957600           7.248900           4.936100          11.166000           7.907200           7.422300           6.742800           5.312500          12.438000           8.525300           8.019400           7.197100           5.669800          11.582000           8.981400           6.837500           6.142500           4.865700          10.675000           7.716300           6.840400           6.231000           5.143400           9.182300           7.392000           7.968700           7.248900           5.881700          10.912000           8.774600
  35.500	           7.103600           7.366300           5.047500          11.495000           8.077700           7.566100           6.888500           5.422000          12.761000           8.693100           8.132600           7.316300           5.759200          11.897000           9.119300           6.987200           6.291600           4.978500          11.002000           7.890500           6.883600           6.282200           5.167700           9.412000           7.463600           8.082500           7.366300           5.965400          11.239000           8.916500
  36.000	           7.243100           7.479300           5.158700          11.823000           8.240200           7.705500           7.032800           5.533500          13.085000           8.855000           8.237000           7.429700           5.846900          12.206000           9.246400           7.130300           6.437000           5.090600          11.329000           8.056800           6.917600           6.327400           5.190200           9.631400           7.524300           8.188600           7.479300           6.048500          11.562000           9.048900
  36.500	           7.375400           7.587300           5.269100          12.147000           8.393700           7.839500           7.174900           5.646300          13.407000           9.009700           8.332200           7.536900           5.932600          12.505000           9.361900           7.266000           6.577800           5.201500          11.652000           8.214200           6.942600           6.366700           5.211000           9.838700           7.574000           8.286800           7.587300           6.130500          11.879000           9.171300
  37.000	           7.499400           7.690000           5.377600          12.463000           8.537000           7.967400           7.313700           5.759500          13.724000           9.156100           8.417600           7.637100           6.015600          12.793000           9.465100           7.393500           6.713100           5.310300          11.967000           8.361400           6.958900           6.400200           5.230200          10.032000           7.612700           8.376700           7.690000           6.211100          12.186000           9.283200
  37.500	           7.614300           7.787000           5.483700          12.768000           8.669000           8.088200           7.448200           5.872300          14.033000           9.293000           8.492900           7.729800           6.095300          13.066000           9.555600           7.511900           6.841900           5.416300          12.273000           8.497600           6.966600           6.428000           5.247900          10.209000           7.640400           8.458100           7.787000           6.290100          12.481000           9.384100
  38.000	           7.719500           7.877800           5.586300          13.059000           8.788800           8.201100           7.577400           5.983700          14.329000           9.419500           8.557700           7.814400           6.171200          13.322000           9.632700           7.620700           6.963400           5.518700          12.565000           8.621800           6.966200           6.450000           5.264200          10.369000           7.657200           8.530900           7.877800           6.366900          12.761000           9.473600
  38.500	           7.814400           7.962300           5.684800          13.333000           8.895600           8.305500           7.700400           6.092900          14.610000           9.534700           8.611900           7.890500           6.242600          13.558000           9.696200           7.719200           7.077000           5.616800          12.842000           8.733300           6.958100           6.466600           5.279000          10.509000           7.663500           8.595000           7.962300           6.441300          13.023000           9.551700
  39.000	           7.898100           8.039900           5.778200          13.587000           8.988700           8.400600           7.816200           6.198900          14.872000           9.637500           8.655000           7.957500           6.308900          13.772000           9.745800           7.806800           7.181800           5.709800          13.099000           8.831400           6.942600           6.477700           5.292300          10.629000           7.659500           8.650200           8.039900           6.512700          13.267000           9.618000
  39.500	           7.970500           8.110400           5.865800          13.818000           9.067500           8.485800           7.923900           6.300700          15.113000           9.727500           8.687300           8.015200           6.369600          13.961000           9.781400           7.883100           7.277100           5.797100          13.335000           8.915600           6.920400           6.483600           5.304100          10.727000           7.645700           8.696500           8.110400           6.580700          13.488000           9.672400
  40.000	           8.031100           8.173700           5.947000          14.024000           9.131700           8.560600           8.022900           6.397500          15.330000           9.804000           8.708500           8.063100           6.424200          14.124000           9.803000           7.948000           7.362500           5.878000          13.547000           8.985600           6.892000           6.484500           5.314500          10.802000           7.622500           8.734000           8.173700           6.644900          13.686000           9.715000
  40.500	           8.079700           8.229300           6.021000          14.202000           9.180900           8.624600           8.112200           6.488300          15.520000           9.866700           8.718800           8.101100           6.472300          14.260000           9.810700           8.001100           7.437400           5.951900          13.734000           9.041100           6.858000           6.480700           5.323400          10.854000           7.590600           8.762800           8.229300           6.704900          13.858000           9.745900
  41.000	           8.116100           8.277300           6.087300          14.352000           9.215100           8.677500           8.191400           6.572500          15.682000           9.915100           8.718500           8.129000           6.513400          14.366000           9.804800           8.042300           7.501600           6.018300          13.893000           9.082000           6.819000           6.472400           5.330800          10.882000           7.550700           8.783100           8.277300           6.760200          14.003000           9.765400
  41.500	           8.140500           8.317600           6.145300          14.471000           9.234400           8.719200           8.260000           6.649200          15.813000           9.949300           8.707700           8.146800           6.547100          14.442000           9.785700           8.071800           7.554700           6.076800          14.023000           9.108500           6.775800           6.460000           5.336600          10.886000           7.503400           8.795100           8.317600           6.810600          14.120000           9.773700
  42.000	           8.152900           8.350000           6.194700          14.558000           9.238900           8.749600           8.317500           6.717900          15.912000           9.969200           8.686900           8.154600           6.573300          14.487000           9.753900           8.089700           7.596700           6.127000          14.123000           9.120800           6.729100           6.443800           5.341000          10.865000           7.449600           8.799200           8.350000           6.855800          14.207000           9.771300
  42.500	           8.153600           8.374800           6.235200          14.612000           9.229200           8.768700           8.363600           6.777900          15.979000           9.975100           8.656600           8.152500           6.591800          14.502000           9.710100           8.096200           7.627500           6.168700          14.192000           9.119200           6.679600           6.424200           5.343900          10.820000           7.390200           8.795700           8.374800           6.895400          14.265000           9.758600
  43.000	           8.143100           8.391900           6.266500          14.633000           9.205600           8.776800           8.398300           6.828800          16.011000           9.967200           8.617300           8.140800           6.602500          14.485000           9.655000           8.091800           7.647300           6.201700          14.230000           9.104300           6.628100           6.401600           5.345200          10.751000           7.326200           8.785100           8.391900           6.929300          14.293000           9.736400
  43.500	           8.121700           8.401600           6.288600          14.622000           9.168900           8.774200           8.421400           6.870400          16.010000           9.946200           8.569600           8.119800           6.605300          14.438000           9.589400           8.077000           7.656200           6.226000          14.236000           9.076800           6.575400           6.376600           5.345200          10.660000           7.258400           8.767900           8.401600           6.957300          14.290000           9.705300
  44.000	           8.090200           8.404200           6.301500          14.578000           9.119900           8.761200           8.433200           6.902200          15.974000           9.912600           8.514300           8.090100           6.600500          14.362000           9.514500           8.052300           7.654600           6.241500          14.212000           9.037300           6.522400           6.349500           5.343900          10.547000           7.188000           8.744600           8.404200           6.979300          14.258000           9.666100
  44.500	           8.049300           8.399900           6.305300          14.502000           9.059500           8.738400           8.433800           6.924400          15.906000           9.867200           8.452200           8.052000           6.588100          14.256000           9.431000           8.018500           7.643000           6.248500          14.157000           8.986900           6.469700           6.320800           5.341400          10.413000           7.115900           8.715900           8.399900           6.995400          14.196000           9.619600
  45.000	           7.999700           8.389200           6.300100          14.395000           8.988800           8.706400           8.423700           6.936800          15.805000           9.810900           8.384100           8.006300           6.568500          14.123000           9.340200           7.976200           7.621800           6.247100          14.073000           8.926500           6.418100           6.291100           5.337700          10.259000           7.043300           8.682400           8.389200           7.005500          14.107000           9.566700
  45.500	           7.942300           8.372600           6.286500          14.259000           8.908900           8.666000           8.403300           6.939600          15.674000           9.744600           8.310800           7.953500           6.541900          13.964000           9.243300           7.926500           7.591700           6.237700          13.961000           8.857100           6.368500           6.260900           5.333000          10.089000           6.971000           8.644800           8.372600           7.009900          13.990000           9.508500
  46.000	           7.878100           8.350500           6.264600          14.096000           8.821100           8.617800           8.373100           6.933100          15.513000           9.669600           8.233300           7.894500           6.508900          13.781000           9.141300           7.870100           7.553400           6.220600          13.822000           8.780000           6.321500           6.230700           5.327500           9.902300           6.900200           8.603800           8.350500           7.008700          13.848000           9.445800
  46.500	           7.808100           8.323500           6.235100          13.907000           8.726500           8.562900           8.333900           6.917500          15.324000           9.586900           8.152500           7.830000           6.469800          13.576000           9.035400           7.808100           7.507700           6.196400          13.659000           8.696300           6.277800           6.200900           5.321200           9.702100           6.831800           8.560200           8.323500           7.002100          13.682000           9.379700
  47.000	           7.733300           8.292200           6.198500          13.695000           8.626500           8.502100           8.286400           6.893300          15.111000           9.497800           8.069300           7.760900           6.425300          13.352000           8.927000           7.741300           7.455300           6.165500          13.473000           8.607200           6.237900           6.172100           5.314400           9.490400           6.766700           8.514600           8.292200           6.990400          13.495000           9.311100
  47.500	           7.654800           8.257100           6.155400          13.463000           8.522400           8.436400           8.231500           6.861100          14.876000           9.403500           7.984600           7.688000           6.375900          13.111000           8.817100           7.670800           7.397300           6.128600          13.268000           8.514000           6.202600           6.144700           5.307200           9.269300           6.705800           8.467900           8.257100           6.973900          13.288000           9.241100
  48.000	           7.573500           8.218900           6.106500          13.213000           8.415500           8.366600           8.169900           6.821300          14.621000           9.305300           7.899400           7.612000           6.322100          12.856000           8.707000           7.597500           7.334400           6.086200          13.045000           8.417900           6.172200           6.119200           5.299800           9.041200           6.649800           8.420600           8.218900           6.953100          13.065000           9.170700
  48.500	           7.490600           8.178200           6.052500          12.949000           8.307200           8.293900           8.102800           6.774700          14.349000           9.204400           7.814500           7.534000           6.264800          12.589000           8.597700           7.522500           7.267700           6.039200          12.806000           8.320100           6.147200           6.095900           5.292300           8.808500           6.599600           8.373500           8.178200           6.928300          12.827000           9.100800
  49.000	           7.407000           8.135700           5.994300          12.672000           8.198600           8.219100           8.031000           6.722000          14.064000           9.102100           7.730800           7.454700           6.204500          12.313000           8.490300           7.446600           7.197900           5.988100          12.556000           8.221900           6.127900           6.075100           5.284800           8.573400           6.555700           8.327300           8.135700           6.900000          12.577000           9.032200
  49.500	           7.323700           8.092000           5.932400          12.387000           8.091100           8.143300           7.955500           6.664000          13.768000           8.999700           7.648900           7.375000           6.141800          12.031000           8.385800           7.370900           7.126100           5.933600          12.297000           8.124300           6.114500           6.057300           5.277500           8.338400           6.518600           8.282400           8.092000           6.868500          12.319000           8.965900
  50.000	           7.241600           8.047600           5.867800          12.096000           7.985700           8.067300           7.877300           6.601400          13.466000           8.898300           7.569600           7.295500           6.077500          11.746000           8.285000           7.296000           7.053000           5.876500          12.030000           8.028400           6.107200           6.042600           5.270500           8.105800           6.488800           8.239500           8.047600           6.834400          12.054000           8.902600
