#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 0.000) ELAB= 14.780
   Angel	  Ex=0.000(2d5/2)AK  Ex=0.000(2d5/2)QV  Ex=0.000(2d5/2)AM  Ex=0.000(2d5/2)AG  Ex=0.000(2d5/2)AP  Ex=0.000(2d5/2)HK  Ex=0.000(2d5/2)HV  Ex=0.000(2d5/2)HM  Ex=0.000(2d5/2)HG  Ex=0.000(2d5/2)HP  Ex=0.000(2d5/2)BK  Ex=0.000(2d5/2)BV  Ex=0.000(2d5/2)BM  Ex=0.000(2d5/2)BG  Ex=0.000(2d5/2)BP  Ex=0.000(2d5/2)DK  Ex=0.000(2d5/2)DV  Ex=0.000(2d5/2)DM  Ex=0.000(2d5/2)DG  Ex=0.000(2d5/2)DP  Ex=0.000(2d5/2)LK  Ex=0.000(2d5/2)LV  Ex=0.000(2d5/2)LM  Ex=0.000(2d5/2)LG  Ex=0.000(2d5/2)LP  Ex=0.000(2d5/2)QK  Ex=0.000(2d5/2)QV  Ex=0.000(2d5/2)QM  Ex=0.000(2d5/2)QG  Ex=0.000(2d5/2)QP
   7.000	           4.798800           2.539100           2.459900          13.566000           6.654600           5.214200           4.502700           2.612000          15.413000           7.430000           4.610300           4.030000           2.616100          13.060000           6.256000           4.529400           3.836600           2.349300          12.587000           6.225600           1.788400           1.441400           0.812770           7.775800           2.618500           2.943600           2.539100           1.602100           9.320000           4.126400
   7.500	           4.785600           2.551800           2.491200          13.555000           6.626300           5.211700           4.520200           2.655500          15.407000           7.410100           4.584000           4.021900           2.634100          13.003000           6.210900           4.514800           3.840700           2.376100          12.581000           6.197200           1.793700           1.463300           0.850530           7.740900           2.617700           2.942100           2.551800           1.631400           9.305200           4.113100
   8.000	           4.769100           2.564400           2.522600          13.537000           6.593100           5.206400           4.536100           2.700000          15.392000           7.385700           4.554900           4.012000           2.652400          12.937000           6.161100           4.497000           3.842700           2.402700          12.568000           6.164000           1.799100           1.486400           0.890880           7.699700           2.616100           2.939600           2.564400           1.662300           9.284700           4.097500
   8.500	           4.749100           2.576700           2.553900          13.511000           6.554600           5.198200           4.550100           2.745100          15.369000           7.356200           4.523100           4.000100           2.670900          12.861000           6.106900           4.475700           3.842200           2.429000          12.546000           6.125700           1.804900           1.510500           0.933860           7.651800           2.613500           2.936400           2.576700           1.694500           9.257900           4.079700
   9.000	           4.725500           2.588900           2.584700          13.474000           6.510600           5.186900           4.562100           2.790500          15.337000           7.321600           4.488700           3.986300           2.689400          12.775000           6.048100           4.450800           3.839000           2.454700          12.515000           6.081900           1.811200           1.535700           0.979490           7.596800           2.610100           2.932300           2.588900           1.728100           9.224200           4.059600
   9.500	           4.698000           2.600900           2.614900          13.427000           6.460800           5.172200           4.571600           2.835900          15.294000           7.281400           4.451800           3.970600           2.708100          12.677000           5.985000           4.422000           3.832800           2.479500          12.474000           6.032400           1.818100           1.562100           1.027800           7.534400           2.605900           2.927600           2.600900           1.763200           9.183200           4.037300
  10.000	           4.666700           2.612900           2.644100          13.369000           6.405100           5.154000           4.578400           2.881100          15.240000           7.235500           4.412700           3.953000           2.726700          12.569000           5.917700           4.389300           3.823500           2.503300          12.422000           5.977300           1.825800           1.589800           1.078900           7.464500           2.601100           2.922400           2.612900           1.799700           9.134400           4.013000
  10.500	           4.631400           2.625000           2.672100          13.299000           6.343500           5.132300           4.582500           2.925900          15.174000           7.183900           4.371700           3.933700           2.745500          12.449000           5.846600           4.352800           3.811000           2.525800          12.359000           5.916300           1.834800           1.618900           1.132800           7.387100           2.596000           2.917000           2.625000           1.837700           9.077800           3.986900
  11.000	           4.592300           2.637300           2.698900          13.216000           6.276100           5.107100           4.583600           2.970000          15.095000           7.126600           4.329000           3.912900           2.764400          12.318000           5.772000           4.312500           3.795100           2.546900          12.283000           5.849700           1.845100           1.649500           1.189500           7.302100           2.590800           2.911700           2.637300           1.877400           9.012900           3.959300
  11.500	           4.549500           2.650100           2.724300          13.119000           6.202900           5.078500           4.581800           3.013300          15.003000           7.063600           4.285200           3.890800           2.783500          12.175000           5.694500           4.268500           3.776100           2.566600          12.195000           5.777500           1.857400           1.682000           1.249300           7.209800           2.585800           2.906900           2.650100           1.918900           8.939900           3.930600
  12.000	           4.503300           2.663800           2.748200          13.010000           6.124300           5.046800           4.577000           3.055700          14.898000           6.995300           4.240700           3.867900           2.802900          12.021000           5.614600           4.221200           3.753900           2.584800          12.094000           5.700200           1.871900           1.716500           1.312100           7.110500           2.581500           2.903000           2.663800           1.962300           8.858700           3.901400
  12.500	           4.454000           2.678600           2.770600          12.887000           6.040700           5.012200           4.569500           3.097100          14.779000           6.921900           4.196200           3.844600           2.822900          11.856000           5.533000           4.170900           3.728700           2.601600          11.980000           5.618000           1.889100           1.753400           1.378100           7.004700           2.578400           2.900500           2.678600           2.007700           8.769600           3.872100
  13.000	           4.402100           2.695000           2.791500          12.750000           5.952600           4.975100           4.559300           3.137400          14.647000           6.844000           4.152300           3.821200           2.843500          11.680000           5.450600           4.118100           3.700900           2.616900          11.852000           5.531500           1.909600           1.793000           1.447500           6.892900           2.577000           2.900100           2.695000           2.055500           8.672900           3.843400
  13.500	           4.347900           2.713300           2.811000          12.600000           5.860600           4.935900           4.546700           3.176600          14.501000           6.762000           4.109700           3.798300           2.865100          11.495000           5.368200           4.063200           3.670700           2.630900          11.712000           5.441300           1.933800           1.835600           1.520200           6.775800           2.577900           2.902200           2.713300           2.105700           8.569100           3.816000
  14.000	           4.292200           2.734200           2.829200          12.437000           5.765300           4.895100           4.532000           3.214800          14.342000           6.676500           4.069200           3.776400           2.887800          11.301000           5.286600           4.006800           3.638500           2.643800          11.559000           5.348000           1.962400           1.881500           1.596500           6.654300           2.581800           2.907500           2.734200           2.158700           8.458700           3.790700
  14.500	           4.235600           2.757900           2.846200          12.261000           5.667600           4.853400           4.515500           3.252000          14.171000           6.588400           4.031500           3.756200           2.911900          11.099000           5.206900           3.949700           3.604900           2.655700          11.395000           5.252600           1.995900           1.931300           1.676400           6.529400           2.589200           2.916700           2.757900           2.214500           8.342600           3.768200
  15.000	           4.178700           2.785100           2.862300          12.074000           5.568300           4.811100           4.497700           3.288300          13.987000           6.498300           3.997500           3.738200           2.937600          10.890000           5.130100           3.892500           3.570300           2.666900          11.219000           5.155900           2.034800           1.985100           1.760000           6.402000           2.601000           2.930400           2.785100           2.273500           8.221400           3.749400
  15.500	           4.122400           2.816200           2.877500          11.876000           5.468500           4.769200           4.479000           3.323600          13.792000           6.407200           3.967900           3.723200           2.965200          10.675000           5.057300           3.836000           3.535400           2.677500          11.032000           5.058900           2.079700           2.043400           1.847400           6.273300           2.617800           2.949300           2.816200           2.335800           8.096100           3.735200
  16.000	           4.067400           2.851700           2.892200          11.668000           5.369000           4.728200           4.459900           3.358200          13.586000           6.316000           3.943600           3.711600           2.994900          10.456000           4.989500           3.781100           3.500700           2.688000          10.836000           4.962600           2.131100           2.106600           1.938500           6.144600           2.640300           2.974100           2.851700           2.401400           7.967900           3.726300
  16.500	           4.014500           2.892000           2.906600          11.451000           5.271100           4.688900           4.440900           3.392200          13.371000           6.225700           3.925400           3.704100           3.026900          10.234000           4.927700           3.728600           3.466900           2.698500          10.632000           4.868000           2.189600           2.174900           2.033300           6.017100           2.669200           3.005300           2.892000           2.470700           7.837700           3.723600
  17.000	           3.964700           2.937600           2.921000          11.227000           5.175800           4.652000           4.422500           3.425600          13.148000           6.137300           3.914000           3.701400           3.061500          10.011000           4.873000           3.679400           3.434700           2.709500          10.421000           4.776300           2.255400           2.248600           2.131800           5.892200           2.705000           3.043600           2.937600           2.543500           7.706700           3.727900
  17.500	           3.918700           2.988700           2.935500          10.998000           5.084100           4.618200           4.405200           3.458500          12.918000           6.051700           3.910200           3.703900           3.098700           9.788600           4.826400           3.634200           3.404800           2.721100          10.204000           4.688500           2.329000           2.327800           2.233800           5.771100           2.748500           3.089500           2.988700           2.620000           7.576300           3.740000
  18.000	           3.877300           3.045800           2.950500          10.764000           4.997200           4.588100           4.389500           3.491100          12.683000           5.970000           3.914500           3.712100           3.138800           9.568000           4.788800           3.594100           3.377800           2.733700           9.983300           4.605900           2.410700           2.412800           2.339100           5.655200           2.800000           3.143300           3.045800           2.700100           7.447700           3.760500
  18.500	           3.841400           3.109100           2.966200          10.527000           4.916200           4.562600           4.376000           3.523500          12.445000           5.893200           3.927500           3.726600           3.181800           9.351200           4.761100           3.559600           3.354300           2.747600           9.760300           4.529300           2.500600           2.503600           2.447500           5.545900           2.860100           3.205400           3.109100           2.783700           7.322200           3.790200
  19.000	           3.811700           3.178600           2.982900          10.290000           4.842200           4.542200           4.365100           3.555600          12.204000           5.822200           3.949700           3.747600           3.227700           9.139800           4.744000           3.531700           3.335100           2.763100           9.536700           4.460100           2.598900           2.600100           2.558700           5.444400           2.929100           3.276300           3.178600           2.870800           7.201100           3.829400
  19.500	           3.788900           3.254700           3.000800          10.053000           4.776000           4.527500           4.357300           3.587700          11.962000           5.757900           3.981400           3.775600           3.276600           8.935700           4.738200           3.511100           3.320700           2.780400           9.314300           4.399000           2.705400           2.702400           2.672300           5.352100           3.007200           3.355900           3.254700           2.961000           7.085900           3.878800
  20.000	           3.773600           3.337200           3.020100           9.819700           4.718700           4.519000           4.353000           3.619800          11.723000           5.701300           4.023100           3.810800           3.328400           8.740600           4.744300           3.498300           3.311600           2.799700           9.095100           4.347000           2.820200           2.810300           2.787900           5.270000           3.094600           3.444400           3.337200           3.054200           6.977900           3.938600
  20.500	           3.766500           3.426100           3.041000           9.591100           4.671200           4.517200           4.352600           3.651800          11.486000           5.653100           4.074800           3.853200           3.383100           8.556100           4.762800           3.494000           3.308400           2.821300           8.880800           4.305100           2.942900           2.923500           2.905000           5.199500           3.191400           3.541900           3.426100           3.150000           6.878300           4.009100
  21.000	           3.767900           3.521200           3.063600           9.369400           4.634100           4.522500           4.356600           3.684000          11.255000           5.614000           4.136500           3.903100           3.440500           8.383900           4.793900           3.498700           3.311600           2.845400           8.673500           4.274000           3.073200           3.041600           3.023200           5.141400           3.297400           3.648000           3.521200           3.248200           6.788500           4.090400
  21.500	           3.778400           3.622500           3.088200           9.156500           4.608300           4.535300           4.365100           3.716200          11.030000           5.584600           4.208400           3.960500           3.500500           8.225600           4.837800           3.512800           3.321400           2.872000           8.475000           4.254400           3.210800           3.164400           3.141900           5.096700           3.412400           3.762800           3.622500           3.348300           6.709800           4.182500
  22.000	           3.798300           3.729600           3.114900           8.954500           4.594400           4.555800           4.378600           3.748700          10.815000           5.565700           4.290200           4.025200           3.563000           8.082900           4.894800           3.536700           3.338400           2.901500           8.287300           4.246800           3.355000           3.291300           3.260500           5.066400           3.536300           3.885800           3.729600           3.449900           6.643400           4.285400
  22.500	           3.827700           3.842300           3.143800           8.765000           4.592700           4.584300           4.397200           3.781500          10.611000           5.557600           4.381600           4.097200           3.627800           7.956900           4.964500           3.570400           3.362800           2.933800           8.112100           4.251800           3.505200           3.421900           3.378500           5.051100           3.668500           4.016600           3.842300           3.552800           6.590400           4.398700
  23.000	           3.867000           3.960100           3.175100           8.590300           4.603800           4.620900           4.421300           3.814700          10.419000           5.560700           4.482500           4.176300           3.694700           7.849300           5.047100           3.614400           3.394700           2.969200           7.951400           4.269700           3.660700           3.555500           3.495300           5.051500           3.808600           4.154700           3.960100           3.656300           6.552000           4.522400
  23.500	           3.916100           4.082700           3.208900           8.431900           4.627800           4.665600           4.451000           3.848300          10.242000           5.575400           4.592300           4.262300           3.763400           7.761200           5.142100           3.668500           3.434500           3.007700           7.806900           4.300700           3.820800           3.691500           3.610200           5.068100           3.955900           4.299700           4.082700           3.760300           6.529100           4.655900
  24.000	           3.975200           4.209500           3.245400           8.291800           4.665100           4.718600           4.486400           3.882500          10.081000           5.601800           4.710500           4.354800           3.833900           7.693700           5.249100           3.732800           3.482100           3.049400           7.680200           4.345100           3.984600           3.829400           3.722700           5.101300           4.109800           4.451000           4.209500           3.864100           6.522800           4.798700
  24.500	           4.044000           4.340300           3.284700           8.171400           4.715500           4.779800           4.527800           3.917600           9.939000           5.640100           4.836700           4.453600           3.905900           7.647800           5.367700           3.807200           3.537700           3.094400           7.573000           4.402800           4.151200           3.968400           3.832400           5.151300           4.269600           4.607700           4.340300           3.967600           6.533800           4.950400
  25.000	           4.122500           4.474400           3.326900           8.072400           4.779200           4.849000           4.575300           3.953600           9.816300           5.690300           4.970200           4.558200           3.979400           7.624400           5.497300           3.891500           3.601300           3.142800           7.486700           4.473700           4.319600           4.108000           3.938700           5.218200           4.434300           4.769400           4.474400           4.070300           6.563000           5.110200
  25.500	           4.210400           4.611400           3.372100           7.996100           4.855900           4.926200           4.628900           3.990900           9.714900           5.752300           5.110300           4.668400           4.054100           7.624300           5.637200           3.985500           3.672800           3.194700           7.422600           4.557700           4.489000           4.247400           4.041200           5.302100           4.603200           4.935200           4.611400           4.172100           6.611000           5.277500
  26.000	           4.307500           4.750900           3.420600           7.943700           4.945400           5.011200           4.688800           4.029600           9.636100           5.826100           5.256300           4.783600           4.130000           7.647800           5.786600           4.088800           3.752100           3.250100           7.381800           4.654500           4.658500           4.385900           4.139500           5.402800           4.775300           5.104400           4.750900           4.272600           6.678400           5.451600
  26.500	           4.413400           4.892400           3.472500           7.916500           5.047300           5.103800           4.755100           4.070200           9.581400           5.911400           5.407500           4.903600           4.207100           7.695600           5.944700           4.201000           3.839200           3.309200           7.365500           4.763700           4.826900           4.523100           4.233300           5.520200           4.949700           5.276300           4.892400           4.371700           6.765600           5.631600
  27.000	           4.527700           5.035400           3.528000           7.915000           5.161200           5.203700           4.827700           4.112900           9.551600           6.007900           5.563200           5.027700           4.285200           7.767600           6.110700           4.321700           3.933800           3.372000           7.374200           4.884700           4.993600           4.658200           4.322400           5.653700           5.125400           5.450100           5.035400           4.469300           6.872900           5.816800
  27.500	           4.649800           5.179600           3.587100           7.940100           5.286500           5.310600           4.906700           4.158000           9.547700           6.115100           5.722500           5.155700           4.364300           7.863800           6.283500           4.450300           4.035700           3.438500           7.408600           5.017000           5.157500           4.790800           4.406600           5.802900           5.301500           5.625200           5.179600           4.565400           7.000500           6.006300
  28.000	           4.779400           5.324500           3.650000           7.992100           5.422500           5.424100           4.992200           4.206000           9.570400           6.232800           5.884700           5.287000           4.444500           7.984300           6.462300           4.586300           4.144700           3.509000           7.469200           5.160000           5.317900           4.920300           4.485800           5.967100           5.477000           5.800800           5.324500           4.659800           7.148200           6.199200
  28.500	           4.915800           5.469800           3.717000           8.071300           5.568500           5.544000           5.083900           4.257100           9.620100           6.360200           6.049000           5.421100           4.525700           8.128400           6.645900           4.729100           4.260300           3.583300           7.556000           5.312700           5.473800           5.046300           4.560000           6.145600           5.650900           5.976200           5.469800           4.752800           7.316100           6.394700
  29.000	           5.058300           5.615100           3.788000           8.177600           5.723800           5.669700           5.182000           4.311800           9.697000           6.496800           6.214500           5.557700           4.608100           8.295600           6.833400           4.877900           4.382400           3.661600           7.669000           5.474400           5.624600           5.168300           4.629200           6.337400           5.822300           6.150700           5.615100           4.844300           7.503700           6.591900
  29.500	           5.206300           5.760100           3.863100           8.310600           5.887300           5.800800           5.286200           4.370300           9.801100           6.641800           6.380500           5.696200           4.691500           8.485100           7.023600           5.032100           4.510400           3.743800           7.807800           5.644200           5.769500           5.286000           4.693500           6.541500           5.990300           6.323700           5.760100           4.934500           7.710500           6.789900
  30.000	           5.359100           5.904400           3.942500           8.469700           6.058100           5.936800           5.396400           4.433100           9.932000           6.794600           6.546300           5.836200           4.776200           8.695700           7.215600           5.190900           4.643900           3.829900           7.971800           5.821000           5.908000           5.399100           4.753100           6.756800           6.154000           6.494600           5.904400           5.023500           7.935900           6.987800
  30.500	           5.515800           6.048000           4.026000           8.654100           6.235100           6.077200           5.512300           4.500200          10.089000           6.954200           6.710900           5.977100           4.861900           8.926300           7.408000           5.353500           4.782300           3.919900           8.160100           6.003800           6.039300           5.507200           4.808100           6.981800           6.312500           6.662800           6.048000           5.111500           8.178800           7.184800
  31.000	           5.675600           6.190200           4.113700           8.862600           6.417300           6.221300           5.633700           4.572000          10.272000           7.119600           6.873700           6.118400           4.948800           9.175200           7.599800           5.519000           4.925200           4.013600           8.371600           6.191300           6.163000           5.610200           4.858900           7.215300           6.465100           6.827700           6.190200           5.198800           8.438200           7.379900
  31.500	           5.837800           6.331000           4.205400           9.093700           6.603300           6.368500           5.760200           4.648500          10.478000           7.290000           7.033800           6.259700           5.036800           9.440800           7.790000           5.686500           5.071900           4.110800           8.604700           6.382600           6.278800           5.707800           4.905600           7.455700           6.611000           6.988700           6.331000           5.285300           8.712900           7.572300
  32.000	           6.001300           6.470000           4.301000           9.345600           6.792100           6.518100           5.891300           4.729900          10.708000           7.464300           7.190600           6.400300           5.125800           9.721100           7.977300           5.855200           5.221700           4.211500           8.858000           6.576200           6.386100           5.799900           4.948500           7.701300           6.749500           7.145500           6.470000           5.371400           9.001200           7.761200
  32.500	           6.165300           6.606900           4.400200           9.616400           6.982200           6.669400           6.026600           4.816200          10.958000           7.641300           7.343200           6.539700           5.215700          10.014000           8.160700           6.024100           5.373900           4.315200           9.129300           6.771000           6.484700           5.886300           4.988000           7.950400           6.879900           7.297400           6.606900           5.457100           9.301500           7.945700
  33.000	           6.328700           6.741400           4.502600           9.903800           7.172500           6.821500           6.165500           4.907100          11.226000           7.819900           7.490900           6.677300           5.306200          10.317000           8.339100           6.192200           5.527700           4.421600           9.416600           6.965600           6.574400           5.967000           5.024400           8.201200           7.001600           7.444000           6.741400           5.542500           9.612000           8.125000
  33.500	           6.490700           6.873200           4.607900          10.205000           7.361400           6.973800           6.307400           5.002600          11.511000           7.998800           7.633100           6.812500           5.397300          10.628000           8.511400           6.358600           5.682300           4.530400           9.717500           7.158800           6.654900           6.041900           5.057800           8.451700           7.114200           7.584900           6.873200           5.627700           9.930500           8.298300
  34.000	           6.650100           7.001900           4.715700          10.518000           7.547800           7.125300           6.451400           5.102300          11.810000           8.176900           7.769000           6.944600           5.488400          10.945000           8.676500           6.522200           5.837000           4.641000          10.029000           7.349100           6.726100           6.110800           5.088600           8.700100           7.217000           7.719500           7.001900           5.712600          10.255000           8.464800
  34.500	           6.806100           7.127300           4.825300          10.839000           7.730100           7.275100           6.596800           5.205700          12.120000           8.352800           7.898000           7.073000           5.579400          11.263000           8.833500           6.682200           5.990700           4.753000          10.349000           7.535400           6.787900           6.173900           5.117100           8.944300           7.309700           7.847600           7.127300           5.797300          10.583000           8.623800
